"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116"
"426",3.8384,-0.0998999999999981,-1.3252,-2.178,2.9654,1.0334,1.9918,3.3813,0.927800000000001,0.092600000000001,-2.8665,5.858,6.2155,4.7354,-9.3805,4.6866,-0.4541,7.2135,4.9113,7.5476,3.2846,3.8469,2.5953,5.125,-0.620199999999999,3.7373,7.099,-0.852,-0.9462,6.4928,2.657,2.0774,3.8507,-1.4357,6.8182,8.0231,-1.3735,2.7229,-0.1988,-2.61760000000000,0.0893000000000015,1.7957,2.4446,5.9949,-1.6186,-4.0619,0.9356,4.1542,1.8967,0.700800000000001,-1.296,7.9956,0.3054,4.2042,-3.0474,-1.54440000000000,5.0029,-6.8173,8.3888,0.217799999999999,3.4053,2.9758,1.8753,16.7524,1.2554,10.5063,3.132,-4.4733,2.697,-3.6676,2.6356,6.8799,-6.1295,11.0708,0.0721999999999996,-0.0918999999999999,8.4837,6.0388,-9.0829,0.7441,-3.1641,-0.3011,-1.8343,1.4499,2.5412,-9.3489,-2.8937,-4.0993,2.8546,3.0783,5.3278,-9.8022,-2.582,9.8066,0.6697,6.7224,0.7476,0.124500000000000,4.626,14.2764,-0.0303000000000004,-4.2011,0.369899999999999,7.1586,-2.3268,1.67570000000000,-0.8735,1.1542,3.9707,1.602,-3.2142,5.4896,3.3373,3.0424,6.6855,4.7337
"427",3.7959,1.2971,-0.9636,-3.8076,3.2003,0.3837,1.8687,3.4869,0.796999999999999,-0.0511999999999997,-3.666,5.3111,5.3406,4.9869,-8.269,4.4742,-1.0504,7.1996,5.0218,7.9327,2.7649,2.6587,2.2179,3.9624,-1.4658,5.0495,7.1432,-0.540699999999999,-1.249,5.8248,1.5053,1.5417,3.784,-1.8551,6.1953,7.4468,-1.6356,2.7345,-0.376700000000000,-2.6195,0.796199999999999,1.9737,1.5933,6.4106,-0.5121,-3.863,-0.321100000000001,3.9228,3.5602,0.0803999999999974,-0.871,7.7036,-0.2599,3.8433,-3.1511,-1.53800000000000,5.242,-6.8675,8.7576,0.5413,3.7073,3.5638,2.5359,17.2754,1.2991,10.8483,4.6347,-3.9277,2.5445,-3.2627,2.731,6.9191,-5.7176,11.6862,-0.4936,-0.6305,8.6319,5.9606,-8.0365,1.143,-2.9989,0.3152,-1.4449,1.0525,2.6118,-8.5207,-2.6155,-4.4617,2.8581,2.976,5.2119,-10.7132,-2.6754,9.8934,0.7349,6.5813,0.5245,0.198700000000001,4.1698,14.6279,-0.4604,-4.2747,0.0442999999999998,7.2255,-1.8556,2.1551,-1.1112,1.6396,4.2045,1.2145,-3.0631,5.8255,2.7884,3.125,6.6063,5.2065
"428",3.9437,2.3249,-0.854199999999999,-5.229,3.4947,-0.0956,1.7935,3.5005,0.474300000000001,-0.288499999999999,-4.0768,4.911,4.1851,5.1928,-7.3452,4.3818,-1.5557,7.1116,4.8981,8.0695,2.411,1.0884,1.737,2.915,-2.2255,6.3383,7.2237,-0.3186,-1.5957,5.2105,0.4359,1.1005,3.463,-2.11640000000000,5.658,7.0811,-1.7386,2.6671,-0.401100000000000,-2.5225,1.5965,2.1486,0.7298,6.6185,0.495700000000001,-3.5346,-1.4001,3.749,5.1423,-0.407600000000002,-0.5102,7.3357,-0.9077,3.3733,-3.2772,-1.527,5.4691,-6.8173,8.9185,0.9535,4.0084,4.162,3.1411,17.3647,1.5204,10.9816,6.0303,-3.2802,2.2359,-2.4132,2.7955,6.8445,-5.3006,12.3702,-0.8447,-1.0625,8.8254,5.8761,-6.9356,1.623,-2.7951,1.1054,-1.0606,0.651399999999999,2.4582,-7.489,-2.1975,-4.6685,2.7084,2.8287,4.8014,-11.4007,-2.6452,9.8786,0.9026,6.5694,0.0923999999999996,0.2897,3.6254,14.7685,-0.7993,-4.168,-0.400500000000001,7.326,-1.2124,2.8022,-1.3675,2.0582,4.516,0.7391,-2.9564,6.1271,2.2506,3.135,6.6123,5.9322
"429",4.2251,2.9175,-0.9444,-6.2889,3.8356,-0.3723,1.7581,3.3134,-0.0188000000000006,-0.5856,-4.0384,4.6793,2.865,5.3391,-6.7395,4.3885,-1.9339,6.9557,4.5986,7.9083,2.2143,-0.6491,1.19460000000000,1.9992,-2.8191,7.4475,7.2911,-0.1761,-1.93,4.6972,-0.4809,0.8252,2.93,-2.2125,5.2581,6.9296,-1.6673,2.5406,-0.295100000000001,-2.3077,2.3841,2.3398,-0.1029,6.6069,1.3046,-3.0858,-2.1945,3.6434,6.4803,-0.734399999999999,-0.241,6.8982,-1.5873,2.8414,-3.416,-1.50590000000000,5.6936,-6.6748,8.8419,1.3833,4.3253,4.7,3.6503,17.0937,1.9248,10.8883,7.2872,-2.5795,1.7598,-1.2239,2.8175,6.6798,-4.9401,13.0392,-0.9484,-1.3827,9.0582,5.7973,-5.8857,2.1439,-2.619,2.015,-0.751999999999999,0.2903,2.1132,-6.388,-1.7133,-4.7249,2.436,2.6419,4.16,-11.8116,-2.492,9.7843,1.1702,6.73,-0.5002,0.406,3.0593,14.6782,-1.0226,-3.9075,-0.955,7.4397,-0.4548,3.5847,-1.59710000000000,2.3695,4.8844,0.225800000000000,-2.8914,6.3828,1.7411,3.0988,6.6963,6.8302
"430",4.5529,3.0556,-1.1589,-6.8746,4.1934,-0.4127,1.7508,2.8766,-0.6609,-0.8779,-3.5676,4.5857,1.5395,5.4193,-6.5338,4.4774,-2.1783,6.7427,4.2257,7.4692,2.1045,-2.3016,0.6426,1.2139,-3.1988,8.2202,7.281,-0.114200000000000,-2.1915,4.3074,-1.1982,0.7459,2.2498,-2.1403,5.0311,6.9315,-1.4328,2.3858,-0.0901000000000014,-1.98960000000000,3.0616,2.5497,-0.8519,6.3859,1.8577,-2.5409,-2.6219,3.5998,7.4386,-0.9083,-0.0946,6.4048,-2.2243,2.3034,-3.5437,-1.46950000000000,5.8976,-6.4561,8.5337,1.776,4.6714,5.1085,4.0264,16.5564,2.4852,10.5667,8.3752,-1.8715,1.1261,0.1725,2.7965,6.4361,-4.6928,13.5976,-0.7993,-1.6105,9.3098,5.7459,-4.992,2.6599,-2.5351,2.9913,-0.5912,-0.0160999999999998,1.63,-5.3498,-1.2522,-4.6382,2.0758,2.4331,3.3558,-11.9063,-2.2451,9.6363,1.5164,7.0727,-1.1845,0.5723,2.5553,14.3576,-1.1233,-3.5255,-1.5907,7.5351,0.3456,4.4395,-1.76590,2.5434,5.2737,-0.280700000000000,-2.8596,6.5653,1.27110000000000,3.0509,6.8383,7.7959
"431",4.8416,2.7749,-1.4148,-6.9469,4.5357,-0.201500000000000,1.7463,2.20840000000000,-1.4316,-1.0858,-2.758,4.5687,0.366600000000002,5.4203,-6.7423,4.645,-2.3139,6.4854,3.8941,6.819,1.9753,-3.6376,0.126200000000001,0.558199999999999,-3.3343,8.5303,7.1251,-0.148700000000000,-2.3248,4.0325,-1.6966,0.8523,1.5038,-1.9081,4.9772,6.9884,-1.0671,2.2343,0.187700000000000,-1.6139,3.5609,2.7649,-1.4599,5.9922,2.1396,-1.9461,-2.6363,3.6011,7.93,-0.9742,-0.103600000000000,5.8678,-2.7417,1.8156,-3.6291,-1.40880000000001,6.046,-6.1814,8.032,2.1008,5.0547,5.3303,4.2441,15.838,3.1393,10.0361,9.2647,-1.1964,0.3667,1.6383,2.7388,6.0986,-4.6026,13.9494,-0.4169,-1.7783,9.5568,5.7394,-4.3422,3.1264,-2.5904,3.9885,-0.6373,-0.273199999999999,1.0776,-4.4862,-0.9062,-4.4179,1.6695,2.2279,2.4541,-11.6698,-1.9594,9.462,1.9099,7.5721,-1.8874,0.8195,2.1882,13.8303,-1.103,-3.0593,-2.2586,7.5752,1.107,5.2854,-1.8636,2.5574,5.6496,-0.7468,-2.8394,6.6266,0.8397,3.0327,6.9976,8.7179
"432",5.0296,2.1709,-1.6335,-6.5491,4.8338,0.252800000000001,1.7026,1.3582,-2.3014,-1.1461,-1.7609,4.5602,-0.533999999999999,5.3219,-7.2941,4.8961,-2.3815,6.2,3.6916,6.0355,1.7276,-4.4847,-0.320499999999999,0.0366,-3.1997,8.3012,6.7646,-0.307399999999999,-2.2896,3.8348,-1.9821,1.1001,0.7828,-1.5416,5.0558,7.0134,-0.611600000000001,2.1102,0.5228,-1.24130000000000,3.8541,2.9653,-1.8753,5.4875,2.1672,-1.3669,-2.2411,3.6265,7.9297,-1.00350000000000,-0.2888,5.2941,-3.0778,1.4268,-3.6458,-1.3106,6.1038,-5.8702,7.4024,2.345,5.475,5.3335,4.297,14.9943,3.8053,9.3367,9.9335,-0.595700000000001,-0.473199999999999,3.0445,2.6555,5.6331,-4.6966,14.0141,0.157600000000000,-1.921,9.7788,5.7708,-3.9883,3.5097,-2.8015,4.962,-0.9257,-0.487300000000001,0.533900000000001,-3.8743,-0.7497,-4.0736,1.271,2.0476,1.5189,-11.1213,-1.704,9.2878,2.311,8.1827,-2.539,1.1672,2.0049,13.1448,-0.9645,-2.5494,-2.8976,7.536,1.7467,6.0382,-1.9031,2.3955,5.9926,-1.147,-2.7945,6.5064,0.4374,3.0823,7.1144,9.493
"433",5.084,1.3745,-1.7496,-5.7915,5.0624,0.921,1.5781,0.361900000000002,-3.2266,-1.03440000000000,-0.740400000000001,4.4994,-1.1025,5.1069,-8.0313,5.2181,-2.4186,5.9114,3.6585,5.1908,1.3107,-4.7531,-0.6624,-0.352600000000001,-2.7728,7.5103,6.1747,-0.616200000000001,-2.0694,3.6651,-2.0726,1.4217,0.1777,-1.08490000000000,5.2034,6.9653,-0.108500000000001,2.0317,0.9081,-0.936299999999996,3.9486,3.1354,-2.0686,4.9491,1.974,-0.8743,-1.4968,3.6569,7.4773,-1.07500000000000,-0.6467,4.6926,-3.1982,1.167,-3.5821,-1.16510000000000,6.0508,-5.5353,6.7276,2.5046,5.9249,5.1156,4.1974,14.0459,4.4036,8.5264,10.3728,-0.115300000000001,-1.347,4.2804,2.56,5.0093,-4.9782,13.746,0.8734,-2.0669,9.9635,5.8054,-3.936,3.7956,-3.1492,5.8629,-1.4565,-0.6556,0.0751000000000008,-3.5405,-0.8168,-3.6173,0.9449,1.8994,0.6185,-10.3117,-1.5441,9.1316,2.6712,8.852,-3.0724,1.617,2.0194,12.3732,-0.7122,-2.0378,-3.4467,7.4187,2.1892,6.6247,-1.908,2.0561,6.2981,-1.459,-2.67810000000000,6.1471,0.0564999999999998,3.2237,7.1288,10.0385
"434",4.9971,0.506499999999999,-1.7182,-4.8231,5.2049,1.7552,1.3565,-0.779,-4.1585,-0.7782,0.177199999999999,4.3433,-1.3364,4.7618,-8.746,5.5617,-2.4596,5.6571,3.7877,4.3474,0.7327,-4.4481,-0.858799999999999,-0.630199999999999,-2.0489,6.1909,5.3908,-1.0852,-1.6749,3.4848,-1.9794,1.7367,-0.2399,-0.598400000000002,5.3609,6.8462,0.395400000000000,2.012,1.3378,-0.7547,3.8748,3.2713,-2.0349,4.4586,1.6012,-0.527700000000001,-0.510899999999999,3.6774,6.6646,-1.2551,-1.1446,4.0808,-3.0922,1.0459,-3.4385,-0.973199999999999,5.888,-5.1771,6.0914,2.5782,6.3915,4.7046,3.9713,12.9925,4.8771,7.6782,10.5929,0.204100000000000,-2.209,5.2516,2.4634,4.2256,-5.4212,13.1475,1.6797,-2.2343,10.1044,5.7923,-4.1491,3.9901,-3.5834,6.6401,-2.1975,-0.764899999999999,-0.240500000000001,-3.4596,-1.0898,-3.0673,0.7551,1.7732,-0.1733,-9.3167,-1.5221,9.003,2.9351,9.5259,-3.4261,2.1548,2.2244,11.6013,-0.359,-1.562,-3.8576,7.248,2.3748,6.9946,-1.9003,1.5616,6.5586,-1.6576,-2.4507,5.5114,-0.304099999999998,3.4602,7.0034,10.3007
"435",4.7835,-0.349599999999999,-1.5214,-3.795,5.2651,2.697,1.0508,-2.0811,-5.0534,-0.450299999999999,0.9396,4.0824,-1.2748,4.276,-9.2494,5.8425,-2.5413,5.4826,4.0401,3.5672,0.0526,-3.6743,-0.8796,-0.840200000000001,-1.05710000000000,4.4374,4.5107,-1.7014,-1.1479,3.2762,-1.6992,1.9676,-0.4364,-0.156199999999998,5.4954,6.6815,0.8481,2.0508,1.8003,-0.738900000000001,3.676,3.3804,-1.7915,4.0912,1.0944,-0.360100000000001,0.585099999999999,3.6813,5.623,-1.5773,-1.7311,3.48770000000000,-2.7676,1.0566,-3.2229,-0.750800000000005,5.6433,-4.7842,5.5676,2.5709,6.8591,4.1552,3.6527,11.8355,5.1945,6.8805,10.6203,0.337600000000002,-3.014,5.8802,2.3707,3.3202,-5.9693,12.2702,2.5317,-2.431,10.1971,5.6864,-4.5618,4.1176,-4.0411,7.2488,-3.0879,-0.794799999999999,-0.3827,-3.5642,-1.499,-2.4505,0.7423,1.6518,-0.7838,-8.2241,-1.65010000000000,8.9077,3.0501,10.1434,-3.5577,2.7529,2.5947,10.9114,0.0703,-1.1476,-4.1022,7.0614,2.2678,7.1288,-1.89150000000000,0.9586,6.755,-1.7155,-2.0979,4.5924,-0.638799999999998,3.78,6.7416,10.2665
"436",4.4732,-1.1419,-1.1708,-2.8381,5.2801,3.6786,0.6831,-3.539,-5.8699,-0.145399999999999,1.5666,3.7531,-0.972100000000001,3.6484,-9.4285,5.9669,-2.6966,5.431,4.3594,2.9132,-0.6447,-2.6121,-0.7265,-1.0428,0.130200000000000,2.4027,3.6563,-2.4365,-0.563400000000001,3.0371,-1.2235,2.0545,-0.4238,0.160800000000002,5.5985,6.5031,1.1982,2.1276,2.2706,-0.910000000000004,3.4062,3.4809,-1.3712,3.9094,0.4964,-0.371600000000001,1.6588,3.6705,4.4995,-2.0282,-2.3476,2.9519,-2.2509,1.1849,-2.9476,-0.527099999999997,5.3725,-4.3478,5.2117,2.4978,7.3109,3.5428,3.2754,10.5953,5.3432,6.2316,10.4919,0.279499999999999,-3.7159,6.1078,2.2813,2.367,-6.546,11.2002,3.3836,-2.6576,10.2305,5.4633,-5.0971,4.215,-4.4574,7.6491,-4.0446,-0.722100,-0.361500000000001,-3.7656,-1.9402,-1.7997,0.9107,1.5198,-1.1598,-7.1252,-1.9164,8.8575,2.982,10.6381,-3.462,3.3665,3.0878,10.3675,0.538,-0.8079,-4.1752,6.8969,1.8675,7.0418,-1.8807,0.308,6.8618,-1.6074,-1.63670000000000,3.419,-0.940999999999999,4.1658,6.3863,9.9648
"437",4.1053,-1.8195,-0.702399999999999,-2.0676,5.3165,4.6014,0.2622,-5.0849,-6.5607,0.0588000000000006,2.1157,3.4287,-0.4771,2.9011,-9.261,5.8686,-2.929,5.5248,4.6929,2.4383,-1.2718,-1.4689,-0.437100000000001,-1.299,1.4059,0.271799999999999,2.9307,-3.2582,-0.0229999999999997,2.7715,-0.5559,1.9648,-0.2469,0.274600000000000,5.6681,6.3402,1.4036,2.2052,2.7074,-1.2633,3.1222,3.5959,-0.8158,3.9501,-0.155300000000000,-0.5313,2.5932,3.6556,3.4344,-2.5488,-2.9353,2.5167,-1.5897,1.4136,-2.6302,-0.340100000000007,5.1509,-3.8755,5.0567,2.3783,7.7279,2.9576,2.8696,9.3129,5.3193,5.8262,10.2517,0.0375000000000014,-4.2701,5.906,2.1903,1.4551,-7.0699,10.0408,4.1841,-2.9083,10.1861,5.1192,-5.6857,4.3237,-4.7708,7.8036,-4.9717,-0.531000000000001,-0.2302,-3.9775,-2.3,-1.1517,1.2268,1.3715,-1.2811,-6.103,-2.2909,8.8707,2.7295,10.9453,-3.1707,3.9376,3.647,10.0102,1.001,-0.5471,-4.0983,6.7874,1.2139,6.7761,-1.8581,-0.328,6.8605,-1.3229,-1.10270000000000,2.0536,-1.2023,4.6057,6.0015,9.4584
"438",3.7171,-2.3213,-0.1715,-1.5895,5.4376,5.3194,-0.215500000000000,-6.5645,-7.0712,0.123600000000001,2.6371,3.1969,0.170100000000001,2.0829,-8.7886,5.5308,-3.1958,5.7513,5.009,2.1654,-1.7546,-0.426399999999999,-0.0663999999999998,-1.6564,2.6487,-1.77820,2.3981,-4.1385,0.364800000000001,2.4835,0.277,1.7011,0.0405,0.127400000000002,5.6915,6.2115,1.4386,2.2454,3.0606,-1.76750,2.8741,3.7471,-0.1723,4.2126,-0.8287,-0.7913,3.2976,3.6503,2.5424,-3.0551,-3.4343,2.2144,-0.8478,1.7242,-2.2934,-0.232199999999999,5.0553,-3.3985,5.108,2.2246,8.0907,2.487,2.456,8.0492,5.1254,5.732,9.9482,-0.373799999999999,-4.6389,5.2918,2.0921,0.6694,-7.4709,8.8938,4.8797,-3.1712,10.0496,4.6657,-6.2816,4.4788,-4.9276,7.6783,-5.7708,-0.220400000000000,-0.0787999999999993,-4.1314,-2.4802,-0.5477,1.6297,1.2065,-1.1565,-5.2246,-2.7278,8.9679,2.3289,11.0158,-2.7383,4.4057,4.216,9.8546,1.4175,-0.3701,-3.9183,6.7582,0.3824,6.3904,-1.8069,-0.8972,6.7507,-0.8783,-0.530999999999999,0.5862,-1.4072,5.0951,5.6435,8.8258
"439",3.3213,-2.6008,0.350000000000001,-1.4849,5.6591,5.6757,-0.7497,-7.7553,-7.3499,0.0474000000000006,3.1452,3.1307,0.9312,1.2553,-8.0823,4.993,-3.4283,6.0653,5.3084,2.0789,-2.0387,0.3919,0.333400000000001,-2.1356,3.7443,-3.6068,2.091,-5.0449,0.515699999999999,2.1747,1.2198,1.3021,0.3858,-0.300100000000000,5.6465,6.1215,1.2991,2.2218,3.2914,-2.3718,2.7004,3.9498,0.509,4.6571,-1.4928,-1.1019,3.7214,3.6632,1.8997,-3.4639,-3.7872,2.054,-0.0908000000000007,2.0946,-1.9604,-0.239899999999999,5.1469,-2.9608,5.3424,2.0374,8.3803,2.1901,2.0435,6.8803,4.7699,5.9715,9.6294,-0.9344,-4.7945,4.3351,1.982,0.0732,-7.6973,7.8436,5.4237,-3.424,9.8199,4.1231,-6.8643,4.7003,-4.8907,7.2534,-6.354,0.187300000000000,-0.0167999999999999,-4.1855,-2.4197,-0.0365000000000002,2.0512,1.0262,-0.8103,-4.5423,-3.1699,9.162,1.8442,10.8232,-2.2251,4.722,4.7501,9.8946,1.7576,-0.289,-3.6999,6.8215,-0.5341,5.9479,-1.7044,-1.3665,6.5507,-0.3158,0.0504999999999995,-0.879800000000001,-1.5291,5.6285,5.3425,8.1393
"440",2.8783,-2.6735,0.7909,-1.7809,5.9336,5.5727,-1.3199,-8.4342,-7.3584,-0.137499999999999,3.6122,3.2593,1.7715,0.4777,-7.212,4.3442,-3.5718,6.4135,5.6106,2.1381,-2.0857,0.9193,0.726799999999999,-2.7328,4.5977,-5.1223,2.0211,-5.9237,0.390099999999999,1.8404,2.1917,0.8342,0.7367,-0.982,5.5163,6.0613,1.0062,2.1226,3.3884,-3.0128,2.6274,4.2097,1.1787,5.2184,-2.1109,-1.4214,3.8639,3.694,1.54,-3.7097,-3.9505,2.01770000000000,0.629,2.4999,-1.6521,-0.383400000000002,5.4606,-2.6015,5.707,1.8098,8.5775,2.0814,1.6288,5.8881,4.2642,6.516,9.3328,-1.6138,-4.7227,3.1536,1.8587,-0.3008,-7.7206,6.9506,5.7875,-3.6354,9.512,3.5243,-7.4319,4.9856,-4.6422,6.5326,-6.6518,0.642800000000001,-0.141999999999999,-4.1229,-2.1005,0.324700000000000,2.4321,0.8337,-0.266,-4.1001,-3.5628,9.45,1.3528,10.3681,-1.6923,4.8545,5.2211,10.0994,2.006,-0.3201,-3.5115,6.9732,-1.4498,5.5061,-1.5255,-1.7246,6.2886,0.3097,0.619299999999999,-2.2469,-1.53280000000000,6.1886,5.0993,7.4494
"441",2.306,-2.6302,1.0938,-2.4287,6.1842,5.0026,-1.8862,-8.4591,-7.0767,-0.363800000000000,3.9816,3.5499,2.6777,-0.192700000000000,-6.2216,3.6989,-3.6107,6.7596,5.9308,2.2997,-1.8774,1.1285,1.1022,-3.428,5.1402,-6.2822,2.1792,-6.6919,-0.00539999999999985,1.4737,3.0936,0.3717,1.0409,-1.8497,5.3053,6.0113,0.6039,1.9457,3.3675,-3.6272,2.6733,4.5204,1.7942,5.8255,-2.6434,-1.7159,3.7665,3.738,1.4581,-3.7533,-3.8949,2.0693,1.2795,2.9153,-1.3857,-0.660699999999999,6.0027,-2.342,6.1304,1.5355,8.6643,2.1325,1.2041,5.1406,3.6248,7.2915,9.0743,-2.3639,-4.4263,1.8901,1.729,-0.4527,-7.54,6.2515,5.9707,-3.7705,9.1464,2.9184,-7.9897,5.3089,-4.1795,5.549,-6.6234,1.07660000000000,-0.5121,-3.9507,-1.5416,0.4774,2.7291,0.6365,0.4557,-3.9345,-3.8669,9.801,0.9277,9.6802,-1.2057,4.7892,5.6116,10.4159,2.1585,-0.477,-3.4094,7.1926,-2.3082,5.1146,-1.2563,-1.9781,5.995,0.948,1.1586,-3.4392,-1.3891,6.744,4.8978,6.777
"442",1.5378,-2.5862,1.2161,-3.3032,6.3479,4.0161,-2.3997,-7.8103,-6.5005,-0.5326,4.1957,3.9165,3.6663,-0.6979,-5.1322,3.1575,-3.5614,7.0935,6.2686,2.5322,-1.431,1.02,1.4715,-4.1873,5.3383,-7.0835,2.5261,-7.2562,-0.6319,1.072,3.8312,-0.0229000000000008,1.2547,-2.8029,5.0418,5.9449,0.143999999999998,1.697,3.2605,-4.1588,2.8493,4.8613,2.329,6.4115,-3.0534,-1.9515,3.4967,3.7933,1.6255,-3.5886,-3.6072,2.1649,1.8439,3.323,-1.1734,-1.04770000000000,6.7505,-2.1879,6.5394,1.216,8.6252,2.289,0.7636,4.6717,2.8735,8.19,8.8457,-3.1179,-3.9291,0.6877,1.6127,-0.413199999999999,-7.1846,5.7605,6.0023,-3.801,8.7392,2.3679,-8.539,5.6266,-3.5114,4.3639,-6.2604,1.4204,-1.12830000000000,-3.7002,-0.7857,0.3729,2.91,0.4534,1.3296,-4.0677,-4.0638,10.151,0.6262,8.8193,-0.8362,4.5287,5.9074,10.7706,2.2152,-0.7609,-3.4271,7.4495,-3.0932,4.8085,-0.904799999999998,-2.1407,5.6979,1.5639,1.6554,-4.4095,-1.0896,7.2506,4.7181,6.1195
"443",0.5732,-2.6074,1.1275,-4.2346,6.3893,2.6844,-2.8199,-6.5809,-5.6394,-0.5479,4.222,4.2536,4.7652,-0.9889,-3.9748,2.7718,-3.4562,7.4209,6.6203,2.8098,-0.8153,0.623900000000001,1.862,-4.9498,5.2038,-7.5399,2.989,-7.5441,-1.4292,0.645200000000001,4.3449,-0.309699999999999,1.3503,-3.7259,4.763,5.8337,-0.341699999999999,1.3936,3.0979,-4.5639,3.151,5.2014,2.7761,6.9157,-3.3102,-2.0877,3.127,3.8697,2.0081,-3.2432,-3.0915,2.2609,2.3159,3.7107,-1.0199,-1.50369999999999,7.6516,-2.1398,6.8747,0.866500000000002,8.4478,2.4851,0.310499999999999,4.4722,2.0383,9.0884,8.6188,-3.803,-3.279,-0.3363,1.5445,-0.231900000000000,-6.7131,5.4706,5.934,-3.7093,8.3014,1.9293,-9.075,5.8936,-2.6625,3.0642,-5.592,1.6365,-1.9401,-3.4301,0.1115,-0.0153999999999996,2.9506,0.3208,2.3122,-4.4935,-4.1548,10.4088,0.4835,7.8738,-0.6502,4.0991,6.093,11.0821,2.1784,-1.1577,-3.5736,7.7069,-3.8253,4.6072,-0.5016,-2.2248,5.4196,2.1395,2.098,-5.1324,-0.6525,7.6591,4.546,5.469
"444",-0.511,-2.6965,0.8217,-5.0569,6.2844,1.09950000000000,-3.1217,-4.9336,-4.5276,-0.366099999999999,4.073,4.468,5.9876,-1.0468,-2.827,2.5492,-3.3327,7.7523,6.9914,3.1147,-0.144900000000000,0.00249999999999995,2.2995,-5.6181,4.7902,-7.6593,3.4817,-7.529,-2.3222,0.221900000000000,4.6271,-0.4694,1.3133,-4.5101,4.4978,5.655,-0.8584,1.0645,2.8963,-4.8084,3.5541,5.5004,3.14,7.2873,-3.3845,-2.0776,2.7252,3.9862,2.581,-2.7725,-2.3726,2.3154,2.6894,4.0676,-0.9194,-1.97630000000000,8.6227,-2.1968,7.0999,0.516999999999999,8.1303,2.6531,-0.145799999999999,4.4933,1.1464,9.8622,8.3601,-4.3613,-2.5446,-1.1021,1.5651,0.0367000000000015,-6.2017,5.3574,5.8243,-3.4864,7.8451,1.6359,-9.5852,6.0809,-1.6818,1.7551,-4.6849,1.734,-2.8576,-3.2217,1.0845,-0.6856,2.8396,0.2876,3.332,-5.1692,-4.1547,10.4799,0.5145,6.9519,-0.6945,3.5478,6.1526,11.2742,2.0572,-1.6341,-3.837,7.919,-4.5442,4.5125,-0.0916999999999994,-2.237,5.1682,2.6726,2.4681,-5.5903,-0.119800000000000,7.9218,4.379,4.8299
"445",-1.5947,-2.8339,0.3275,-5.653,6.0067,-0.599899999999998,-3.3033,-3.0477,-3.2474,-0.0247000000000011,3.8083,4.4919,7.3179,-0.8982,-1.8166,2.489,-3.2369,8.0961,7.3846,3.4492,0.4562,-0.7597,2.7894,-6.0696,4.1768,-7.4392,3.9314,-7.2332,-3.2239,-0.1532,4.7055,-0.496099999999999,1.1362,-5.0783,4.2568,5.3941,-1.438,0.747,2.6555,-4.8615,4.0132,5.711,3.4243,7.4913,-3.2482,-1.8745,2.3535,4.1616,3.3239,-2.2457,-1.4962,2.2902,2.9587,4.3728,-0.8533,-2.40400000000000,9.5544,-2.3523,7.2007,0.202299999999997,7.6875,2.7264,-0.5921,4.6585,0.221200000000000,10.4031,8.0475,-4.7672,-1.8043,-1.5737,1.7078,0.343600000000000,-5.7242,5.3901,5.7172,-3.1331,7.3948,1.4895,-10.0466,6.178,-0.6479,0.5477,-3.6392,1.7581,-3.7673,-3.1624,2.0602,-1.6058,2.585,0.3947,4.2921,-6.0152,-4.0807,10.2902,0.719,6.1644,-0.9851,2.9397,6.0724,11.2883,1.8715,-2.1379,-4.193,8.034,-5.2812,4.5144,0.279800000000002,-2.1816,4.9334,3.1702,2.74670000000000,-5.7659,0.451499999999999,7.998,4.2272,4.2301
