"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"300",-2.0862,1.2149,-0.8374,3.5173,-4.6409,2.7212,-3.5353,14.5996,2.27610000000000,6.1907,-0.7814,-1.1455,-3.7604,-0.424400000000002,-9.5831,-1.3208,-0.9212,2.1495,-2.0756,9.9554,-1.3329,6.2996,0.2455,-0.7551,-6.3798,1.1045,5.3963,-3.7681,5.9146,0.7658,-0.428800000000001,13.5465,3.1571,-4.0086,1.3823,-0.2979,9.4349,4.7771,2.7731,2.8729,9.3679,1.197,10.7462,-1.5543,0.9071,-3.9487,3.5555,9.168,11.9964,2.6799,-0.6849,2.2458,-0.7895,9.215,0.8625,11.0549,-2.9633,14.0836,-1.4451,6.5781,1.0809,-5.5858,2.1938,-10.3032,5.389,0.0342,-3.7922,6.0239,-7.7894,1.8574,-0.0872000000000002,16.1035,2.946,10.6727,-0.194200000000000,-3.1066,-3.5806,-8.6265,4.2275,3.5896,-0.7323,7.3385,-4.5737,3.4787,2.2595,11.9749,9.9265,6.7396,-5.1948,-1.811,-6.8733,-1.7426,-7.7843,8.3486,0.9629,-2.6637,6.753,2.8765,6.6283,2.1299,10.3557,6.1719,-3.9741,-5.0577,2.4402,4.9838,-1.7615,-2.8185,0.6403,4.0821,14.4634,5.5108,-8.1577,-3.6636
"301",-2.5788,1.9475,-0.6464,3.2448,-3.2994,2.1376,-2.929,15.2006,2.9244,6.7578,-0.6222,-0.8794,-2.9255,-1.4624,-9.4977,-0.383999999999999,-1.4825,1.9287,-1.3695,10.8278,-1.9186,5.7306,0.598000000000001,-1.4124,-7.121,1.015,5.6571,-4.0329,5.2597,1.1772,-0.267199999999999,13.2203,2.6048,-3.6479,0.7137,-1.5389,9.5813,4.8446,2.291,2.9645,10.2043,1.0094,10.7696,-2.3149,0.9172,-4.1832,3.6372,8.7435,12.5042,1.8314,-0.4574,1.9853,-0.3917,9.6539,0.443100000000001,11.0829,-2.0397,13.4754,-0.4612,7.0063,1.0354,-6.0763,2.4563,-10.5972,4.1659,0.9713,-3.3971,6.8366,-8.2185,1.5482,-0.5781,16.2027,3.2999,11.5854,-1.4294,-3.9031,-3.6079,-9.5326,4.0561,3.5285,-1.0881,7.4998,-3.7179,3.3179,2.6324,12.9214,8.6697,6.7496,-6.1406,-1.9595,-7.1599,-1.1982,-7.7243,8.5094,0.8557,-2.8999,6.5827,3.1356,6.6462,2.1419,10.0693,5.9557,-3.741,-5.1303,2.0175,5.4428,-1.885,-2.7054,0.5222,3.5781,13.9976,6.1061,-7.8361,-3.1173
"302",-3.029,2.7187,-0.5593,3.0069,-1.9517,1.1454,-2.4084,15.7152,3.3904,7.1699,-0.3172,-0.4955,-2.2823,-2.4443,-9.1168,0.415299999999999,-2.2152,1.4158,-0.6366,11.6028,-2.3302,5.074,0.8645,-2.0899,-7.8484,0.7632,5.725,-4.1029,4.5126,1.4215,-0.0382999999999996,13.041,1.9206,-2.9645,-0.0802999999999998,-2.9552,10.1476,4.6875,1.7563,3.2924,10.7452,0.9219,10.6343,-2.86,0.954799999999999,-4.2702,3.7226,8.0962,12.8769,0.806,-0.2447,1.3647,-0.0988,10.011,0.0085000000000015,11.2683,-1.3018,12.9569,0.5762,7.493,0.9749,-6.441,2.6955,-10.601,3.2289,1.872,-2.9793,7.5108,-8.4141,1.0045,-1.2743,16.1672,3.7583,12.1101,-2.7006,-4.9339,-3.5573,-10.2525,3.8272,3.8101,-1.4571,7.6215,-3.0053,2.8644,2.8104,13.5336,7.3388,6.7158,-7.0082,-1.8354,-7.2149,-0.6691,-7.4278,8.6074,0.7328,-2.9801,6.0963,3.376,6.6081,2.1742,9.6717,5.7015,-3.3794,-5.1596,1.5927,5.8805,-1.8391,-2.5137,0.0764,3.0795,13.2431,6.6893,-7.5019,-2.5934
"303",-3.4123,3.4148,-0.5868,2.8077,-0.6584,-0.181500000000000,-1.9972,16.0735,3.6549,7.3669,0.0873,-0.0198000000000000,-1.8815,-3.3235,-8.4581,1.0362,-3.0393,0.6687,0.0739000000000001,12.2555,-2.5744,4.3432,1.0295,-2.7664,-8.4739,0.3304,5.5606,-4.0011,3.6957,1.4753,0.2066,12.993,1.13,-2.0528,-0.8775,-4.3415,11.1035,4.2993,1.2013,3.7889,10.98,0.8875,10.2599,-3.1255,1.0673,-4.3126,3.836,7.3497,13.1075,-0.3609,-0.111700000000000,0.433500000000000,0.1093,10.2377,-0.369400000000001,11.5951,-0.8635,12.5867,1.554,7.9928,0.8825,-6.6915,2.9452,-10.3583,2.6525,2.6799,-2.6481,8.0306,-8.3773,0.264000000000001,-2.0812,15.9745,4.2972,12.1879,-3.9244,-6.1366,-3.4057,-10.7455,3.5814,4.4368,-1.8679,7.6694,-2.5512,2.1879,2.7401,13.7897,5.9827,6.5773,-7.7864,-1.4702,-7.0528,-0.192299999999999,-6.9023,8.6348,0.6193,-2.9062,5.4105,3.5174,6.5046,2.2136,9.2387,5.3879,-2.8749,-5.1282,1.1689,6.2588,-1.648,-2.2929,-0.6607,2.607,12.2213,7.1788,-7.1754,-2.0502
"304",-3.7195,3.9132,-0.7472,2.6229,0.5138,-1.7215,-1.7053,16.2301,3.7464,7.3259,0.5077,0.5047,-1.7173,-4.0729,-7.5651,1.449,-3.8666,-0.206900000000000,0.7267,12.7797,-2.7152,3.5443,1.1001,-3.4253,-8.9594,-0.2783,5.1592,-3.7954,2.8422,1.3285,0.417199999999999,13.0177,0.266300000000000,-1.0443,-1.5735,-5.5245,12.3447,3.7206,0.6754,4.3549,10.9058,0.8649,9.6008,-3.0872,1.3049,-4.3682,3.9975,6.6385,13.1892,-1.6205,-0.0915,-0.7072,0.2644,10.2956,-0.632700000000002,12.0319,-0.7783,12.382,2.3653,8.4511,0.7456,-6.8521,3.2243,-9.9315,2.4567,3.3373,-2.477,8.3816,-8.1429,-0.583499999999999,-2.8781,15.6134,4.8918,11.8561,-5.0188,-7.4134,-3.1524,-10.9827,3.3552,5.3472,-2.3223,7.618,-2.4243,1.3938,2.4083,13.7011,4.6668,6.2819,-8.4748,-0.9233,-6.7343,0.200100000000001,-6.1735,8.5915,0.5452,-2.688,4.6611,3.5043,6.3299,2.2235,8.8122,5.0094,-2.2076,-5.0137,0.7406,6.5461,-1.3612,-2.0977,-1.6437,2.1808,10.9864,7.4933,-6.8898,-1.4501
"305",-3.9443,4.1047,-1.0645,2.3945,1.4931,-3.3192,-1.5385,16.1596,3.7258,7.06,0.8458,1.0297,-1.7495,-4.6692,-6.5096,1.6458,-4.6175,-1.0857,1.3154,13.1845,-2.8564,2.6805,1.096,-4.0531,-9.3097,-1.0324,4.551,-3.5825,2.011,0.9746,0.5532,13.0276,-0.6252,-0.0791999999999993,-2.1092,-6.3897,13.7174,3.03,0.239,4.8847,10.5275,0.8282,8.6744,-2.7667,1.6971,-4.4297,4.2283,6.0783,13.1152,-2.9096,-0.1858,-1.9351,0.3947,10.1566,-0.7522,12.5328,-1.0195,12.313,2.9241,8.8161,0.5662,-6.9496,3.5171,-9.3896,2.6173,3.7957,-2.4893,8.549,-7.7603,-1.4092,-3.5547,15.0868,5.5214,11.213,-5.9069,-8.6453,-2.8118,-10.9484,3.1677,6.437,-2.787,7.4552,-2.6335,0.6073,1.8448,13.3095,3.47,5.8116,-9.0747,-0.261700000000000,-6.348,0.4778,-5.2919,8.4919,0.5314,-2.3403,3.9713,3.3319,6.0896,2.1542,8.3854,4.5856,-1.3649,-4.7999,0.3004,6.7168,-1.0425,-1.9766,-2.8143,1.8107,9.6219,7.5637,-6.6864,-0.7753
"306",-4.0817,3.9187,-1.5542,2.0541,2.2138,-4.8064,-1.4955,15.8558,3.6588,6.6186,1.0254,1.5149,-1.9302,-5.0799,-5.3821,1.6341,-5.2342,-1.8553,1.8611,13.4831,-3.107,1.7565,1.0357,-4.6275,-9.5584,-1.8783,3.7905,-3.4477,1.2794,0.410699999999999,0.5891,12.9213,-1.4877,0.7131,-2.4834,-6.8815,15.0472,2.3237,-0.0617999999999999,5.2917,9.8682,0.7716,7.5606,-2.2266,2.2382,-4.4379,4.5525,5.7425,12.8851,-4.1549,-0.3737,-3.1279,0.5142,9.8084,-0.7331,13.0307,-1.479,12.3112,3.1758,9.0557,0.3661,-7.0053,3.7729,-8.8028,3.0784,4.0237,-2.6629,8.5236,-7.2734,-2.0795,-4.0415,14.4019,6.1579,10.3691,-6.525,-9.7084,-2.4009,-10.6472,3.0277,7.58,-3.2056,7.1776,-3.1258,-0.0437000000000003,1.1083,12.6802,2.4661,5.1991,-9.5847,0.4556,-5.9922,0.6132,-4.3327,8.3592,0.5812,-1.8958,3.4316,3.0451,5.7991,1.9634,7.9217,4.1587,-0.358699999999999,-4.4834,-0.157,6.7552,-0.7548,-1.9618,-4.0996,1.4935,8.2284,7.3483,-6.6027,-0.0418000000000003
"307",-4.1377,3.3411,-2.2096,1.5526,2.6278,-6.0415,-1.5533,15.3335,3.5884,6.0797,1.0162,1.933,-2.2161,-5.2693,-4.2724,1.4302,-5.6849,-2.4417,2.3861,13.6817,-3.554,0.7873,0.931,-5.1063,-9.7473,-2.7504,2.9394,-3.4326,0.708,-0.3511,0.5168,12.6033,-2.2546,1.2262,-2.7434,-6.9865,16.1546,1.6851,-0.2171,5.5222,8.9714,0.7,6.3782,-1.5575,2.8823,-4.3188,4.9909,5.6542,12.5159,-5.2885,-0.6242,-4.1781,0.6223,9.2609,-0.6083,13.433,-1.9859,12.2953,3.1048,9.1647,0.1879,-7.0335,3.92,-8.2385,3.7572,4.017,-2.9499,8.3166,-6.7068,-2.4932,-4.3186,13.5545,6.7534,9.4162,-6.8378,-10.4878,-1.9342,-10.11,2.9399,8.6482,-3.5145,6.7862,-3.8024,-0.4506,0.2667,11.8877,1.7024,4.524,-10.0029,1.1882,-5.7614,0.591,-3.3939,8.2149,0.6785,-1.4144,3.0832,2.716,5.4766,1.6257,7.3877,3.7788,0.7623,-4.0809,-0.6326,6.6625,-0.5470,-2.0685,-5.4172,1.21250000000000,6.9047,6.8407,-6.6584,0.695699999999999
"308",-4.1397,2.4142,-3.0004,0.882900000000001,2.7078,-6.9435,-1.6596,14.6307,3.525,5.5306,0.8276,2.2753,-2.5599,-5.2243,-3.2547,1.0626,-5.9622,-2.8247,2.8819,13.775,-4.2506,-0.192000000000000,0.7966,-5.4359,-9.9165,-3.5824,2.0485,-3.5305,0.3054,-1.265,0.349,12.0061,-2.8555,1.3868,-2.9482,-6.7234,16.8666,1.1687,-0.254600000000000,5.5584,7.8942,0.6156,5.2538,-0.8646,3.5512,-4.0242,5.553,5.796,12.0516,-6.2676,-0.9027,-5.0013,0.7119,8.5526,-0.426200000000001,13.6356,-2.351,12.2057,2.7442,9.1586,0.0916000000000006,-7.0403,3.885,-7.7534,4.5515,3.8077,-3.2902,7.9664,-6.0665,-2.6087,-4.4092,12.5263,7.2448,8.415,-6.8465,-10.8908,-1.4307,-9.3926,2.9095,9.5293,-3.6611,6.2873,-4.5485,-0.5387,-0.6195,11.0075,1.1897,3.8908,-10.3306,1.9127,-5.7272,0.4203,-2.5874,8.0712,0.7912,-0.9783,2.9128,2.4184,5.1383,1.1317,6.7829,3.4898,1.9121,-3.6338,-1.1132,6.46,-0.44610,-2.299,-6.6833,0.9469,5.7239,6.0665,-6.8461,1.3549
"309",-4.1396,1.2263,-3.8765,0.0805000000000007,2.449,-7.4915,-1.7426,13.8038,3.4576,5.048,0.4905,2.5551,-2.8947,-4.9793,-2.3798,0.5747,-6.078,-3.0412,3.3039,13.7604,-5.2128,-1.1301,0.6675,-5.58,-10.1029,-4.3157,1.15610000000000,-3.707,0.0323,-2.2489,0.115300000000000,11.1091,-3.2262,1.1649,-3.1276,-6.1418,17.0489,0.7904,-0.225400000000000,5.412,6.6904,0.5155,4.2918,-0.2553,4.1508,-3.5472,6.2318,6.1277,11.5581,-7.0851,-1.17200000000000,-5.5474,0.7773,7.7445,-0.2301,13.5525,-2.4275,12.0283,2.1772,9.0578,0.1349,-7.0229,3.6158,-7.3785,5.3529,3.4633,-3.6156,7.5306,-5.3562,-2.4488,-4.3641,11.3023,7.5658,7.3978,-6.5829,-10.8703,-0.9223,-8.5684,2.939,10.1415,-3.6156,5.694,-5.2559,-0.282299999999999,-1.4993,10.1192,0.910499999999999,3.3966,-10.5724,2.6131,-5.9201,0.1399,-2.023,7.9326,0.8762,-0.6725,2.8548,2.2069,4.803,0.4785,6.1468,3.3199,2.983,-3.2028,-1.565,6.1882,-0.4589,-2.6457,-7.8207,0.6903,4.7173,5.0733,-7.1324,1.8552
"310",-4.1987,-0.101300000000000,-4.7648,-0.796099999999999,1.8808,-7.6936,-1.7375,12.9222,3.369,4.683,0.0388,2.7992,-3.1369,-4.6197,-1.6767,0.0216000000000000,-6.0588,-3.1716,3.6047,13.6494,-6.4176,-1.9661,0.600900000000001,-5.5433,-10.3392,-4.9106,0.304500000000001,-3.9241,-0.1661,-3.2066,-0.156,9.9509,-3.3291,0.5714,-3.2675,-5.3182,16.6513,0.5335,-0.185300000000001,5.1148,5.3988,0.4021,3.554,0.1768,4.5952,-2.9151,7.0027,6.5982,11.1091,-7.7616,-1.3874,-5.8119,0.8209,6.9119,-0.0405000000000006,13.1418,-2.1602,11.8003,1.5202,8.8785,0.3552,-6.9675,3.1032,-7.1076,6.0593,3.0763,-3.8538,7.0746,-4.5902,-2.087,-4.2478,9.8953,7.6651,6.3857,-6.0944,-10.4424,-0.45,-7.7185,3.0304,10.4432,-3.3773,5.0243,-5.8394,0.282900000000000,-2.3289,9.3159,0.8379,3.1001,-10.7335,3.2704,-6.3211,-0.188,-1.7856,7.7977,0.8919,-0.5672,2.8122,2.1067,4.4986,-0.3328,5.543,3.2756,3.8725,-2.8522,-1.9465,5.9077,-0.582199999999998,-3.0899,-8.7652,0.4685,3.8728,3.9285,-7.4596,2.1463
"311",-4.3682,-1.4188,-5.5707,-1.6905,1.0736,-7.5593,-1.6187,12.0628,3.2432,4.4532,-0.4942,3.029,-3.2077,-4.2541,-1.1638,-0.5325,-5.9414,-3.3047,3.7745,13.4716,-7.8055,-2.6376,0.661299999999999,-5.3702,-10.6486,-5.3566,-0.444399999999998,-4.1524,-0.3261,-4.0531,-0.4559,8.622,-3.1725,-0.3512,-3.3287,-4.349,15.7454,0.3643,-0.1806,4.7127,4.0462,0.2923,3.0493,0.366800000000000,4.8274,-2.1769,7.823,7.1419,10.7634,-8.3237,-1.4971,-5.8389,0.8585,6.1323,0.147400000000000,12.4111,-1.5939,11.5921,0.8881,8.6329,0.7611,-6.8427,2.3938,-6.9039,6.5891,2.7356,-3.9383,6.6583,-3.7977,-1.6194,-4.1247,8.3574,7.5232,5.4071,-5.4342,-9.6838,-0.0528,-6.9229,3.1896,10.4384,-2.973,4.2987,-6.2497,1.0558,-3.0729,8.7002,0.950099999999999,3.0109,-10.8105,3.8574,-6.8715,-0.4921,-1.9152,7.6625,0.813,-0.6991,2.6884,2.1138,4.2679,-1.2862,5.0299,3.3407,4.5086,-2.6346,-2.2334,5.6895,-0.812899999999999,-3.5979,-9.4657,0.337899999999999,3.1453,2.7214,-7.7526,2.2259
"312",-4.6683,-2.5608,-6.1959,-2.5558,0.127000000000001,-7.1002,-1.4139,11.3093,3.0738,4.3412,-1.0783,3.2455,-3.0516,-3.9879,-0.8598,-1.0197,-5.767,-3.4967,3.8476,13.2653,-9.2866,-3.0868,0.896600000000001,-5.1273,-11.0369,-5.6723,-1.01640000000000,-4.3756,-0.4503,-4.7204,-0.7894,7.247,-2.817,-1.5416,-3.2819,-3.3298,14.522,0.2542,-0.2355,4.2543,2.6628,0.210199999999999,2.7369,0.2828,4.8279,-1.3943,8.6315,7.6776,10.5457,-8.7889,-1.4532,-5.7078,0.9197,5.4747,0.348900000000000,11.4088,-0.846,11.4778,0.366400000000001,8.3305,1.3352,-6.5981,1.5813,-6.7233,6.8925,2.5002,-3.8251,6.319,-3.0195,-1.1375,-4.0488,6.7778,7.1597,4.5012,-4.6622,-8.7095,0.244200000000000,-6.2488,3.4217,10.1743,-2.4482,3.542,-6.4816,1.8871,-3.7066,8.361,1.233,3.0988,-10.7847,4.3354,-7.486,-0.7061,-2.4009,7.5175,0.6386,-1.0646,2.4185,2.2021,4.1556,-2.3403,4.6478,3.4759,4.8637,-2.579,-2.4404,5.5934,-1.1481,-4.1266,-9.8892,0.3655,2.4799,1.5561,-7.9273,2.1338
"313",-5.0802,-3.3775,-6.5712,-3.3378,-0.857,-6.3516,-1.1853,10.7444,2.8714,4.3028,-1.6812,3.4204,-2.6452,-3.9122,-0.7952,-1.3761,-5.5671,-3.7549,3.8761,13.0627,-10.7555,-3.2659,1.3198,-4.88,-11.4868,-5.8964,-1.349,-4.5809,-0.507,-5.1531,-1.1592,5.9607,-2.3616,-2.9244,-3.1325,-2.3277,13.2423,0.1911,-0.347400000000000,3.7798,1.2975,0.1734,2.5356,-0.0778999999999996,4.6085,-0.6324,9.3474,8.1181,10.4415,-9.1585,-1.2306,-5.5091,1.0375,4.9889,0.5664,10.2114,-0.0611999999999995,11.5096,0.00860000000000127,7.9797,2.0403,-6.1776,0.7781,-6.5386,6.9542,2.3891,-3.5078,6.0649,-2.3051,-0.706899999999999,-4.0525,5.2691,6.6211,3.7086,-3.8466,-7.643,0.4376,-5.7385,3.7229,9.7238,-1.8605,2.7881,-6.5659,2.6137,-4.2135,8.3381,1.6734,3.3126,-10.6223,4.6587,-8.0635,-0.7815,-3.19,7.3508,0.3916,-1.6274,1.99,2.3372,4.1893,-3.4238,4.4291,3.6242,4.9491,-2.6855,-2.6275,5.6454,-1.57850000000000,-4.6296,-10.0283,0.6009,1.8375,0.5385,-7.9079,1.9304
"314",-5.5493,-3.784,-6.6765,-3.963,-1.794,-5.3853,-0.9919,10.4324,2.6627,4.2819,-2.2626,3.4899,-1.9992,-4.1016,-1.0042,-1.5507,-5.3493,-4.0546,3.8906,12.8837,-12.1066,-3.1457,1.895,-4.6728,-11.9547,-6.0759,-1.4191,-4.7436,-0.4486,-5.3161,-1.5544,4.8848,-1.9087,-4.4183,-2.9211,-1.3733,12.1562,0.181500000000000,-0.485399999999999,3.3114,0.0198999999999998,0.1864,2.3441,-0.689,4.2051,0.0507000000000009,9.8757,8.3912,10.4063,-9.4151,-0.841199999999999,-5.3197,1.2272,4.6959,0.7775,8.9125,0.6277,11.7065,-0.1525,7.5999,2.818,-5.5442,0.0883,-6.3469,6.7822,2.3911,-3.0256,5.8819,-1.7095,-0.352300000000001,-4.1387,3.9469,5.9621,3.0639,-3.0607,-6.5952,0.5403,-5.3939,4.0775,9.1612,-1.2777,2.0835,-6.5546,3.0977,-4.5756,8.6003,2.254,3.5944,-10.2884,4.7751,-8.507,-0.6966,-4.2063,7.1476,0.112,-2.3336,1.4431,2.4825,4.3655,-4.4444,4.4102,3.7249,4.8016,-2.9205,-2.8777,5.8259,-2.0834,-5.0639,-9.9029,1.0511,1.2085,-0.242900000000000,-7.6491,1.6767
"315",-6.0041,-3.7902,-6.5393,-4.3442,-2.613,-4.3025,-0.8617,10.3999,2.4737,4.23,-2.7655,3.3604,-1.1574,-4.5983,-1.5103,-1.5179,-5.0919,-4.3612,3.887,12.7304,-13.2423,-2.729,2.5449,-4.5136,-12.3831,-6.2462,-1.25440000000000,-4.8174,-0.2458,-5.2091,-1.9446,4.1048,-1.5243,-5.9313,-2.6988,-0.4761,11.4429,0.2434,-0.5935,2.8524,-1.0897,0.2435,2.0653,-1.4945,3.6762,0.6109,10.123,8.4545,10.3916,-9.5238,-0.332500000000000,-5.1859,1.4793,4.5923,0.9413,7.6113,1.1338,12.0521,-0.1075,7.2298,3.5875,-4.6969,-0.4106,-6.1631,6.396,2.4745,-2.4567,5.7523,-1.2907,-0.0630000000000006,-4.2795,2.9085,5.2393,2.5968,-2.376,-5.6489,0.5651,-5.173,4.4647,8.5456,-0.7759,1.4819,-6.5068,3.2599,-4.7643,9.054,2.9466,3.8872,-9.7645,4.6346,-8.7491,-0.4614,-5.3599,6.8903,-0.154900000000001,-3.1245,0.8558,2.604,4.6552,-5.3061,4.6192,3.7326,4.4699,-3.2182,-3.2557,6.0729,-2.62690000000000,-5.3918,-9.5572,1.6703,0.6063,-0.732,-7.1519,1.4306
"316",-6.3808,-3.4956,-6.2189,-4.405,-3.2406,-3.2131,-0.7891,10.6304,2.3104,4.1243,-3.1112,2.9349,-0.1966,-5.3909,-2.3137,-1.2878,-4.7633,-4.643,3.848,12.5904,-14.0744,-2.0614,3.1801,-4.3784,-12.7216,-6.4188,-0.9241,-4.7509,0.0844,-4.8734,-2.2785,3.6509,-1.2216,-7.3558,-2.498,0.342700000000001,11.1812,0.3993,-0.5987,2.3958,-1.9573,0.3312,1.6252,-2.4085,3.1073,1.0218,10.0182,8.2984,10.3654,-9.4366,0.225099999999999,-5.1233,1.7659,4.6613,1.0148,6.3944,1.4363,12.4969,0.117300000000000,6.9227,4.2506,-3.6775,-0.679,-6.0034,5.8247,2.5916,-1.8955,5.6655,-1.1008,0.1836,-4.4221,2.2133,4.5209,2.3294,-1.8507,-4.8472,0.5134,-5.004,4.8696,7.9253,-0.429,1.033,-6.4763,3.0878,-4.7445,9.5788,3.7065,4.1419,-9.0567,4.2043,-8.7708,-0.110000000000000,-6.5496,6.5605,-0.3703,-3.9365,0.319100000000001,2.6741,5.0191,-5.9313,5.0458,3.628,4.0053,-3.4895,-3.7742,6.2943,-3.1605,-5.587,-9.0501,2.3669,0.0543,-0.9085,-6.4646,1.2551
"317",-6.6384,-3.0433,-5.7803,-4.1045,-3.6069,-2.2177,-0.7535,11.079,2.1434,3.9819,-3.2079,2.1529,0.782,-6.4014,-3.3861,-0.9041,-4.3477,-4.8679,3.7712,12.443,-14.5265,-1.2325,3.7342,-4.234,-12.946,-6.5739,-0.5174,-4.5169,0.4782,-4.3836,-2.4995,3.4922,-0.9724,-8.5685,-2.3145,1.03670000000000,11.3483,0.6662,-0.4328,1.9273,-2.5366,0.4246,0.9903,-3.323,2.6066,1.279,9.5248,7.9369,10.3232,-9.1042,0.76,-5.1303,2.058,4.8796,0.9696,5.3223,1.5814,12.9627,0.4589,6.7196,4.7012,-2.5625,-0.718,-5.8738,5.1125,2.6867,-1.4268,5.6163,-1.1718,0.393800000000001,-4.5079,1.8752,3.889,2.2673,-1.5194,-4.1873,0.3839,-4.8123,5.2847,7.352,-0.2952,0.7709,-6.5005,2.6245,-4.4873,10.0655,4.4764,4.325,-8.1965,3.4864,-8.5993,0.3101,-7.6613,6.1464,-0.512700000000001,-4.6987,-0.0920000000000005,2.6778,5.4166,-6.2755,5.6282,3.4198,3.4526,-3.6416,-4.3868,6.3912,-3.6283,-5.638,-8.4401,3.0242,-0.428,-0.7892,-5.6691,1.216
"318",-6.7582,-2.5697,-5.2648,-3.46,-3.6752,-1.4016,-0.7381,11.685,1.9066,3.8582,-2.9846,1.0208,1.6673,-7.4946,-4.6625,-0.4267,-3.8614,-5.0074,3.6776,12.2673,-14.5448,-0.355700000000001,4.1778,-4.0681,-13.0528,-6.6688,-0.113700000000001,-4.1292,0.8572,-3.8318,-2.5698,3.5572,-0.7314,-9.449,-2.1103,1.5399,11.8357,1.047,-0.0613999999999999,1.436,-2.8244,0.4865,0.183399999999999,-4.1284,2.2813,1.4,8.6514,7.3984,10.2824,-8.4961,1.2134,-5.2028,2.34,5.2202,0.8037,4.4257,1.6586,13.3505,0.8321,6.6248,4.8384,-1.4438,-0.5636,-5.7678,4.3224,2.707,-1.1046,5.6018,-1.5058,0.5443,-4.4917,1.8575,3.4289,2.3887,-1.3847,-3.6272,0.188500000000000,-4.5522,5.6982,6.888,-0.4055,0.7065,-6.5918,1.9487,-3.9818,10.4359,5.1968,4.4226,-7.235,2.5265,-8.2877,0.746,-8.5852,5.6464,-0.5748,-5.3392,-0.3356,2.62,5.8175,-6.3333,6.2712,3.1369,2.8379,-3.6061,-5.0047,6.2781,-3.9747,-5.552,-7.7746,3.5298,-0.8336,-0.4231,-4.8637,1.3592
"319",-6.7408,-2.1716,-4.6756,-2.5556,-3.4684,-0.8272,-0.7392,12.378,1.5084,3.8208,-2.4268,-0.3844,2.3543,-8.5092,-6.0428,0.0897999999999999,-3.3414,-5.0493,3.5984,12.0529,-14.1168,0.461500000000001,4.5052,-3.8973,-13.0389,-6.6575,0.232200000000001,-3.6346,1.161,-3.3034,-2.4883,3.7691,-0.4559,-9.9149,-1.8281,1.7793,12.4836,1.5225,0.4973,0.9227,-2.8686,0.4752,-0.712200000000001,-4.7378,2.2029,1.4258,7.454,6.719,10.2647,-7.6185,1.5436,-5.3439,2.6122,5.6511,0.539700000000001,3.7125,1.7638,13.5531,1.1485,6.6004,4.5754,-0.405800000000001,-0.2758,-5.6732,3.5292,2.6142,-0.9427,5.6193,-2.0691,0.5904,-4.3491,2.0761,3.2102,2.6361,-1.4173,-3.1069,-0.0341999999999998,-4.2212,6.086,6.6012,-0.7578,0.819,-6.7335,1.1606,-3.2382,10.6491,5.8219,4.4395,-6.2299,1.3995,-7.8931,1.1441,-9.2379,5.0695,-0.552,-5.7999,-0.4054,2.5287,6.2069,-6.1316,6.8805,2.8204,2.1658,-3.3638,-5.5231,5.8979,-4.154,-5.3519,-7.0813,3.8051,-1.1719,0.117900000000001,-4.142,1.6836
"320",-6.602,-1.8994,-3.9956,-1.5383,-3.0709,-0.5216,-0.7631,13.0815,0.8651,3.9185,-1.601,-1.935,2.769,-9.307,-7.4002,0.6006,-2.8247,-5.0133,3.5644,11.8132,-13.2831,1.139,4.7133,-3.7585,-12.8902,-6.5148,0.4915,-3.0981,1.3512,-2.8527,-2.2959,4.0766,-0.1139,-9.9473,-1.4225,1.6925,13.1248,2.0524,1.1732,0.4065,-2.7511,0.357700,-1.5762,-5.1156,2.3757,1.4117,6.0429,5.9389,10.2785,-6.5233,1.7266,-5.5619,2.8856,6.1318,0.216799999999999,3.175,1.968,13.4732,1.3289,6.5827,3.8557,0.493600000000001,0.0739999999999998,-5.5729,2.8009,2.3873,-0.9184,5.6654,-2.7995,0.485399999999999,-4.0736,2.4195,3.276,2.9203,-1.566,-2.5703,-0.2218,-3.8516,6.4077,6.5451,-1.318,1.0562,-6.8875,0.3691,-2.287,10.7001,6.3307,4.3953,-5.2353,0.1913,-7.4633,1.4586,-9.5753,4.4354,-0.435600000000000,-6.0575,-0.3229,2.4511,6.5853,-5.7259,7.3925,2.5185,1.4289,-2.9499,-5.8463,5.2321,-4.1396,-5.0729,-6.3741,3.8301,-1.4643,0.7536,-3.5736,2.1367
