"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
"405",-5.0271,1.092,-2.1336,3.7312,-4.2057,-7.6837,1.648,-4.6879,1.7821,-4.7243,-3.1391,2.7675,9.6623,6.1897,-6.9562,2.3504,4.142,-2.9006,-4.7266,5.3266,-12.3663,-0.6319,0.4465,-3.9004,4.8194,-2.2672,-3.0341,-4.9247,-1.3196,0.5101,1.09200000000000,-0.275000000000000,1.757,8.2724,0.8183,7.357,-2.9758,10.3002,6.789,-3.8182,0.6016,7.8868,-6.1194,-5.8861,-1.8645,-17.84,-5.0575,-3.5277,3.3266,0.4586,-2.6309,-5.2094,-1.4372,-0.3431,-3.0446,0.089,-3.4624,-2.5468,-1.0001,-0.9408,0.6175,2.3817,0.1601,8.7817,-9.2079,6.1526,-2.7743,1.3357,-0.613099999999999,-1.3247,-0.783,-0.7135,0.193300000000001,-0.9391,0.0774000000000008,-1.6615,-4.0365,-0.540899999999999,-2.188,3.4358,0.3407,2.3591,-2.151,6.7057,5.1335,-0.8468,-0.404499999999999,5.5883,0.9864,-3.1315,7.2434,-0.225500000000000,-1.5934,3.6815,-1.1884,-0.0236000000000001,2.1717,-3.1807,-1.1779,2.3876,2.9022,-0.7696,4.207,-0.3544,-4.3258,-1.5201,1.6026,1.4727,2.2871,-3.7205,3.3542
"406",-5.0541,0.188100000000000,-2.598,3.0965,-3.7105,-7.4543,2.3661,-3.2528,1.3107,-4.696,-3.0637,3.4362,9.2321,6.3231,-6.6553,2.1813,3.7559,-2.4301,-5.5312,4.4491,-11.9997,-0.385899999999999,0.8457,-4.4176,4.4807,-1.8206,-3.0219,-5.8632,0.183100000000000,0.6527,1.1038,0.188000000000001,3.0658,7.3846,0.8719,7.172,-2.6472,10.7765,6.9044,-3.6705,0.6023,7.9553,-5.9528,-5.725,-1.5166,-17.8571,-4.8463,-3.771,2.9807,0.9166,-2.4192,-5.0877,-0.9974,0.104800000000001,-2.745,0.9224,-3.3396,-1.7803,-1.2655,-1.8164,0.6332,3.1521,-1.15580000000000,9.0041,-9.4551,6.2064,-2.5163,1.5773,-0.5775,-0.7922,-0.6754,-0.893400000000002,0.0146000000000015,-0.5703,-0.231200000000001,-1.1077,-3.4154,-0.670499999999999,-1.15,3.4436,0.1286,2.3897,-2.6785,6.451,4.2674,-0.9347,-1.1744,6.2611,1.035,-2.3897,7.33,-0.4754,-1.2695,4.6287,-1.1482,0.3052,2.4866,-3.076,-0.3174,1.5355,3.6952,-0.4629,3.9441,-0.1212,-3.7743,-1.784,1.493,0.7738,1.5187,-4.5271,2.8709
"407",-5.1267,-0.8436,-2.9678,2.6059,-3.0094,-7.0003,3.0487,-1.9094,0.8205,-4.5658,-3.1669,3.9858,8.8809,6.5597,-6.218,1.7172,3.3966,-1.9862,-6.2794,3.6904,-11.3442,-0.1631,1.0794,-5.1183,4.2272,-1.2686,-3.045,-6.7847,1.587,0.497,1.2762,0.810699999999999,4.1901,6.4151,0.950299999999999,6.7903,-2.1906,11.2616,7.0265,-3.3592,0.434800000000001,7.5859,-5.5503,-5.5386,-1.0634,-17.6157,-4.4187,-3.8558,2.6239,1.2972,-2.166,-4.988,-0.6192,0.6591,-2.3168,1.8175,-2.9132,-1.1744,-1.3843,-2.8716,0.6921,4.0742,-2.6266,9.0323,-9.5508,6.2394,-2.282,1.7971,-0.5381,-0.1628,-0.5096,-0.990300000000001,-0.161899999999999,-0.2412,-0.4505,-0.5706,-2.8727,-0.825099999999999,0.0311000000000003,3.2238,0.0367000000000000,2.2875,-3.26,6.0846,3.3324,-0.9551,-1.8441,6.8634,1.04340000000000,-1.6456,7.293,-0.7842,-1.02410000000000,5.5944,-0.9316,0.5369,2.6553,-2.9191,0.6077,0.511099999999999,4.3762,-0.252,3.7941,0.123700000000000,-3.1889,-1.9384,1.2932,0.199400000000001,0.8569,-5.1888,2.4978
"408",-5.2378,-1.947,-3.2191,2.2475,-2.1929,-6.3941,3.6313,-0.8269,0.3694,-4.3929,-3.3071,4.3885,8.6832,6.8827,-5.688,1.0034,3.1787,-1.6245,-6.986,3.0767,-10.4554,-0.0122999999999998,1.076,-5.9244,4.0251,-0.677,-3.0748,-7.6474,2.7908,0.0910000000000002,1.5987,1.5488,5.0825,5.3928,1.04940000000000,6.2092,-1.6121,11.7442,7.1628,-2.8446,0.124400000000001,6.8467,-4.9417,-5.3076,-0.5528,-17.1218,-3.8505,-3.7855,2.3278,1.6392,-1.903,-4.9356,-0.3585,1.26680000000000,-1.7648,2.686,-2.2349,-0.7461,-1.3448,-4.0752,0.7488,5.0855,-4.1316,8.8784,-9.4251,6.235,-2.1125,1.9395,-0.4725,0.4611,-0.303200000000000,-1.0028,-0.363299999999999,0.0436000000000005,-0.599599999999999,-0.0583999999999989,-2.4313,-0.9576,1.24230000000000,2.7454,0.0688,2.038,-3.8116,5.6387,2.4141,-0.9178,-2.3903,7.353,1.04220000000000,-0.9468,7.128,-1.1024,-0.9126,6.5594,-0.555399999999999,0.6726,2.6336,-2.7241,1.4913,-0.601600000000001,4.8732,-0.1282,3.7935,0.408399999999999,-2.6102,-1.9994,1.0311,-0.191900000000000,0.314300000000001,-5.7188,2.2286
"409",-5.3567,-3.0195,-3.3445,1.98230000000000,-1.3623,-5.7389,4.0725,-0.1219,0.0109999999999999,-4.2379,-3.3841,4.6463,8.6904,7.2285,-5.112,0.1399,3.1715,-1.3937,-7.6497,2.614,-9.4328,0.0328000000000004,0.7814,-6.7294,3.8124,-0.118599999999999,-3.0686,-8.4475,3.7168,-0.4724,2.0406,2.3394,5.7274,4.3623,1.16710000000000,5.4424,-0.9399,12.185,7.3121,-2.1222,-0.318400000000000,5.8516,-4.1907,-5.0164,-0.0594,-16.4179,-3.2386,-3.574,2.1767,1.9685,-1.6379,-4.9591,-0.2436,1.8903,-1.1293,3.4443,-1.3609,-0.494,-1.1459,-5.3656,0.7394,6.0869,-5.5346,8.5587,-9.0205,6.1912,-2.0278,1.9567,-0.357200000000001,0.9771,-0.0983,-0.9586,-0.5868,0.287200000000000,-0.713899999999999,0.417100000000000,-2.0964,-1.0214,2.3655,2.0018,0.226900000000000,1.6362,-4.2344,5.1335,1.5894,-0.8503,-2.8195,7.7009,1.0426,-0.3312,6.8583,-1.3798,-0.988299999999999,7.5,-0.0316000000000010,0.741,2.391,-2.5107,2.2387,-1.7256,5.1258,-0.0866,3.9401,0.7514,-2.0894,-2.0015,0.7511,-0.366800000000001,-0.109100000000002,-6.1363,2.0325
"410",-5.435,-3.9346,-3.3723,1.7654,-0.6165,-5.1513,4.3498,0.158499999999999,-0.2187,-4.1407,-3.3604,4.7927,8.916,7.5048,-4.5399,-0.7439,3.3763,-1.3246,-8.2498,2.2971,-8.4077,-0.0375999999999999,0.203200000000000,-7.4165,3.5118,0.3467,-2.987,-9.2011,4.3185,-1.0714,2.5622,3.1173,6.139,3.3821,1.2996,4.5271,-0.217499999999999,12.5233,7.4627,-1.2296,-0.888,4.7233,-3.3828,-4.6587,0.3396,-15.5737,-2.6757,-3.2327,2.2309,2.2945,-1.3545,-5.0767,-0.2737,2.5005,-0.4872,4.0355,-0.348,-0.406700000000001,-0.8038,-6.6538,0.6105,6.9548,-6.703,8.0948,-8.3188,6.1296,-2.0262,1.8242,-0.173300000000000,1.3009,0.0526,-0.9086,-0.799900000000001,0.510400000000001,-0.8324,0.8308,-1.8556,-0.985000000000001,3.3054,1.0248,0.5096,1.0908,-4.441,4.5827,0.913,-0.7918,-3.1552,7.8959,1.02750000000000,0.167200000000000,6.5279,-1.5749,-1.2841,8.3775,0.625300000000001,0.791,1.9176,-2.2965,2.7842,-2.7964,5.1058,-0.1296,4.1946,1.1521,-1.6818,-1.9901,0.504,-0.317599999999999,-0.424999999999999,-6.4532,1.8678
"411",-5.4261,-4.5925,-3.3685,1.5506,-0.0484,-4.7355,4.4539,0.0332000000000008,-0.3063,-4.11,-3.259,4.881,9.3219,7.6285,-4.0193,-1.5191,3.7389,-1.42740000000000,-8.7573,2.1108,-7.527,-0.2074,-0.5732,-7.882,3.0501,0.6863,-2.8143,-9.9255,4.5763,-1.584,3.121,3.8296,6.3506,2.5154,1.4437,3.526,0.507299999999999,12.7022,7.602,-0.2353,-1.5684,3.5667,-2.6025,-4.23,0.5911,-14.6676,-2.229,-2.7565,2.505,2.61,-1.0212,-5.2911,-0.4202,3.0591,0.0675999999999997,4.4365,0.7407,-0.4641,-0.3587,-7.8348,0.3437,7.5657,-7.5349,7.5192,-7.3591,6.0958,-2.0978,1.5477,0.089600,1.3803,0.101700000000000,-0.9121,-0.9543,0.754800000000001,-0.992999999999999,1.1445,-1.6866,-0.8387,4.0021,-0.119800000000000,0.9098,0.433,-4.3762,4.0019,0.4161,-0.7777,-3.425,7.9385,0.949900000000001,0.5163,6.1868,-1.6618,-1.8006,9.1414,1.3918,0.8778,1.2272,-2.0932,3.1049,-3.7696,4.8189,-0.2554,4.4965,1.5868,-1.4345,-2.0116,0.3347,-0.0624000000000002,-0.646000000000001,-6.6701,1.7003
"412",-5.3072,-4.9555,-3.4081,1.29820000000000,0.259300000000001,-4.5471,4.3911,-0.433,-0.2618,-4.1302,-3.1426,4.9654,9.8191,7.5563,-3.5896,-2.0812,4.1784,-1.6926,-9.1473,2.0258,-6.9144,-0.4401,-1.4115,-8.0576,2.3871,0.8968,-2.5682,-10.6221,4.4935,-1.9231,3.6692,4.441,6.4007,1.8193,1.592,2.522,1.18500000000000,12.6917,7.7268,0.7797,-2.3227,2.4699,-1.9156,-3.7217,0.6742,-13.7639,-1.9361,-2.123,2.9676,2.8928,-0.606,-5.5868,-0.6362,3.5107,0.449999999999999,4.6542,1.8308,-0.639100000000001,0.1353,-8.8046,-0.0348999999999999,7.823,-7.9817,6.8743,-6.228,6.1435,-2.2264,1.1529,0.4307,1.2009,0.0164000000000000,-1.0168,-1.00990000000000,1.0738,-1.2274,1.3231,-1.5675,-0.596699999999998,4.4265,-1.3439,1.4118,-0.2827,-4.0265,3.4135,0.113399999999999,-0.8245,-3.6534,7.8338,0.7463,0.6905,5.8761,-1.6312,-2.5051,9.7432,2.2358,1.0425,0.3541,-1.9121,3.2288,-4.6217,4.2936,-0.4444,4.7913,2.015,-1.3722,-2.0989,0.2765,0.352999999999998,-0.7739,-6.7786,1.5114
"413",-5.0893,-5.0547,-3.5291,0.985700000000001,0.252100000000000,-4.5673,4.1914,-1.1494,-0.110000000000000,-4.1666,-3.0886,5.0881,10.2901,7.2865,-3.2805,-2.3644,4.6087,-2.0939,-9.3923,1.9953,-6.6268,-0.6945,-2.1697,-7.9166,1.533,0.9956,-2.2895,-11.2683,4.0921,-2.0597,4.1539,4.9304,6.3282,1.3356,1.7233,1.6034,1.7609,12.5019,7.845,1.7404,-3.094,1.5243,-1.3626,-3.1263,0.5901,-12.902,-1.8095,-1.3061,3.561,3.1095,-0.0854,-5.9289,-0.8729,3.7953,0.6062,4.7177,2.8423,-0.89830,0.624,-9.474,-0.4702,7.6706,-8.0536,6.206,-5.0254,6.3152,-2.3867,0.6742,0.8344,0.7799,-0.217100000000000,-1.2498,-0.953800000000001,1.515,-1.55450000000000,1.3478,-1.4861,-0.289299999999999,4.5713,-2.5546,1.9908,-0.988999999999999,-3.4151,2.8401,0.0127000000000006,-0.9263,-3.8572,7.5867,0.3597,0.6763,5.6237,-1.4891,-3.3395,10.1513,3.1209,1.3014,-0.6505,-1.7719,3.2272,-5.3487,3.5742,-0.6564,5.0543,2.3922,-1.4895,-2.26080000000000,0.3431,0.8585,-0.793999999999999,-6.7624,1.2978
"414",-4.8118,-4.9791,-3.7061,0.613499999999998,-0.0559000000000003,-4.7009,3.9235,-2.0092,0.112900000000000,-4.1677,-3.1632,5.2686,10.6315,6.841,-3.1157,-2.3513,4.955,-2.5867,-9.4467,1.9668,-6.6396,-0.9467,-2.7366,-7.4677,0.541799999999999,1.0124,-2.0284,-11.8181,3.4107,-2.0184,4.5213,5.2883,6.1729,1.0886,1.798,0.8433,2.172,12.1742,7.9658,2.5893,-3.813,0.8287,-0.9617,-2.4464,0.35,-12.1048,-1.8417,-0.299300000000000,4.2215,3.2192,0.5463,-6.2641,-1.0956,3.8815,0.5237,4.6644,3.7015,-1.2011,1.0667,-9.7817,-0.8985,7.1057,-7.803,5.5573,-3.8399,6.625,-2.5439,0.1484,1.2709,0.1555,-0.5913,-1.617,-0.807399999999998,2.1019,-1.9764,1.2199,-1.4388,0.0464000000000002,4.4524,-3.6651,2.6155,-1.6268,-2.5951,2.2984,0.118600000000001,-1.06,-4.0455,7.2024,-0.230499999999999,0.4778,5.4462,-1.2515,-4.232,10.3624,4.0079,1.6466,-1.7202,-1.6953,3.19,-5.9549,2.7231,-0.8375,5.2894,2.6858,-1.7523,-2.484,0.5222,1.36800000000000,-0.6853,-6.6025,1.069
"415",-4.5279,-4.8523,-3.8616,0.205300000000001,-0.5512,-4.8087,3.6887,-2.8974,0.3704,-4.0672,-3.4012,5.5015,10.7986,6.2497,-3.1182,-2.072,5.1652,-3.1101,-9.2472,1.9039,-6.8732,-1.2044,-3.048,-6.7455,-0.5131,0.9794,-1.8344,-12.206,2.4984,-1.8525,4.7249,5.5175,5.9758,1.0798,1.7619,0.2874,2.3556,11.7608,8.0911,3.2931,-4.405,0.4663,-0.7111,-1.7016,-0.031,-11.3947,-2.0092,0.8679,4.8917,3.1818,1.2702,-6.5314,-1.2886,3.7931,0.2252,4.5273,4.3536,-1.5062,1.4341,-9.705,-1.2708,6.1821,-7.2982,4.964,-2.7421,7.0578,-2.662,-0.3801,1.7027,-0.6214,-1.0704,-2.1102,-0.619600000000002,2.8238,-2.4798,0.9559,-1.4238,0.373200000000001,4.1174,-4.6069,3.2502,-2.1622,-1.6377,1.7976,0.425500000000000,-1.1959,-4.2233,6.6895,-0.997600000000002,0.119400000000000,5.3517,-0.9376,-5.1057,10.4019,4.8545,2.0532,-2.7782,-1.7038,3.1966,-6.4475,1.8187,-0.9341,5.5146,2.8785,-2.1029,-2.74080000000000,0.779,1.7898,-0.432500000000001,-6.2865,0.841
"416",-4.2892,-4.8011,-3.9016,-0.203700000000001,-1.0344,-4.7572,3.5926,-3.7083,0.6361,-3.7929,-3.7971,5.7592,10.8142,5.5406,-3.3082,-1.5969,5.2092,-3.5935,-8.7385,1.7985,-7.2353,-1.4902,-3.0806,-5.8064,-1.5656,0.9239,-1.7458,-12.3588,1.4109,-1.6096,4.7286,5.6289,5.7732,1.284,1.5593,-0.0486000000000004,2.2681,11.3051,8.2143,3.8418,-4.8025,0.4758,-0.5944,-0.9259,-0.5292,-10.8019,-2.2805,2.1324,5.5233,2.9671,2.0437,-6.6807,-1.4501,3.6075,-0.2504,4.3258,4.7765,-1.7749,1.701,-9.2696,-1.5689,5.0061,-6.6029,4.4523,-1.7884,7.575,-2.7105,-0.8512,2.0967,-1.4926,-1.5916,-2.708,-0.450499999999998,3.6473,-3.038,0.578999999999999,-1.4366,0.660100000000002,3.6452,-5.3348,3.8577,-2.5877,-0.6216,1.3427,0.9102,-1.3061,-4.3923,6.0638,-1.8767,-0.359600,5.3418,-0.566,-5.8873,10.319,5.6163,2.4875,-3.7484,-1.807,3.2992,-6.8352,0.9469,-0.9055,5.7434,2.9722,-2.4727,-3.001,1.0703,2.0341,-0.0358999999999998,-5.8185,0.6316
"417",-4.1351,-4.917,-3.7611,-0.577100000000002,-1.2834,-4.4622,3.7047,-4.371,0.8961,-3.2854,-4.3152,6,10.7361,4.7382,-3.6976,-1.0133,5.0727,-3.9701,-7.9005,1.6606,-7.6508,-1.8021,-2.8422,-4.7234,-2.5716,0.8644,-1.7779,-12.2141,0.2037,-1.31400000000000,4.5101,5.6323,5.5876,1.6474,1.1508,-0.170500000000001,1.9045,10.832,8.329,4.2497,-4.9642,0.8426,-0.5869,-0.165,-1.1063,-10.3559,-2.6312,3.4148,6.0773,2.5642,2.8167,-6.6848,-1.5838,3.4249,-0.8638,4.0697,4.9976,-1.9791,1.8487,-8.5435,-1.8083,3.7137,-5.7674,4.0418,-1.02310000000000,8.1214,-2.6678,-1.189,2.4408,-2.3919,-2.0769,-3.3769,-0.354800000000001,4.5364,-3.607,0.113400000000000,-1.4731,0.888,3.1251,-5.8258,4.4038,-2.9141,0.3764,0.9361,1.5279,-1.3733,-4.5509,5.3498,-2.7811,-0.911,5.4122,-0.154200000000000,-6.5148,10.1755,6.2529,2.9143,-4.5698,-1.9974,3.5198,-7.1275,0.1849,-0.7344,5.9781,2.9818,-2.7973,-3.2382,1.3578,2.0228,0.4872,-5.2179,0.4581
"418",-4.0847,-5.2313,-3.4323,-0.875900000000001,-1.1223,-3.9015,4.0345,-4.8588,1.1434,-2.5171,-4.9115,6.1762,10.6077,3.867,-4.2855,-0.4045,4.762,-4.1866,-6.759,1.4993,-8.0754,-2.0842,-2.3648,-3.5886,-3.5108,0.8112,-1.9121,-11.7405,-1.0703,-0.9618,4.0677,5.5284,5.4241,2.0993,0.5301,-0.0937000000000001,1.3037,10.3453,8.432,4.5558,-4.8905,1.5087,-0.6576,0.5388,-1.7049,-10.0705,-3.0596,4.6424,6.5268,1.9779,3.5517,-6.5448,-1.6962,3.3265,-1.5757,3.7685,5.1009,-2.103,1.8774,-7.6205,-2.033,2.444,-4.8252,3.7515,-0.4749,8.632,-2.5219,-1.3153,2.7539,-3.2479,-2.4527,-4.0739,-0.370099999999997,5.4585,-4.1276,-0.417,-1.5347,1.0539,2.6258,-6.0774,4.8672,-3.1581,1.2936,0.5775,2.2134,-1.3976,-4.6923,4.5782,-3.6159,-1.482,5.5593,0.2771,-6.941,10.0318,6.7388,3.3036,-5.206,-2.2432,3.8606,-7.3345,-0.4122,-0.4268,6.2135,2.9239,-3.0284,-3.4345,1.6136,1.706,1.1036,-4.5138,0.3359
"419",-4.1391,-5.7155,-2.9642,-1.0579,-0.469,-3.1023,4.5352,-5.1781,1.3724,-1.5017,-5.5474,6.2446,10.4329,2.9525,-5.0535,0.1663,4.3129,-4.208,-5.3824,1.3116,-8.4987,-2.2473,-1.7067,-2.5082,-4.3734,0.7654,-2.0953,-10.9473,-2.3583,-0.533399999999999,3.4278,5.3118,5.2755,2.5697,-0.2713,0.1616,0.531499999999999,9.836,8.5231,4.8157,-4.6202,2.3846,-0.7691,1.1585,-2.2503,-9.9315,-3.5831,5.7623,6.8655,1.2169,4.2344,-6.2926,-1.7949,3.349,-2.336,3.4396,5.2095,-2.1465,1.8137,-6.6007,-2.2981,1.3116,-3.7927,3.6029,-0.156900000000000,9.0383,-2.2727,-1.1739,3.0765,-3.9836,-2.6635,-4.7558,-0.5059,6.3738,-4.5343,-0.9802,-1.6258,1.1691,2.1794,-6.1067,5.2412,-3.3331,2.0885,0.262700000000001,2.8916,-1.3922,-4.8072,3.7859,-4.2886,-2.0156,5.788,0.6972,-7.1367,9.9291,7.071,3.6381,-5.645,-2.4931,4.3136,-7.4659,-0.817799999999999,-0.0129999999999999,6.4446,2.8065,-3.1385,-3.5798,1.8224,1.07540000000000,1.7641,-3.7415,0.2728
"420",-4.2825,-6.2977,-2.4367,-1.0796,0.6566,-2.1186,5.1242,-5.3468,1.5796,-0.2973,-6.1949,6.1841,10.1822,2.0239,-5.9649,0.6551,3.7968,-4.0252,-3.8718,1.0806,-8.9351,-2.2137,-0.9528,-1.5918,-5.1417,0.7178,-2.2586,-9.8745,-3.596,-0.0127000000000006,2.6439,4.9782,5.1281,3.004,-1.1888,0.5701,-0.345899999999999,9.2914,8.5948,5.0839,-4.2141,3.3622,-0.8794,1.6852,-2.6636,-9.8947,-4.2189,6.7456,7.1079,0.2858,4.8621,-5.9886,-1.8837,3.4857,-3.0751,3.1133,5.4395,-2.126,1.7072,-5.5806,-2.6556,0.3892,-2.677,3.619,-0.07,9.2783,-1.9298,-0.7476,3.4479,-4.5221,-2.677,-5.3828,-0.744,7.2239,-4.7783,-1.5306,-1.7454,1.2487,1.7809,-5.9511,5.53,-3.4442,2.7373,-0.0170000000000003,3.4923,-1.3672,-4.886,3.0112,-4.728,-2.4524,6.1101,1.0652,-7.0959,9.8761,7.2669,3.9152,-5.899,-2.6901,4.8649,-7.5291,-1.0288,0.457599999999999,6.6741,2.6281,-3.1178,-3.6652,1.98,0.170400000000001,2.4062,-2.9441,0.2642
"421",-4.4829,-6.8861,-1.9314,-0.9098,2.1513,-1.0197,5.7056,-5.3749,1.7637,1.0017,-6.8293,6.0066,9.8192,1.1101,-6.9718,1.0248,3.3023,-3.6621,-2.3463,0.7811,-9.4052,-1.9517,-0.2048,-0.937500000000002,-5.7754,0.647500000000001,-2.343,-8.5792,-4.7118,0.5929,1.7871,4.5249,4.9636,3.3631,-2.1344,1.0966,-1.2824,8.7041,8.6252,5.3897,-3.7294,4.3328,-0.944199999999999,2.1202,-2.8828,-9.8937,-4.9591,7.5749,7.282,-0.8061,5.4246,-5.7075,-1.949,3.6972,-3.7057,2.8268,5.8548,-2.0712,1.6151,-4.6466,-3.1322,-0.3024,-1.4926,3.8131,-0.2001,9.3082,-1.5122,-0.0670000000000002,3.8867,-4.7995,-2.4833,-5.9219,-1.04500000000000,7.9345,-4.8458,-2.0158,-1.8865,1.3013,1.403,-5.6719,5.7336,-3.4894,3.225,-0.2706,3.9673,-1.321,-4.9247,2.2822,-4.8949,-2.735,6.533,1.3393,-6.8424,9.8528,7.3525,4.1451,-6.0017,-2.7909,5.4917,-7.5299,-1.057,0.9235,6.9107,2.3855,-2.9693,-3.6798,2.0877,-0.9307,2.9681,-2.1701,0.291400000000000
"422",-4.6949,-7.3887,-1.511,-0.548000000000002,3.859,0.121700000000000,6.1934,-5.2548,1.9186,2.2792,-7.4269,5.7498,9.3252,0.237200000000000,-8.0271,1.229,2.9126,-3.1839,-0.9228,0.3864,-9.9199,-1.4801,0.4412,-0.6156,-6.2171,0.5337,-2.3185,-7.1256,-5.6402,1.2481,0.9332,3.9501,4.7587,3.6204,-3.0099,1.6918,-2.2461,8.0735,8.5821,5.728,-3.2073,5.2063,-0.9261,2.4675,-2.8768,-9.8538,-5.7616,8.2281,7.4098,-2.0287,5.8953,-5.5112,-1.9498,3.9302,-4.1413,2.6188,6.453,-2.0147,1.58680000000000,-3.8718,-3.7205,-0.786,-0.272,4.1805,-0.5138,9.1094,-1.0475,0.7937,4.3819,-4.7879,-2.0961,-6.3486,-1.3586,8.4364,-4.7644,-2.4005,-2.039,1.3256,1.0109,-5.35,5.8368,-3.4625,3.5412,-0.5009,4.298,-1.2444,-4.9277,1.6056,-4.7838,-2.8215,7.0423,1.4874,-6.4327,9.8238,7.3517,4.3435,-5.9999,-2.7804,6.1631,-7.4667,-0.923,1.3214,7.165,2.0804,-2.7114,-3.6117,2.1453,-2.1283,3.4076,-1.463,0.3305
"423",-4.8668,-7.7184,-1.2057,-0.0387000000000022,5.5972,1.2437,6.5285,-4.9681,2.0282,3.4173,-7.9619,5.4577,8.7109,-0.571,-9.0887,1.2109,2.6855,-2.6858,0.302899999999999,-0.119399999999999,-10.4731,-0.855,0.918,-0.656100000000002,-6.4158,0.3741,-2.1836,-5.5858,-6.3357,1.8961,0.1517,3.2499,4.4891,3.7611,-3.729,2.2964,-3.2019,7.3996,8.44,6.0649,-2.6849,5.9187,-0.8014,2.7271,-2.6382,-9.7145,-6.5589,8.6719,7.4975,-3.3157,6.2355,-5.4302,-1.817,4.1352,-4.3175,2.5252,7.1835,-1.98270000000000,1.649,-3.3104,-4.379,-1.1045,0.9344,4.6927,-0.9538,8.6937,-0.5688,1.7329,4.8974,-4.5117,-1.5543,-6.6493,-1.6343,8.6852,-4.5949,-2.688,-2.1964,1.314,0.5745,-5.0724,5.8096,-3.3616,3.6831,-0.702,4.4892,-1.1289,-4.9107,0.964400000000001,-4.4171,-2.6994,7.5984,1.4932,-5.9427,9.7558,7.2769,4.5263,-5.9381,-2.6769,6.8423,-7.3293,-0.655099999999999,1.5992,7.4404,1.7183,-2.3745,-3.4624,2.153,-3.3216,3.7149,-0.8484,0.36
"424",-4.9573,-7.7975,-1.0154,0.526499999999999,7.1812,2.3106,6.6805,-4.5013,2.0684,4.3217,-8.4116,5.1631,8.0127,-1.2904,-10.1138,0.9317,2.6418,-2.2529,1.2695,-0.7352,-11.0434,-0.1539,1.1997,-1.043,-6.3516,0.194199999999999,-1.9551,-4.0392,-6.7712,2.4705,-0.5023,2.4243,4.1353,3.7832,-4.2386,2.8465,-4.0999,6.6826,8.1982,6.3531,-2.2131,6.4358,-0.562999999999999,2.8953,-2.1659,-9.4446,-7.2725,8.8651,7.5326,-4.5701,6.4062,-5.4601,-1.4735,4.2833,-4.2119,2.5703,7.9816,-1.9945,1.8029,-2.992,-5.0505,-1.2962,2.0679,5.2986,-1.4532,8.0997,-0.106000000000000,2.6427,5.3874,-4.0413,-0.916,-6.825,-1.8317,8.6679,-4.4089,-2.9172,-2.3601,1.264,0.0766,-4.9077,5.6226,-3.1945,3.6638,-0.8623,4.5528,-0.9675,-4.8951,0.326500000000001,-3.8402,-2.3901,8.1455,1.3587,-5.4521,9.6307,7.1302,4.7053,-5.8408,-2.5219,7.4865,-7.1015,-0.291899999999998,1.7301,7.7282,1.3097,-1.9888,-3.2513,2.1135,-4.4235,3.9102,-0.3327,0.3657
"425",-4.9506,-7.5658,-0.9231,1.02690000000000,8.4543,3.3132,6.639,-3.8653,2.0139,4.9361,-8.7598,4.8791,7.282,-1.8951,-11.0502,0.411,2.7637,-1.9054,1.9489,-1.4467,-11.5969,0.5406,1.2963,-1.7219,-6.045,0.0414999999999992,-1.6642,-2.5626,-6.9326,2.9049,-0.9937,1.487,3.6857,3.6942,-4.5288,3.2738,-4.8792,5.9252,7.8804,6.5469,-1.8636,6.7531,-0.222399999999999,2.9657,-1.4634,-9.0421,-7.8281,8.7723,7.4967,-5.6896,6.3789,-5.5695,-0.8645,4.3721,-3.8463,2.7565,8.7881,-2.0721,2.0252,-2.9186,-5.6777,-1.3862,3.0733,5.9231,-1.949,7.3802,0.3178,3.4321,5.8145,-3.4694,-0.2439,-6.8922,-1.9274,8.3897,-4.2653,-3.1296,-2.5387,1.1792,-0.48,-4.8839,5.2678,-2.9847,3.5136,-0.9656,4.4993,-0.757,-4.9004,-0.341899999999999,-3.1187,-1.943,8.6328,1.1041,-5.0277,9.4567,6.907,4.8889,-5.7067,-2.3684,8.0452,-6.7709,0.120700000000003,1.7191,8.01,0.8726,-1.5665,-3.0142,2.0355,-5.3651,4.029,0.0829999999999997,0.3425
