"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
"117",-2.6632,-0.0804,-1.4299,-6.1302,4.9856,-1.1594,-5.1389,-0.3513,-0.6549,2.5602,-2.4504,-3.6884,0.4651,1.4107,-3.5567,1.1556,5.7269,-6.7481,-2.6668,2.5971,4.3145,-4.4983,-2.6791,-5.6913,-0.0955,1.4019,1.7927,0.1244,2.0057,2.7704,-6.5695,-1.9867,-1.1122,-2.2993,1.1717,-3.41,2.7287,-9.5913,3.7735,1.9251,-3.0205,-4.8764,1.1515,-6.446,5.4961,1.3707,2.5171,2.5811,0.713,5.6288,-2.9054,-1.0753,-5.2488,1.7734,-1.6307,-3.9503,-1.3961,-3.1297,-7.5781,0.2205,9.998,-1.7913,-0.8013,0.7559,-1.769,1.7015,0.7928,-2.9039,2.724,-0.5463,-6.7331,-0.3429,-3.8358,-0.5328,-0.4108,-5.2,-2.5729,-4.2629,3.7287,4.8256,0.9845,-2.5848,0.0822,-3.8697,-2.7378,-1.5457,-1.7462,0.7074,3.0277,6.146,1.5099,0.7988,0.7403,-5.6825,-0.5007,-3.1962,2.0617,2.795,0.658,2.9548,-6.4177,-0.1833,-2.2485,5.4146,-0.3674,0.8677,1.7954,3.3021,2.1416
"118",-3.2403,0.0247000000000002,-1.9292,-7.0704,3.9775,-1.3546,-4.248,-0.3247,-0.0302000000000002,3.314,-2.2196,-3.7355,-0.1308,1.3163,-3.522,1.5349,5.2841,-6.0288,-2.3103,3.2354,4.212,-5.0224,-3.2504,-5.1199,0.0995,1.1875,2.1508,-0.4491,2.5686,2.2035,-6.0663,-2.0081,-0.9218,-1.4578,0.9299,-4.5782,1.8894,-10.2458,3.3718,2.1622,-3.6115,-4.2334,0.6123,-6.9818,5.9511,1.6829,2.7277,3.329,-0.4613,5.6541,-2.6211,-0.5886,-4.1205,2.2844,-2.8471,-3.5834,-2.2509,-3.7976,-8.0345,-0.0317000000000001,9.5944,-1.3673,-1.0137,1.221,-0.9816,1.0887,0.309300000000000,-3.1442,3.3854,-0.1875,-6.7641,-0.3021,-3.2645,-1.4504,-0.7329,-4.7171,-2.168,-3.5017,3.8973,3.6994,1.12,-2.0215,-0.1617,-3.2508,-2.9516,-1.6522,-0.9073,-0.4614,2.915,6.82,1.5439,0.8349,1.2778,-5.2372,-1.0625,-3.0168,2.4049,2.8324,0.00359999999999960,3.3161,-5.8598,-0.5283,-2.0989,5.5761,-1.0388,0.6011,1.3693,3.8295,2.3595
"119",-3.7872,0.3571,-2.418,-7.5876,2.675,-1.616,-3.2409,-0.3204,0.5402,4.0884,-1.8667,-3.3823,-0.6453,1.2594,-3.3643,1.9115,4.6208,-4.984,-2.1822,3.9059,3.6605,-5.2342,-3.7176,-4.4545,0.4176,1.0928,2.4307,-0.9491,3.2083,1.6214,-5.4293,-1.8674,-0.7034,-0.675,0.6629,-5.5694,0.9381,-10.5312,2.7946,2.2839,-4.1694,-3.5216,0.0717,-7.0547,6.3468,1.6739,2.9374,4.0161,-1.6037,5.6867,-2.2006,-0.3428,-2.9046,2.7156,-3.8964,-3.2472,-3.1365,-4.3249,-8.2124,-0.1945,8.9569,-1.0585,-1.4961,2.0347,-0.1783,0.5068,-0.206799999999999,-3.3246,4.1025,0.145200000000001,-6.6296,-0.403,-2.601,-2.2451,-1.1255,-4.2385,-1.7191,-2.6693,4.1453,2.4496,1.2643,-1.3149,-0.3691,-2.6342,-2.9356,-1.9042,0.0549999999999999,-1.7056,2.8405,7.321,1.5804,0.8092,1.7706,-4.6028,-1.6074,-2.703,2.8998,2.8358,-0.9207,3.5702,-5.3304,-0.9426,-1.8485,5.4863,-1.4487,0.185800000000000,0.8897,4.2785,2.48
"120",-4.2565,0.8844,-2.8607,-7.6371,1.1783,-1.9008,-2.2251,-0.385500000000000,0.9728,4.7772,-1.3979,-2.7355,-1.0719,1.1476,-3.0246,2.2786,3.7564,-3.7139,-2.2886,4.515,2.7086,-5.0896,-4.0555,-3.7569,0.798,1.1371,2.5763,-1.3738,3.8958,1.0622,-4.7217,-1.5322,-0.4875,0.0327999999999999,0.3658,-6.3951,-0.0793,-10.4123,2.0712,2.2666,-4.6942,-2.8497,-0.4473,-6.6896,6.5927,1.4093,3.1333,4.5664,-2.6945,5.7551,-1.7284,-0.3372,-1.7225,3.0368,-4.7196,-2.9653,-4.0208,-4.6897,-8.0718,-0.2735,8.1763,-0.8936,-2.2265,3.1042,0.573699999999999,-0.0208999999999999,-0.6987,-3.3913,4.825,0.4208,-6.3488,-0.7166,-1.881,-2.9081,-1.5137,-3.8546,-1.2962,-1.8439,4.4908,1.171,1.4332,-0.5336,-0.4813,-2.0626,-2.6949,-2.2963,1.1046,-2.9239,2.7993,7.6407,1.62,0.7076,2.1967,-3.824,-2.1073,-2.2731,3.5223,2.8493,-2.0144,3.6915,-4.8591,-1.3907,-1.505,5.1671,-1.571,-0.3947,0.381499999999999,4.6464,2.4838
"121",-4.623,1.5445,-3.235,-7.2293,-0.4054,-2.1641,-1.2926,-0.5615,1.1855,5.2991,-0.8169,-1.9059,-1.4202,0.8893,-2.4638,2.626,2.7639,-2.3604,-2.5982,4.9623,1.4423,-4.5649,-4.2395,-3.0829,1.1848,1.3367,2.5419,-1.7414,4.5751,0.5664,-4.0173,-0.9922,-0.3097,0.6639,0.0597000000000001,-7.0661,-1.1243,-9.9062,1.2441,2.1107,-5.1708,-2.3359,-0.9216,-5.952,6.6176,0.9912,3.3081,4.9304,-3.7004,5.8796,-1.2705,-0.5409,-0.6623,3.2279,-5.2675,-2.749,-4.8717,-4.8895,-7.6091,-0.2659,7.3501,-0.8813,-3.1595,4.3215,1.1973,-0.4731,-1.1262,-3.3089,5.4973,0.6045,-5.9351,-1.2729,-1.1589,-3.4494,-1.8166,-3.6273,-0.9503,-1.1161,4.9162,-0.0486999999999997,1.6467,0.2359,-0.4521,-1.5767,-2.2692,-2.7874,2.1872,-4.0245,2.79,7.7736,1.6491,0.517,2.5401,-2.949,-2.5402,-1.7636,4.2345,2.9161,-3.1645,3.6773,-4.4652,-1.8391,-1.0868,4.6436,-1.4123,-1.1306,-0.129500000000000,4.9227,2.348
"122",-4.8819,2.2914,-3.5302,-6.4174,-1.9713,-2.3703,-0.5053,-0.8675,1.1052,5.6018,-0.1382,-0.9971,-1.6966,0.4313,-1.6762,2.9368,1.7601,-1.0914,-3.0377,5.1621,-0.0183999999999997,-3.6727,-4.2425,-2.4795,1.5266,1.6979,2.3024,-2.0811,5.1799,0.170599999999999,-3.3856,-0.2645,-0.2092,1.2283,-0.206,-7.5952,-2.1535,-9.0736,0.37,1.8398,-5.5504,-2.0666,-1.3223,-4.9269,6.3964,0.543399999999999,3.4583,5.0869,-4.5676,6.0663,-0.8717,-0.9027,0.230700000000001,3.2627,-5.5042,-2.5974,-5.6491,-4.9228,-6.8535,-0.1702,6.5718,-1.0005,-4.232,5.5816,1.6202,-0.8264,-1.4758,-3.0757,6.0543,0.666,-5.3904,-2.0587,-0.4962,-3.8941,-1.9491,-3.5799,-0.7133,-0.5664,5.3642,-1.138,1.9208,0.8928,-0.263100000000000,-1.2131,-1.7248,-3.3077,3.2452,-4.9269,2.8078,7.7192,1.6513,0.2353,2.7891,-2.0306,-2.8798,-1.2136,4.9958,3.0584,-4.2613,3.5401,-4.1585,-2.2545,-0.621099999999999,3.9372,-1.01310000000000,-1.9785,-0.6176,5.0879,2.0534
"123",-5.0399,3.1202,-3.7371,-5.2833,-3.4276,-2.4893,0.1134,-1.2981,0.6848,5.6594,0.606,-0.0893,-1.8966,-0.2215,-0.693,3.1926,0.8682,-0.0642,-3.513,5.0505,-1.5313,-2.4749,-4.0413,-1.9764,1.7684,2.2033,1.8601,-2.4172,5.6479,-0.0974000000000004,-2.8767,0.599,-0.2243,1.7328,-0.370299999999999,-7.9974,-3.1109,-8.0017,-0.477200000000001,1.4959,-5.7493,-2.0699,-1.6082,-3.694,5.9545,0.1902,3.5814,5.0448,-5.2336,6.3015,-0.5612,-1.3653,0.9476,3.1132,-5.4156,-2.5006,-6.3053,-4.7815,-5.8601,0.00709999999999988,5.9189,-1.2011,-5.3708,6.8019,1.7934,-1.059,-1.7557,-2.7234,6.4318,0.5877,-4.716,-3.0273,0.0617000000000001,-4.2653,-1.8342,-3.6942,-0.5986,-0.2448,5.7557,-2.0407,2.2581,1.3309,0.0673000000000012,-0.9996,-1.143,-3.7729,4.2271,-5.5673,2.8385,7.4861,1.6222,-0.1275,2.9326,-1.128,-3.0966,-0.6587,5.7708,3.2653,-5.2071,3.2962,-3.9382,-2.6033,-0.141200000000000,3.0672,-0.451000000000001,-2.8583,-1.0642,5.1278,1.5966
"124",-5.111,4.0448,-3.8341,-3.9135,-4.7023,-2.4947,0.5698,-1.8358,-0.0731,5.4695,1.3662,0.7741,-2.0104,-1.0115,0.4149,3.3791,0.175600000000000,0.6073,-3.94,4.5851,-2.9501,-1.0861,-3.6317,-1.5874,1.853,2.8038,1.2396,-2.7559,5.9304,-0.2248,-2.5185,1.5144,-0.3806,2.1726,-0.3852,-8.2924,-3.9343,-6.7865,-1.2097,1.1255,-5.6689,-2.3142,-1.7357,-2.3192,5.358,0.0295000000000005,3.6734,4.8425,-5.6475,6.5486,-0.3634,-1.8736,1.5011,2.7715,-5.0129,-2.4458,-6.7899,-4.457,-4.7033,0.254500000000000,5.4453,-1.4118,-6.5057,7.9256,1.7088,-1.1585,-1.9792,-2.3041,6.5837,0.367900000000001,-3.9331,-4.1119,0.5021,-4.569,-1.426,-3.9179,-0.6046,-0.1591,6.0174,-2.7178,2.6448,1.4559,0.4932,-0.953000000000001,-0.6011,-4.0984,5.0909,-5.9129,2.8611,7.0985,1.5776,-0.5537,2.9592,-0.304399999999999,-3.1609,-0.1309,6.5333,3.4964,-5.9181,2.9596,-3.7925,-2.8593,0.3099,2.0651,0.164899999999999,-3.6646,-1.4619,5.0446,0.9993
"125",-5.1095,5.0549,-3.7932,-2.3792,-5.7484,-2.3681,0.8831,-2.4625,-1.0992,5.0553,2.0782,1.5794,-2.0346,-1.846,1.5429,3.4789,-0.2902,0.8631,-4.2599,3.7552,-4.1439,0.345499999999999,-3.036,-1.317,1.7337,3.4217,0.4797,-3.0825,5.9957,-0.217400000000000,-2.316,2.3749,-0.6743,2.5324,-0.236,-8.5033,-4.5682,-5.5188,-1.7398,0.7697,-5.2325,-2.7331,-1.6762,-0.8661,4.6934,0.1166,3.7305,4.5339,-5.7872,6.7534,-0.3016,-2.372,1.9107,2.2689,-4.3358,-2.4201,-7.0542,-3.9534,-3.4688,0.5564,5.1769,-1.5561,-7.5822,8.9124,1.4028,-1.131,-2.1548,-1.8717,6.4978,0.0219000000000005,-3.0898,-5.2321,0.8457,-4.7864,-0.7267,-4.1789,-0.7206,-0.275,6.1076,-3.1465,3.0528,1.2066,0.9611,-1.0765,-0.1561,-4.2164,5.8024,-5.9748,2.8496,6.6004,1.5476,-1.029,2.8587,0.3824,-3.0489,0.3378,7.263,3.697,-6.3279,2.5432,-3.7031,-3.0062,0.6859,0.9927,0.7125,-4.2891,-1.8202,4.8642,0.313
"126",-5.0442,6.103,-3.6001,-0.7378,-6.545,-2.1056,1.0739,-3.162,-2.2724,4.4594,2.6659,2.3287,-1.9741,-2.6173,2.5709,3.4713,-0.5558,0.693,-4.4311,2.6091,-5.011,1.6652,-2.294,-1.1693,1.3934,3.9646,-0.3764,-3.3702,5.8311,-0.0963999999999992,-2.2579,3.0675,-1.0697,2.7955,0.048,-8.652,-4.9668,-4.2805,-1.9984,0.4576,-4.4159,-3.2506,-1.4299,0.5822,4.047,0.4528,3.7449,4.1661,-5.6653,6.854,-0.3987,-2.8042,2.1959,1.6719,-3.45,-2.415,-7.0546,-3.29,-2.2499,0.8914,5.1119,-1.5726,-8.5629,9.7215,0.943099999999998,-1.0056,-2.2893,-1.4714,6.1936,-0.4238,-2.2484,-6.296,1.1351,-4.8875,0.2095,-4.407,-0.9334,-0.5281,6.0231,-3.325,3.4435,0.5717,1.4262,-1.3599,0.164,-4.0883,6.333,-5.8111,2.7749,6.0492,1.567,-1.5512,2.6288,0.8903,-2.7501,0.71,7.938,3.8107,-6.3999,2.0654,-3.6536,-3.0387,0.9534,-0.0555,1.08040000000000,-4.6505,-2.1638,4.6317,-0.3881
"127",-4.9233,7.1147,-3.2697,0.9463,-7.0907,-1.7132,1.16210000000000,-3.9085,-3.457,3.7403,3.0515,3.0274,-1.8342,-3.2218,3.3878,3.344,-0.6812,0.1319,-4.4157,1.2702,-5.494,2.7405,-1.4589,-1.1526,0.8545,4.3478,-1.2846,-3.5858,5.4437,0.111900000000000,-2.3185,3.4885,-1.5106,2.9449,0.4014,-8.7502,-5.0971,-3.1453,-1.9508,0.2096,-3.2602,-3.7918,-1.0266,1.9135,3.487,0.9854,3.7032,3.7665,-5.3265,6.7902,-0.6742,-3.1205,2.3718,1.0542,-2.4449,-2.4378,-6.7662,-2.4992,-1.1406,1.2249,5.223,-1.4316,-9.4183,10.3095,0.4117,-0.8307,-2.3916,-1.1384,5.714,-0.9397,-1.4652,-7.2055,1.4209,-4.8426,1.2902,-4.5521,-1.2305,-0.8392,5.7848,-3.2735,3.7744,-0.4018,1.8608,-1.7785,0.3578,-3.7084,6.6578,-5.5118,2.6099,5.5014,1.6679,-2.1272,2.2832,1.1983,-2.274,0.9409,8.5328,3.7906,-6.1394,1.5554,-3.6369,-2.9588,1.1086,-0.974,1.1883,-4.7127,-2.532,4.4002,-1.0209
"128",-4.7675,8.0082,-2.8425,2.5888,-7.3899,-1.2022,1.173,-4.6439,-4.5384,2.971,3.1736,3.6828,-1.6177,-3.5797,3.9112,3.1134,-0.7297,-0.7461,-4.1771,-0.0803000000000003,-5.5839,3.4743,-0.5996,-1.278,0.1757,4.5114,-2.1995,-3.6918,4.8591,0.386899999999999,-2.4579,3.5577,-1.9415,2.9613,0.7405,-8.7933,-4.9454,-2.1744,-1.6014,0.0395999999999992,-1.8608,-4.2823,-0.52,2.9998,3.0525,1.6289,3.5895,3.341,-4.8394,6.517,-1.1377,-3.2894,2.4461,0.475499999999999,-1.43,-2.5111,-6.2027,-1.6282,-0.2249,1.5152,5.4588,-1.1448,-10.1201,10.6316,-0.108800000000000,-0.6628,-2.4712,-0.8986,5.1139,-1.4905,-0.7787,-7.873,1.75,-4.6323,2.401,-4.5892,-1.6009,-1.1283,5.4154,-3.0304,4.006,-1.6141,2.2575,-2.2946,0.4398,-3.1006,6.7552,-5.176,2.3434,5.0025,1.8772,-2.758,1.8482,1.3073,-1.6568,0.9832,9.0185,3.6137,-5.5934,1.0521,-3.659,-2.775,1.1797,-1.6772,1.0012,-4.4911,-2.967,4.2147,-1.5098
"129",-4.6093,8.7002,-2.3759,4.0862,-7.4393,-0.5898,1.1371,-5.2657,-5.4384,2.2319,3.0041,4.301,-1.3245,-3.649,4.1,2.8212,-0.744,-1.8342,-3.6873,-1.2543,-5.3199,3.809,0.2011,-1.5564,-0.5617,4.4232,-3.0686,-3.6449,4.1148,0.7163,-2.6213,3.2329,-2.3225,2.826,0.993,-8.7593,-4.5249,-1.4111,-0.9909,-0.0529000000000002,-0.3451,-4.6512,0.0253999999999999,3.7207,2.7558,2.3067,3.3905,2.8836,-4.2849,6.021,-1.7808,-3.3041,2.4194,-0.0184999999999995,-0.523,-2.6653,-5.4282,-0.7366,0.4353,1.7283,5.7547,-0.7602,-10.6441,10.6421,-0.5442,-0.5449,-2.5326,-0.7661,4.4564,-2.024,-0.209800000000000,-8.2407,2.153,-4.2434,3.4246,-4.5162,-2.0346,-1.3244,4.9331,-2.644,4.1042,-2.9277,2.6278,-2.8589,0.4304,-2.3053,6.6103,-4.8898,1.9972,4.5787,2.2101,-3.4274,1.3609,1.2364,-0.9682,0.8051,9.3695,3.2976,-4.8372,0.6011,-3.7371,-2.5023,1.2078,-2.1173,0.533600000000001,-4.0432,-3.4959,4.099,-1.8027
"130",-4.4784,9.1156,-1.9372,5.3288,-7.2325,0.0953999999999997,1.0771,-5.6469,-6.1191,1.5952,2.5499,4.879,-0.9569,-3.4313,3.9587,2.5153,-0.7357,-3.0038,-2.9402,-2.1066,-4.7774,3.7239,0.8653,-1.9874,-1.2713,4.0731,-3.828,-3.4034,3.256,1.08490000000000,-2.7444,2.5189,-2.6278,2.5307,1.1156,-8.6169,-3.8787,-0.8725,-0.1864,-0.0877999999999997,1.1598,-4.8419,0.5526,3.9916,2.5913,2.9855,3.106,2.3834,-3.7427,5.3398,-2.5697,-3.174,2.2903,-0.3906,0.161899999999999,-2.9256,-4.5465,0.1072,0.8045,1.8504,6.0479,-0.3514,-10.9739,10.2993,-0.8377,-0.4949,-2.571,-0.735199999999999,3.8116,-2.4654,0.233000000000001,-8.2957,2.6365,-3.6685,4.2588,-4.3481,-2.5244,-1.3715,4.3536,-2.1659,4.0465,-4.1947,2.9913,-3.4132,0.3496,-1.375,6.2167,-4.7121,1.6339,4.2365,2.6631,-4.0982,0.8648,1.0167,-0.306000000000001,0.4048,9.5622,2.9012,-3.9548,0.2508,-3.8872,-2.167,1.2224,-2.2851,-0.157,-3.4522,-4.1114,4.0539,-1.8812
"131",-4.3866,9.1968,-1.5971,6.2138,-6.7806,0.8162,0.9968,-5.6764,-6.5755,1.1052,1.8462,5.3984,-0.5294,-2.9642,3.5345,2.2395,-0.6917,-4.1212,-1.9644,-2.5598,-4.0526,3.2308,1.3478,-2.544,-1.8848,3.4724,-4.408,-2.9378,2.334,1.4663,-2.767,1.4722,-2.8352,2.0888,1.0982,-8.3405,-3.0793,-0.5494,0.7264,-0.1037,2.5493,-4.8246,1.0272,3.7762,2.5503,3.6667,2.7545,1.8313,-3.2758,4.5572,-3.4481,-2.9035,2.0672,-0.6133,0.5229,-3.2987,-3.6783,0.8357,0.8736,1.8881,6.2891,0.00219999999999998,-11.0992,9.5793,-0.962000000000002,-0.509,-2.5749,-0.7787,3.2486,-2.7331,0.5511,-8.0726,3.1803,-2.9104,4.83,-4.1038,-3.0668,-1.2394,3.6957,-1.6466,3.8255,-5.2819,3.3603,-3.8958,0.212600000000000,-0.374099999999999,5.577,-4.6685,1.3446,3.964,3.2166,-4.7202,0.4082,0.6801,0.224200000000000,-0.184000000000000,9.5724,2.5106,-3.0269,0.0491999999999999,-4.1118,-1.8111,1.2247,-2.2042,-0.9897,-2.8018,-4.7739,4.0643,-1.7633
"132",-4.3263,8.914,-1.4145,6.6636,-6.1308,1.5306,0.8807,-5.3011,-6.826,0.7666,0.951,5.8253,-0.0748000000000001,-2.3011,2.9033,2.0512,-0.5967,-5.0655,-0.8239,-2.602,-3.2406,2.3744,1.6498,-3.1708,-2.3679,2.6575,-4.7493,-2.2404,1.4044,1.8225,-2.6589,0.1965,-2.9223,1.5334,0.9512,-7.9236,-2.2259,-0.4088,1.6519,-0.1501,3.7559,-4.6044,1.4324,3.0883,2.6278,4.3476,2.3712,1.2229,-2.9131,3.7756,-4.3489,-2.4775,1.7747,-0.6805,0.4877,-3.7655,-2.9232,1.3903,0.6609,1.8575,6.4347,0.233100000000000,-11.0125,8.4968,-0.9193,-0.5766,-2.5295,-0.8481,2.823,-2.7635,0.753500000000001,-7.6432,3.7443,-1.9902,5.1027,-3.7899,-3.6619,-0.9311,2.9803,-1.1315,3.4547,-6.093,3.7244,-4.2533,0.024,0.618,4.7057,-4.7528,1.2187,3.7374,3.8463,-5.2467,0.0402000000000005,0.249100000000000,0.530899999999999,-0.9015,9.3756,2.2126,-2.1268,0.0341000000000005,-4.3996,-1.4963,1.1882,-1.9206,-1.88,-2.1552,-5.4285,4.1111,-1.4963
"133",-4.2737,8.2791,-1.4113,6.639,-5.3671,2.1941,0.7031,-4.5451,-6.9002,0.5461,-0.0508999999999999,6.12,0.3597,-1.4956,2.1523,2.0404,-0.458699999999999,-5.7403,0.3993,-2.2717,-2.4152,1.2341,1.8133,-3.7943,-2.7264,1.6931,-4.8238,-1.3291,0.52,2.116,-2.4377,-1.168,-2.8708,0.9086,0.6943,-7.3818,-1.4356,-0.3986,2.493,-0.2774,4.7517,-4.2195,1.7548,1.9859,2.8225,4.9944,1.99860000000000,0.5615,-2.6371,3.0826,-5.2143,-1.8762,1.4477,-0.6111,0.0312999999999999,-4.278,-2.328,1.7273,0.2107,1.7738,6.4407,0.2962,-10.7118,7.1161,-0.7353,-0.695,-2.4173,-0.8745,2.5615,-2.5191,0.8501,-7.1009,4.284,-0.9554,5.0851,-3.3975,-4.3108,-0.488099999999999,2.2228,-0.6589,2.97,-6.5758,4.0537,-4.4449,-0.2227,1.5147,3.6346,-4.9334,1.3168,3.5296,4.5347,-5.6484,-0.202,-0.267600000000001,0.552400000000002,-1.6769,8.9546,2.0669,-1.3207,0.2248,-4.7313,-1.2879,1.0716,-1.493,-2.7527,-1.5456,-6.0235,4.1789,-1.1416
"134",-4.1911,7.349,-1.5513,6.1477,-4.5906,2.7672,0.4371,-3.5041,-6.828,0.389300000000000,-1.056,6.2447,0.7286,-0.5952,1.3619,2.3148,-0.311100000000001,-6.0754,1.6243,-1.6386,-1.6186,-0.0842,1.9001,-4.3431,-2.9906,0.6686,-4.6435,-0.2436,-0.2702,2.314,-2.1696,-2.4675,-2.6742,0.2596,0.3528,-6.7457,-0.821900000000001,-0.4527,3.1616,-0.5254,5.5351,-3.7274,1.9733,0.5627,3.1279,5.5448,1.6735,-0.1437,-2.395,2.5336,-6.0058,-1.1017,1.1213,-0.442,-0.8077,-4.7779,-1.8873,1.827,-0.406,1.6482,6.267,0.1751,-10.204,5.5468,-0.446,-0.8747,-2.2183,-0.7728,2.4551,-1.9851,0.8519,-6.5455,4.7592,0.1235,4.8202,-2.9159,-5.0146,0.0122,1.4317,-0.2611,2.4275,-6.7182,4.3178,-4.4429,-0.5373,2.2367,2.4151,-5.1653,1.6559,3.3181,5.2648,-5.9159,-0.308,-0.8724,0.268999999999998,-2.4452,8.3078,2.0869,-0.666,0.6205,-5.0857,-1.227,0.8364,-0.9837,-3.5492,-0.9771,-6.5196,4.2554,-0.7618
"135",-4.0355,6.2184,-1.7416,5.2402,-3.9004,3.2226,0.0605000000000002,-2.316,-6.6348,0.246700000000000,-1.9582,6.1671,1.0016,0.358000000000001,0.594,2.9533,-0.1944,-6.0279,2.7767,-0.787,-0.8654,-1.4629,1.9674,-4.7608,-3.1927,-0.3177,-4.2514,0.9554,-0.919,2.3877,-1.948,-3.5606,-2.3418,-0.375699999999999,-0.048,-6.0534,-0.470600000000001,-0.5053,3.5928,-0.9163,6.1191,-3.1905,2.0604,-1.0646,3.5217,5.9286,1.4216,-0.8752,-2.1308,2.1538,-6.7061,-0.1971,0.818900000000001,-0.2121,-1.9277,-5.2129,-1.5733,1.7022,-1.1002,1.4925,5.8927,-0.1164,-9.5067,3.9239,-0.0932000000000013,-1.1343,-1.9143,-0.465,2.4598,-1.1636,0.7781,-6.0719,5.1253,1.1645,4.3685,-2.3573,-5.7713,0.469300000000000,0.6153,0.0350999999999999,1.8928,-6.5341,4.5043,-4.2343,-0.9202,2.7313,1.1159,-5.4028,2.2051,3.088,6.0078,-6.0558,-0.300800000000001,-1.5684,-0.293300000000000,-3.1532,7.452,2.234,-0.2056,1.2034,-5.4342,-1.3071,0.4579,-0.450600000000001,-4.229,-0.440600000000001,-6.8922,4.327,-0.4118
"136",-3.7718,5.0061,-1.8664,3.9931,-3.3801,3.5509,-0.4415,-1.1204,-6.3433,0.0945,-2.6605,5.8623,1.1627,1.3206,-0.1096,3.9635,-0.137100000000000,-5.5875,3.7857,0.1933,-0.1524,-2.7876,2.0495,-5.0141,-3.3504,-1.1786,-3.7073,2.1836,-1.3855,2.3118,-1.8679,-4.3397,-1.89,-0.9763,-0.4878,-5.3423,-0.4215,-0.5121,3.7639,-1.4579,6.5238,-2.6627,1.9927,-2.768,3.9613,6.0879,1.2509,-1.6103,-1.8154,1.9439,-7.3133,0.7598,0.5418,0.0433,-3.1875,-5.5484,-1.3675,1.4039,-1.7827,1.3219,5.3272,-0.5365,-8.6471,2.3882,0.281700000000001,-1.4876,-1.4944,0.093,2.5098,-0.0882000000000005,0.6666,-5.7557,5.3235,2.0896,3.7917,-1.7673,-6.5709,0.7811,-0.21,0.2108,1.4242,-6.0469,4.6272,-3.827,-1.3611,2.985,-0.1839,-5.6133,2.8913,2.8235,6.7139,-6.0911,-0.229100000000001,-2.3446,-1.06950000000000,-3.7606,6.4229,2.4302,0.0379999999999998,1.9451,-5.7346,-1.4788,-0.0684,0.0561000000000007,-4.7731,0.0675999999999997,-7.133,4.3768,-0.133900000000000
"137",-3.3906,3.8466,-1.8335,2.4911,-3.0825,3.7521,-1.0706,-0.0234999999999994,-5.9741,-0.0625,-3.0838,5.3142,1.2056,2.2438,-0.7169,5.2707,-0.150300000000001,-4.782,4.5891,1.2114,0.5314,-3.9585,2.1502,-5.0956,-3.4697,-1.8506,-3.0793,3.3278,-1.6451,2.0682,-2.0064,-4.7449,-1.3373,-1.5423,-0.952499999999999,-4.6407,-0.663499999999999,-0.4643,3.7035,-2.146,6.7739,-2.1818,1.7625,-4.4187,4.3921,5.9919,1.1497,-2.3275,-1.4584,1.8879,-7.8343,1.6749,0.265700000000001,0.2908,-4.4439,-5.7667,-1.2703,1.0189,-2.3839,1.154,4.6094,-1.029,-7.6541,1.071,0.6374,-1.9303,-0.9551,0.8926,2.5326,1.164,0.5769,-5.6366,5.2827,2.8426,3.1516,-1.2132,-7.3942,0.869,-1.0106,0.2669,1.0521,-5.2839,4.7153,-3.2559,-1.8445,3.0188,-1.3973,-5.783,3.6071,2.5073,7.3171,-6.0606,-0.1509,-3.1635,-1.97380000000000,-4.2355,5.2641,2.5863,0.0657999999999999,2.8073,-5.9308,-1.6735,-0.7213,0.4975,-5.1837,0.531700000000001,-7.2503,4.3885,0.0472999999999999
"138",-2.9112,2.8842,-1.6048,0.831199999999999,-3.0014,3.821,-1.8052,0.9175,-5.541,-0.2074,-3.1711,4.5238,1.1312,3.0759,-1.1917,6.7396,-0.2264,-3.6768,5.1412,2.1753,1.1971,-4.8924,2.2494,-5.0248,-3.5523,-2.2964,-2.434,4.2567,-1.699,1.6583,-2.4058,-4.7656,-0.6954,-2.0865,-1.4275,-3.9603,-1.1387,-0.3833,3.4841,-2.9553,6.8977,-1.7687,1.3811,-5.892,4.7657,5.6412,1.09510000000000,-3.0132,-1.0968,1.9601,-8.274,2.4589,-0.0471000000000004,0.4912,-5.58,-5.8665,-1.2908,0.6566,-2.858,1.00820000000000,3.7929,-1.5394,-6.5487,0.0798000000000001,0.9301,-2.4368,-0.3047,1.8786,2.4622,2.4641,0.5802,-5.712,4.941,3.4033,2.5135,-0.759,-8.2008,0.695900000000001,-1.7382,0.2261,0.7725,-4.2834,4.7972,-2.5827,-2.3511,2.8804,-2.4331,-5.9196,4.2274,2.1269,7.7489,-6.0107,-0.122799999999998,-3.9647,-2.9197,-4.551,4.0148,2.6367,-0.0927000000000002,3.7389,-5.9614,-1.8264,-1.4514,0.8463,-5.4746,0.9169,-7.2673,4.3525,0.1299
