"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117"
"437",-2.4719,-2.2476,5.3597,6.0817,1.2305,-1.6556,-2.7423,1.80240000000000,-1.1068,-0.2187,6.5843,-4.1299,-3.4143,-10.2742,1.1646,0.2783,-9.646,-5.5894,14.7323,5.9875,-3.9296,-1.945,-2.6049,-0.718300,-18.0581,1.8287,2.3708,8.1482,-3.1568,-2.5679,-4.3046,-1.6773,-2.2051,-6.8935,1.7956,-7.3889,9.5121,3.6956,3.7652,2.2665,8.9548,7.835,10.1477,2.8955,0.0309999999999999,-6.2982,0.2728,-3.041,5.2707,-0.4328,2.2149,-11.4304,-7.354,-2.1038,1.8991,7.0008,-7.2315,1.1389,-3.5499,-1.2639,0.4344,4.5497,-2.9892,4.4348,8.9509,-1.6947,4.5725,-0.204600000000000,0.454999999999999,0.0426000000000002,5.6864,-1.4512,8.8892,-15.655,-8.3893,-2.9966,1.8055,-10.0416,6.5557,-4.7114,-2.6742,2.1999,-9.8914,6.8413,-4.9379,3.0434,-0.0113000000000003,-5.8089,-6.9088,-1.3134,1.1854,2.4223,-4.9085,1.9053,-3.5384,5.2759,9.812,0.5323,-3.0407,-8.9728,2.3396,18.2847,4.5612,-8.5289,7.5856,-2.4567,0.5739,-6.4417,7.4628,-4.6756,5.437,3.0403,-4.5021,-4.9272,-5.2341,-1.5528,0.3361
"438",-2.5999,-1.0132,5.513,5.6868,0.776200000000003,-2.1636,-2.7492,2.2704,-0.5538,0.7795,5.8023,-4.6855,-3.2277,-10.134,2.1648,0.1294,-9.2185,-4.9354,13.6196,6.1201,-2.7888,-1.4815,-2.9586,-1.2472,-18.0963,2.3964,1.9663,7.2846,-3.4062,-1.4332,-4.5533,-1.8339,-1.3024,-6.2505,1.7285,-8.2112,9.4623,3.2144,3.8272,2.8177,8.4286,8.2653,10.5248,2.4177,-0.1292,-6.5544,0.6107,-3.8649,4.6124,-0.5251,2.5731,-11.727,-8.0793,-1.9419,1.6959,5.8326,-6.8333,0.273800000000000,-4.4072,-1.4951,-0.0626999999999995,5.0475,-3.6168,4.3235,7.7357,-2.1399,4.7396,-1.5319,0.537699999999999,0.0708000000000002,5.886,-1.2027,9.7178,-15.9454,-7.6987,-2.4767,2.6828,-8.5818,6.3106,-5.5036,-2.589,2.3666,-10.3281,6.5491,-4.3386,1.748,0.100099999999999,-5.3578,-7.5676,-1.5335,0.2884,3.0932,-4.8329,2.3068,-3.6542,4.852,9.7929,1.2735,-2.4579,-9.3112,2.8342,18.4581,4.2169,-8.2199,7.6537,-3.4002,1.2634,-5.3994,7.8109,-4.5375,5.2411,3.2796,-3.6842,-5.3057,-5.9056,-1.3947,0.883299999999998
"439",-2.7258,0.174100000000000,5.3735,4.9545,0.428100000000001,-2.3246,-2.7796,2.7925,0.0786,1.839,5,-5.2266,-3.0514,-9.8921,3.0682,0.04,-8.5355,-4.3482,12.1246,6.2766,-1.5948,-0.9237,-3.2344,-1.971,-17.876,2.7885,1.4303,6.162,-3.6058,-0.273400000000001,-4.614,-1.8621,-0.3273,-5.5316,1.5638,-8.7328,9.3622,2.7371,4.0334,3.157,7.6877,8.7357,10.7008,1.9094,-0.1501,-6.6631,0.7339,-4.7112,4.0419,-0.5365,2.8151,-11.928,-8.9398,-1.6664,1.5912,4.6664,-6.3964,-0.8344,-5.4826,-1.7736,-0.706100,5.4536,-4.1305,4.2301,6.5189,-2.7719,5.1221,-3.1063,0.545500000000001,-0.104800000000001,6.0193,-0.7967,10.5107,-15.9493,-6.856,-1.7567,3.8836,-7.1828,6.2932,-6.0915,-2.6213,2.6097,-10.6956,6.4108,-3.4855,0.240400000000000,0.324900000000000,-4.8612,-8.1739,-1.7264,-0.6636,3.5591,-4.7612,2.4425,-3.4753,4.3137,9.7419,1.8507,-1.634,-9.2648,3.3445,18.367,3.719,-7.8754,7.4543,-4.151,2.0003,-4.2752,8.0363,-4.289,4.8268,3.4613,-2.9473,-5.6828,-6.3759,-1.4738,1.5877
"440",-2.8664,1.2084,5.0036,3.9609,0.233100000000000,-2.1968,-2.8041,3.326,0.7156,2.8319,4.2468,-5.7162,-2.9114,-9.5372,3.7431,-9.9999999999989e-05,-7.6694,-3.812,10.3955,6.4552,-0.4602,-0.3231,-3.4217,-2.6999,-17.44,3.017,0.852,4.8841,-3.6856,0.7894,-4.4668,-1.7256,0.6709,-4.828,1.2924,-9.0011,9.1913,2.3682,4.419,3.3244,6.8276,9.1936,10.6776,1.426,-0.00059999999999949,-6.6205,0.593299999999999,-5.4989,3.6042,-0.4503,2.9362,-11.9824,-9.8313,-1.2267,1.615,3.4339,-5.9239,-2.126,-6.6726,-2.0953,-1.4775,5.7175,-4.5438,4.1674,5.4159,-3.4318,5.653,-4.8074,0.476000000000001,-0.3756,6.0913,-0.2504,11.2039,-15.6722,-5.8826,-0.9377,5.3538,-5.9599,6.6037,-6.4874,-2.7989,2.862,-10.9526,6.4977,-2.446,-1.2493,0.625600000000002,-4.365,-8.6639,-1.8896,-1.6395,3.729,-4.6271,2.2625,-3.0365,3.7383,9.6598,2.149,-0.5172,-8.9098,3.767,17.9532,3.1307,-7.4985,7.0252,-4.6205,2.7386,-3.151,8.1276,-3.9032,4.2481,3.6056,-2.398,-6.0241,-6.6806,-1.8257,2.3604
"441",-3.0366,2.0141,4.4691,2.7997,0.218799999999998,-1.8488,-2.7979,3.819,1.2778,3.6361,3.5745,-6.1278,-2.8621,-9.0535,4.1105,-0.0146000000000002,-6.7043,-3.3039,8.592,6.661,0.5253,0.2493,-3.5299,-3.2863,-16.8385,3.1032,0.2947,3.5548,-3.5935,1.6548,-4.1108,-1.4158,1.6446,-4.1991,0.8969,-9.0656,8.9179,2.1745,5.0236,3.3708,5.9469,9.5883,10.5297,1.0069,0.3102,-6.4396,0.182799999999999,-6.1817,3.304,-0.2399,2.9472,-11.8707,-10.6279,-0.615,1.7519,2.1147,-5.4495,-3.5133,-7.8395,-2.4481,-2.3349,5.8042,-4.8764,4.1329,4.4958,-3.9398,6.28,-6.4973,0.321400000000001,-0.620900000000001,6.0961,0.3883,11.7493,-15.1504,-4.8296,-0.1576,6.9877,-5.0087,7.3072,-6.7356,-3.1337,3.0194,-11.0483,6.8009,-1.3175,-2.51,0.9713,-3.92,-8.9937,-2.0058,-2.5688,3.5692,-4.3719,1.7708,-2.426,3.1979,9.5337,2.0987,0.8998,-8.3644,3.9818,17.2097,2.5475,-7.1085,6.464,-4.7641,3.3817,-2.1257,8.0924,-3.3866,3.5678,3.7371,-2.0721,-6.2922,-6.875,-2.4048,3.1122
"442",-3.2397,2.5647,3.821,1.5708,0.382899999999999,-1.3538,-2.7436,4.2116,1.694,4.1664,3.0022,-6.4468,-2.9549,-8.4197,4.1508,-0.0351000000000001,-5.7262,-2.8118,6.8621,6.9042,1.2843,0.7212,-3.5643,-3.6529,-16.1212,3.067,-0.206,2.2537,-3.2934,2.2589,-3.5678,-0.9649,2.5415,-3.6786,0.361600000000001,-8.9617,8.5134,2.1841,5.8631,3.3438,5.1303,9.8782,10.372,0.6709,0.7415,-6.1396,-0.4603,-6.7285,3.1035,0.128800000000000,2.8639,-11.6152,-11.2123,0.124700000000001,1.9328,0.7384,-5.0228,-4.8948,-8.8364,-2.813,-3.2091,5.6931,-5.1521,4.115,3.7748,-4.1554,6.9383,-8.0201,0.0670999999999999,-0.738900000000001,6.0241,1.0502,12.1077,-14.4404,-3.7806,0.4503,8.6584,-4.3949,8.4018,-6.8897,-3.5994,2.9808,-10.9292,7.2445,-0.223600000000000,-3.3904,1.3371,-3.5527,-9.1315,-2.0286,-3.3576,3.1031,-3.9818,1.0305,-1.7566,2.7551,9.3566,1.6927,2.574,-7.7543,3.9082,16.1869,2.0729,-6.731,5.9075,-4.5735,3.8154,-1.3027,7.9424,-2.7924,2.8336,3.8627,-1.9315,-6.4675,-7.0108,-3.1254,3.7684
"443",-3.4607,2.8827,3.0887,0.3757,0.695499999999999,-0.7935,-2.6197,4.444,1.9145,4.3876,2.5544,-6.6671,-3.1975,-7.6299,3.8967,-0.0936999999999997,-4.8104,-2.3375,5.333,7.1912,1.7531,1.0439,-3.5084,-3.7922,-15.3406,2.9255,-0.6322,1.0283,-2.7694,2.5693,-2.8782,-0.4425,3.2938,-3.2781,-0.317599999999999,-8.7135,7.962,2.3998,6.8991,3.2801,4.4462,10.0398,10.3061,0.421700000000000,1.2416,-5.7372,-1.2673,-7.1082,2.9468,0.6848,2.7052,-11.2694,-11.5055,0.911000000000001,2.0605,-0.6371,-4.6896,-6.1731,-9.5381,-3.1678,-4.0171,5.3834,-5.4099,4.1152,3.2285,-4.0356,7.5074,-9.214,-0.2896,-0.656,5.8644,1.6679,12.2354,-13.612,-2.8476,0.7956,10.2318,-4.1478,9.8052,-6.9847,-4.1228,2.6921,-10.551,7.7227,0.7017,-3.8198,1.70960000000000,-3.262,-9.0497,-1.8781,-3.9209,2.4102,-3.5085,0.1469,-1.127,2.4638,9.145,0.9856,4.4297,-7.1862,3.5366,14.992,1.7937,-6.3846,5.4825,-4.0681,3.9515,-0.7707,7.6844,-2.2101,2.0633,3.9649,-1.8981,-6.5597,-7.1177,-3.8988,4.2825
"444",-3.6647,3.0293,2.2853,-0.6878,1.1037,-0.2614,-2.3892,4.4711,1.9211,4.3112,2.2595,-6.7877,-3.5413,-6.728,3.4115,-0.2193,-4.0067,-1.8893,4.1058,7.5069,1.8992,1.2073,-3.3266,-3.7432,-14.5507,2.7001,-0.975,-0.1073,-2.0318,2.573,-2.0976,0.0606,3.8221,-2.9798,-1.1282,-8.3462,7.2688,2.8066,8.0346,3.211,3.947,10.07,10.3806,0.261199999999999,1.763,-5.2536,-2.1545,-7.2891,2.7946,1.4227,2.5067,-10.8961,-11.4898,1.6436,2.0546,-1.9607,-4.4791,-7.2677,-9.8684,-3.495,-4.6892,4.9004,-5.7084,4.1631,2.8004,-3.6536,7.8237,-9.9397,-0.7195,-0.329799999999999,5.6115,2.197,12.0947,-12.7431,-2.1458,0.8494,11.5754,-4.2606,11.3711,-7.021,-4.6044,2.1545,-9.8945,8.1356,1.3416,-3.8084,2.0962,-3.0315,-8.7231,-1.4617,-4.2084,1.6111,-3.0622,-0.7562,-0.5931,2.3642,8.9321,0.0787999999999993,6.3789,-6.7392,2.9202,13.7731,1.7651,-6.0773,5.2563,-3.2867,3.7564,-0.5864,7.3296,-1.7412,1.2571,4.0092,-1.901,-6.5946,-7.1991,-4.6447,4.6369
"445",-3.8031,3.0848,1.4243,-1.5343,1.5327,0.149300000000000,-2.0014,4.2837,1.7208,3.9868,2.1376,-6.814,-3.9094,-5.8181,2.7645,-0.4337,-3.3319,-1.4777,3.2403,7.8046,1.736,1.2404,-2.9785,-3.5616,-13.7904,2.4234,-1.2339,-1.1624,-1.119,2.2716,-1.2919,0.4513,4.054,-2.7288,-2.034,-7.8966,6.4627,3.3699,9.1423,3.1727,3.6654,9.9804,10.586,0.205199999999998,2.262,-4.7211,-3.0474,-7.2485,2.6446,2.2745,2.3364,-10.5464,-11.215,2.2249,1.8843,-3.2042,-4.3955,-8.1191,-9.8066,-3.7831,-5.1831,4.2949,-6.1118,4.3025,2.4124,-3.165,7.7487,-10.1154,-1.1536,0.248200000000001,5.2617,2.6199,11.6764,-11.9101,-1.7538,0.6414,12.5737,-4.693,12.9283,-6.9675,-4.9611,1.403,-8.971,8.4114,1.6175,-3.4401,2.5269,-2.833,-8.1288,-0.7052,-4.2112,0.8471,-2.7697,-1.5518,-0.161799999999999,2.4815,8.7443,-0.9007,8.3265,-6.4619,2.146,12.6846,2.0025,-5.8077,5.2275,-2.2831,3.2631,-0.7621,6.9026,-1.4752,0.423400000000001,3.959,-1.9003,-6.5981,-7.2338,-5.2895,4.8365
"446",-3.8297,3.1248,0.5288,-2.1021,1.8921,0.3717,-1.4178,3.9173,1.3361,3.488,2.1911,-6.7643,-4.2367,-5.0345,2.0125,-0.7422,-2.7817,-1.1208,2.7397,8.0206,1.3199,1.1987,-2.434,-3.2982,-13.0686,2.1428,-1.416,-2.1544,-0.0945,1.6833,-0.528,0.6504,3.9446,-2.4469,-2.9698,-7.4188,5.5919,4.0309,10.106,3.2026,3.6068,9.7894,10.8818,0.282399999999999,2.6943,-4.182,-3.9004,-6.9846,2.5221,3.1083,2.2847,-10.2498,-10.7841,2.5909,1.5714,-4.3688,-4.4144,-8.6818,-9.3646,-4.0199,-5.4817,3.6303,-6.6667,4.5706,1.9839,-2.7488,7.234,-9.7361,-1.4901,1.0445,4.8093,2.9356,11.0201,-11.172,-1.6793,0.2334,13.1509,-5.3727,14.3214,-6.7796,-5.1628,0.4888,-7.8198,8.5079,1.5106,-2.8585,3.04,-2.6189,-7.253,0.412700000000001,-3.9536,0.249100000000000,-2.7248,-2.1213,0.1902,2.8155,8.5826,-1.8236,10.1728,-6.3749,1.303,11.8454,2.4747,-5.5655,5.3547,-1.1326,2.5641,-1.2633,6.4387,-1.4704,-0.4024,3.7868,-1.8883,-6.582,-7.18,-5.7694,4.8968
"447",-3.7253,3.2016,-0.3688,-2.3657,2.09480000000000,0.3888,-0.6446,3.4512,0.8004,2.897,2.4051,-6.6693,-4.492,-4.4966,1.205,-1.1236,-2.3498,-0.842599999999999,2.5573,8.0985,0.7303,1.1429,-1.6777,-2.99,-12.3642,1.9145,-1.5404,-3.0894,0.9619,0.848,0.1425,0.608,3.4894,-2.0565,-3.8513,-6.9821,4.7172,4.7093,10.8452,3.3279,3.7447,9.5186,11.2261,0.508199999999999,3.0169,-3.6826,-4.6992,-6.5212,2.4589,3.7688,2.4336,-10.0085,-10.3206,2.7363,1.1679,-5.4821,-4.4911,-8.925,-8.5709,-4.194,-5.5815,2.9701,-7.3918,4.9835,1.4585,-2.5448,6.3515,-8.8748,-1.618,1.9878,4.2429,3.1488,10.2172,-10.5613,-1.8557,-0.3183,13.2871,-6.2003,15.4345,-6.4247,-5.2351,-0.5212,-6.5026,8.4061,1.0696,-2.2393,3.6619,-2.3185,-6.1049,1.8426,-3.4849,-0.0845000000000002,-2.9543,-2.3675,0.4881,3.3196,8.4243,-2.5878,11.8116,-6.4756,0.4603,11.3136,3.1043,-5.3269,5.5956,0.0635000000000003,1.7882,-2.0153,5.9618,-1.7413,-1.1659,3.4771,-1.8669,-6.5484,-6.9849,-6.0423,4.8296
"448",-3.5155,3.3324,-1.2274,-2.3447,2.0784,0.239000000000001,0.2614,2.9897,0.161200000000001,2.289,2.7522,-6.5657,-4.6724,-4.2631,0.3993,-1.5255,-2.0356,-0.6637,2.626,8.015,0.051400000000001,1.1187,-0.7127,-2.6604,-11.6433,1.781,-1.6473,-3.9524,1.9675,-0.157100000000000,0.6898,0.3137,2.7337,-1.4963,-4.5958,-6.6602,3.9016,5.3172,11.3234,3.5507,4.0224,9.1848,11.5922,0.857100000000003,3.2016,-3.2636,-5.4422,-5.9052,2.4752,4.1376,2.8213,-9.8044,-9.9364,2.7137,0.7289,-6.5819,-4.5834,-8.8389,-7.4741,-4.3069,-5.4863,2.3807,-8.2826,5.5336,0.817500000000001,-2.614,5.2798,-7.6636,-1.4512,2.9867,3.5525,3.2624,9.3986,-10.0782,-2.17,-0.973,13.0167,-7.0661,16.1952,-5.9044,-5.2249,-1.546,-5.0951,8.1024,0.402,-1.753,4.3955,-1.8531,-4.7368,3.4689,-2.8732,-0.104100000000000,-3.4114,-2.2371,0.7409,3.8887,8.2416,-3.1456,13.1357,-6.7444,-0.344200000000001,11.09,3.7818,-5.0532,5.9215,1.19,1.0668,-2.9122,5.4704,-2.2552,-1.8133,3.0306,-1.827,-6.4889,-6.5989,-6.0987,4.6313
"449",-3.2532,3.4968,-2.0007,-2.1038,1.8169,-0.00319999999999965,1.2073,2.6311,-0.5209,1.7241,3.2031,-6.4962,-4.7806,-4.3042,-0.3316,-1.8717,-1.8304,-0.590200000000001,2.8799,7.7881,-0.6447,1.1402,0.4287,-2.3219,-10.8805,1.7434,-1.7991,-4.7116,2.8496,-1.2069,1.0966,-0.2012,1.7674,-0.7304,-5.1437,-6.514,3.1958,5.7708,11.546,3.8496,4.3598,8.7961,11.9688,1.25530000000000,3.2469,-2.9537,-6.1108,-5.1957,2.5697,4.1714,3.4284,-9.6202,-9.7073,2.5967,0.2992,-7.6909,-4.6788,-8.4359,-6.1593,-4.3778,-5.1972,1.938,-9.3069,6.1814,0.071299999999999,-2.9397,4.2482,-6.2642,-0.9604,3.9505,2.7433,3.2789,8.7022,-9.6985,-2.4998,-1.6906,12.4161,-7.8708,16.5666,-5.2685,-5.1655,-2.5018,-3.6764,7.6054,-0.3585,-1.5292,5.2243,-1.1605,-3.2479,5.1321,-2.1947,0.1878,-3.9954,-1.739,0.9388,4.3772,8.0281,-3.5074,14.046,-7.1505,-1.1001,11.1379,4.3867,-4.7032,6.3134,2.1495,0.5139,-3.8237,4.9454,-2.9412,-2.3068,2.4707,-1.7477,-6.3897,-5.9875,-5.9569,4.2847
"450",-2.9758,3.6444,-2.645,-1.7351,1.32390000000000,-0.251999999999999,2.0896,2.4365,-1.1768,1.2477,3.7396,-6.5153,-4.8063,-4.5154,-0.9124,-2.0848,-1.7007,-0.6111,3.2549,7.458,-1.316,1.1771,1.6696,-1.9705,-10.0683,1.7475,-2.0594,-5.3298,3.554,-2.1436,1.3548,-0.8668,0.708,0.247800000000001,-5.4629,-6.5765,2.6229,6.0082,11.5542,4.1871,4.6654,8.3627,12.3502,1.596,3.1761,-2.7654,-6.6574,-4.4617,2.7184,3.8933,4.1903,-9.468,-9.6573,2.4484,-0.0891,-8.7976,-4.8042,-7.7444,-4.7541,-4.4299,-4.7068,1.7239,-10.3946,6.8497,-0.753499999999999,-3.4572,3.4609,-4.8317,-0.1813,4.7992,1.8437,3.2089,8.2383,-9.3842,-2.7474,-2.4109,11.589,-8.5443,16.5419,-4.613,-5.0699,-3.3156,-2.3094,6.9319,-1.08,-1.6333,6.114,-0.2172,-1.7587,6.6593,-1.5227,0.7356,-4.5854,-0.9453,1.0633,4.6496,7.8125,-3.7162,14.4735,-7.6481,-1.8087,11.4039,4.8185,-4.2619,6.755,2.8937,0.2195,-4.6104,4.3796,-3.7022,-2.6231,1.843,-1.6117,-6.235,-5.1365,-5.6531,3.7798
"451",-2.6694,3.7149,-3.1291,-1.3355,0.651800000000001,-0.4225,2.8135,2.4161,-1.7411,0.8923,4.3657,-6.6867,-4.7291,-4.7674,-1.2938,-2.1209,-1.5904,-0.704600,3.6801,7.0558,-1.9527,1.1609,2.8852,-1.5803,-9.2196,1.7109,-2.468,-5.7784,4.0487,-2.8176,1.4703,-1.581,-0.3211,1.4142,-5.5473,-6.8439,2.1775,6.0031,11.4094,4.524,4.8554,7.9107,12.7259,1.77610000000000,3.0237,-2.6848,-7.0203,-3.7753,2.8801,3.3599,5.0298,-9.3943,-9.7541,2.3126,-0.4106,-9.8574,-5.0145,-6.804,-3.4181,-4.4686,-4.0041,1.8022,-11.4304,7.4322,-1.6189,-4.0918,3.0358,-3.4771,0.8005,5.4594,0.9056,3.0786,8.0644,-9.0927,-2.8629,-3.0535,10.651,-9.0533,16.1392,-4.0543,-4.946,-3.9281,-1.0282,6.1006,-1.6517,-2.0586,7.013,0.946100000000001,-0.3777,7.8972,-0.9195,1.445,-5.0691,0.024,1.0965,4.632,7.651,-3.8105,14.3969,-8.1783,-2.4651,11.8275,5.0177,-3.7693,7.2266,3.4179,0.2481,-5.149,3.7979,-4.4295,-2.7486,1.2036,-1.417,-6.0177,-4.0632,-5.2306,3.134
"452",-2.2764,3.6562,-3.4435,-0.9834,-0.119100000000000,-0.4343,3.3039,2.5339,-2.1585,0.6756,5.1041,-7.0626,-4.5403,-4.9637,-1.4719,-1.9911,-1.4369,-0.850900000000001,4.0838,6.5882,-2.5626,1.0169,3.9185,-1.1095,-8.3705,1.56560000000000,-3.0273,-6.0383,4.3311,-3.1281,1.4677,-2.2329,-1.2093,2.7171,-5.4146,-7.275,1.8368,5.7695,11.1776,4.8259,4.8732,7.4798,13.0734,1.7376,2.8238,-2.674,-7.1464,-3.2032,3.0174,2.6334,5.8806,-9.4509,-9.9213,2.2211,-0.6434,-10.8078,-5.3623,-5.6668,-2.3065,-4.4728,-3.0923,2.1857,-12.2726,7.8217,-2.4767,-4.7733,2.9881,-2.246,1.8785,5.8625,0.00119999999999998,2.9301,8.1925,-8.787,-2.8449,-3.5337,9.714,-9.3945,15.4085,-3.6867,-4.8084,-4.2883,0.165,5.1256,-2.0011,-2.7282,7.8564,2.2424,0.8158,8.7411,-0.4278,2.2082,-5.3586,1.0283,1.029,4.3392,7.6051,-3.8076,13.8406,-8.6761,-3.057,12.3539,4.9697,-3.3123,7.7009,3.7293,0.6188,-5.3686,3.2496,-5.0277,-2.6827,0.6114,-1.1802,-5.746,-2.8283,-4.7384,2.3865
"453",-1.735,3.4364,-3.6023,-0.7225,-0.898300000000003,-0.218100000000000,3.5135,2.729,-2.3842,0.6036,5.9741,-7.6605,-4.2666,-5.0674,-1.484,-1.751,-1.1854,-1.0468,4.4199,6.0511,-3.1512,0.6991,4.6155,-0.5231,-7.5821,1.2912,-3.707,-6.0869,4.4352,-3.0462,1.3797,-2.7415,-1.8788,4.0801,-5.1085,-7.8012,1.5743,5.3557,10.9139,5.0705,4.6951,7.1032,13.3532,1.4865,2.6017,-2.6933,-7.0022,-2.7933,3.1187,1.7739,6.6861,-9.6492,-10.0636,2.1907,-0.7595,-11.5846,-5.875,-4.3995,-1.5192,-4.4064,-2.0071,2.8238,-12.7846,7.9409,-3.2714,-5.4401,3.2579,-1.1224,2.9426,5.9551,-0.7759,2.8124,8.6073,-8.4448,-2.7197,-3.7792,8.873,-9.5782,14.4404,-3.5552,-4.6738,-4.3587,1.2904,4.0131,-2.1102,-3.5214,8.5814,3.5434,1.766,9.1628,-0.0642,2.9234,-5.4058,1.9345,0.8681,3.8675,7.7274,-3.7191,12.8543,-9.0843,-3.5711,12.9504,4.6919,-2.9798,8.1374,3.8237,1.2872,-5.2702,2.7853,-5.4433,-2.4401,0.128,-0.930699999999999,-5.4412,-1.5331,-4.2261,1.5763
"454",-1.0193,3.0521,-3.6395,-0.5538,-1.599,0.2642,3.423,2.9362,-2.3934,0.6683,6.9585,-8.4475,-3.9662,-5.0902,-1.38630000000000,-1.468,-0.7982,-1.3055,4.6939,5.4535,-3.7159,0.2014,4.8643,0.1876,-6.9343,0.9176,-4.4526,-5.8828,4.4238,-2.6241,1.2311,-3.0886,-2.2984,5.4063,-4.6893,-8.3421,1.3709,4.836,10.6538,5.2558,4.317,6.79,13.507,1.0796,2.3731,-2.7324,-6.5729,-2.5752,3.2109,0.8444,7.3831,-9.9356,-10.0955,2.2091,-0.7169,-12.1337,-6.5414,-3.0818,-1.0584,-4.2432,-0.828,3.617,-12.862,7.7618,-3.9555,-6.0385,3.7551,-0.0516000000000001,3.8809,5.7234,-1.3152,2.7682,9.2818,-8.0677,-2.5145,-3.7397,8.1895,-9.6102,13.3641,-3.6501,-4.5472,-4.1274,2.3713,2.7685,-2.025,-4.3084,9.1452,4.7116,2.4302,9.2222,0.1784,3.4968,-5.2138,2.6361,0.6386,3.3555,8.0493,-3.5778,11.4941,-9.3673,-3.9956,13.6039,4.225,-2.8142,8.4814,3.6865,2.1524,-4.9185,2.4411,-5.6854,-2.0519,-0.183699999999998,-0.7064,-5.128,-0.289600000000000,-3.7285,0.7242
"455",-0.1429,2.5416,-3.5966,-0.4476,-2.1393,0.9998,3.0394,3.1039,-2.1891,0.8458,7.9844,-9.3433,-3.7016,-5.0582,-1.2355,-1.1953,-0.2678,-1.6523,4.9614,4.8296,-4.2496,-0.4636,4.6223,0.9967,-6.511,0.503499999999999,-5.1918,-5.364,4.3633,-1.9855,1.0332,-3.3162,-2.4761,6.5853,-4.2185,-8.8171,1.2247,4.3044,10.4108,5.3991,3.7416,6.5304,13.4679,0.5855,2.1489,-2.8155,-5.8685,-2.5643,3.3481,-0.0846,7.8912,-10.2089,-9.9621,2.2337,-0.4604,-12.4099,-7.3142,-1.7945,-0.8359,-3.9887,0.319100000000001,4.4528,-12.4448,7.3035,-4.5077,-6.5234,4.3916,1.0261,4.5819,5.2125,-1.5192,2.8208,10.1798,-7.6758,-2.2518,-3.3914,7.6701,-9.4905,12.3314,-3.9196,-4.4134,-3.6157,3.4164,1.4162,-1.8394,-4.9823,9.5185,5.6371,2.775,9.0524,0.3204,3.8399,-4.8328,3.0621,0.3784,2.9303,8.5681,-3.4433,9.8192,-9.516,-4.3246,14.2977,3.642,-2.7956,8.6811,3.3002,3.0923,-4.4063,2.2403,-5.8193,-1.565,-0.272100000000002,-0.5497,-4.827,0.8241,-3.248,-0.1637
"456",0.8572,1.9812,-3.5065,-0.3658,-2.4367,1.9137,2.3938,3.2049,-1.8063,1.1005,8.9336,-10.2449,-3.5106,-4.9834,-1.0781,-0.9574,0.3713,-2.1144,5.2995,4.2346,-4.7442,-1.2834,3.924,1.8516,-6.387,0.113799999999999,-5.8513,-4.4734,4.2928,-1.2989,0.7966,-3.4868,-2.442,7.5089,-3.7526,-9.1428,1.1577,3.853,10.1796,5.5301,2.9927,6.3119,13.1893,0.0531000000000006,1.9351,-2.9809,-4.9325,-2.7649,3.5869,-0.9319,8.1166,-10.3584,-9.6395,2.2073,0.0589,-12.3779,-8.1224,-0.6064,-0.7259,-3.6942,1.2901,5.2372,-11.5224,6.6178,-4.9413,-6.866,5.0985,2.1524,4.9479,4.5218,-1.3508,2.9706,11.2478,-7.2969,-1.9649,-2.7489,7.251,-9.2261,11.4835,-4.2857,-4.2408,-2.8716,4.4096,0.0124000000000000,-1.6666,-5.4755,9.6704,6.2544,2.7843,8.8016,0.392700000000000,3.8876,-4.3296,3.1857,0.1212,2.669,9.242,-3.3805,7.9076,-9.5367,-4.564,14.9839,3.0554,-2.8603,8.7113,2.6539,3.9967,-3.819,2.202,-5.9324,-1.0467,-0.116399999999999,-0.5045,-4.5583,1.7954,-2.7597,-1.0862
