"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107"
"109",-7.4045,-5.1787,-2.9901,-1.5546,-0.613,5.3518,-3.4467,-2.144,-0.690000000000001,-11.5166,-5.7082,-0.581100000000001,0.255100000000000,-6.8415,-4.2527,1.7089,9.2177,-3.9134,3.8525,4.4773,0.3207,3.5317,-3.9394,-0.2447,8.6254,6.9332,21.8044,7.6843,-9.5511,10.3951,0.439599999999999,7.9073,-6.6311,-9.4926,12.7655,10.6148,-4.2599,-13.9705,-3.2867,5.5507,5.3025,4.5511,-16.8715,3.1297,-1.849,-17.3517,-2.2906,4.2498,-8.0235,13.3322,0.8683,6.1681,15.2016,-8.5023,-3.2744,0.190400000000000,5.33,1.1463,5.1263,-0.3021,3.1399,12.9772,-1.87700000000000,8.7968,5.5834,-12.9451,-9.9328,-2.6432,-3.7788,-4.1028,-15.8879,-5.1133,22.1891,6.5258,-19.491,-2.9041,8.625,-3.1546,-10.5136,15.1683,6.9988,-4.1426,17.6676,3.6682,0.177800000000000,8.9122,6.677,4.8253,4.1108,-23.2922,7.5947,-3.7428,-14.1495,1.9047,3.5282,-7.331,-14.2695,-0.3019,-1.4203,6.6006,-11.2424,-0.8422,5.4053,5.0087,3.0645,-2.3704,8.8196
"110",-7.2526,-6.4647,-3.3695,-0.165500000000000,-0.2877,6.3025,-5.0288,-2.2133,0.593,-11.4475,-6.1233,-0.6095,-2.4546,-7.3021,-3.4115,0.6767,9.2518,-3.95,5.2226,4.4355,-0.00849999999999995,4.5309,-4.4091,1.3273,8.1678,7.4475,20.7225,9.0696,-11.4966,10.4343,-0.856200000000001,7.6825,-6.7764,-10.4892,11.2763,12.6332,-4.3177,-14.0447,-3.7882,5.9658,5.0526,3.6765,-17.9259,3.6667,-3.2108,-17.9417,-0.9121,2.9539,-9.2851,13.1359,0.4245,6.384,14.3699,-8.9214,-3.5737,-0.6174,5.1436,0.00150000000000006,3.9877,-0.2651,2.41,11.0382,-2.77170000000000,9.0215,4.2088,-13.7439,-10.1967,-1.1639,-1.608,-4.7279,-15.9841,-5.3898,23.3952,6.9849,-21.0493,-2.8443,9.5879,-4.8662,-11.264,14.451,7.3765,-3.8015,18.7943,4.9565,1.5706,9.5449,8.3375,4.1262,4.7572,-24.5948,5.0742,-4.5095,-15.8911,1.7825,6.9623,-6.5863,-14.8512,-0.6277,0.0429000000000004,6.9915,-10.6508,-1.372,6.8305,5.6,2.4894,-2.0088,10.4445
"111",-6.7152,-7.3066,-3.5292,1.2235,0.107300000000000,7.1935,-6.2365,-1.8844,1.8516,-11.0302,-6.3172,-0.8018,-4.9093,-7.4394,-2.3236,-0.505599999999999,8.9315,-3.7247,6.5961,4.0985,-0.6269,5.5804,-4.627,2.9148,7.3317,7.3898,19.19,9.3226,-12.9715,9.8409,-1.9077,7.2355,-6.2758,-11.3015,9.8058,14.6455,-4.2588,-13.7387,-4.0772,6.1123,4.6016,2.9387,-18.2743,3.853,-4.2844,-17.8169,0.513199999999999,1.6466,-10.5098,12.7256,-0.00460000000000016,6.3817,13.3949,-8.7813,-3.8719,-1.5448,4.6429,-1.4163,3.3127,-0.0886,1.3005,8.6611,-3.0866,9.2718,2.4948,-14.1842,-10.4683,-0.0304000000000002,0.8008,-5.3497,-15.3988,-5.3681,24.3087,6.9331,-22.2835,-2.8177,10.4189,-6.3243,-11.5257,13.0925,7.7899,-3.4458,19.5301,6.0311,2.8574,10.1982,9.9312,3.226,5.7254,-25.0308,2.3987,-4.6806,-17.8133,1.5986,10.2873,-5.8167,-14.7873,-0.7223,1.5748,7.2946,-9.2219,-1.5888,7.7511,5.7098,2.3289,-1.6496,11.6225
"112",-5.7879,-7.5292,-3.4861,2.4339,0.5368,7.9667,-7.0355,-1.2142,2.9108,-10.3856,-6.2959,-1.1635,-6.9432,-7.1979,-1.0965,-1.8089,8.3025,-3.3093,7.9004,3.5224,-1.5117,6.6765,-4.5802,4.4066,6.2281,6.7811,17.2566,8.4526,-13.8359,8.6745,-2.6023,6.6259,-5.0751,-11.8455,8.4024,16.5934,-4.1308,-13.0604,-4.1066,6.0122,4.0099,2.3346,-17.8762,3.6581,-5.0225,-17.0301,1.9394,0.4488,-11.5268,12.1688,-0.4247,6.1563,12.376,-8.0723,-4.2151,-2.4918,3.7787,-2.9815,3.0474,0.1973,-0.0916999999999994,6.0204,-2.8592,9.5817,0.6159,-14.1564,-10.8062,0.776699999999998,3.3286,-5.926,-14.1354,-5.1089,24.8665,6.3881,-23.0475,-2.8192,11.066,-7.4152,-11.3536,11.2249,8.2766,-3.1034,19.8872,6.8345,3.9129,10.7286,11.2652,2.2069,7.0556,-24.5075,-0.143400000000000,-4.2256,-19.8105,1.3803,13.3143,-5.0527,-14.0899,-0.5652,3.0799,7.4824,-7.0037,-1.5603,8.1141,5.3255,2.6514,-1.2532,12.2624
"113",-4.5444,-7.0269,-3.2895,3.3148,0.9501,8.5389,-7.3883,-0.269,3.6371,-9.6475,-6.0834,-1.681,-8.4493,-6.5302,0.163700000000000,-3.1859,7.4344,-2.7756,9.0568,2.7282,-2.5908,7.8147,-4.2755,5.6675,4.9878,5.6908,15.0032,6.5598,-14.0592,7.05,-2.8704,5.9309,-3.2388,-12.0915,7.1054,18.4116,-3.999,-12.0219,-3.8845,5.6954,3.3564,1.7983,-16.7311,3.0682,-5.4118,-15.7105,3.3186,-0.517900000000001,-12.1576,11.521,-0.8371,5.7412,11.3742,-6.8416,-4.66,-3.3559,2.5667,-4.5827,3.0957,0.5421,-1.6283,3.3415,-2.1545,9.9903,-1.2323,-13.5899,-11.2178,1.2876,5.8389,-6.3972,-12.2869,-4.6425,25.0126,5.4195,-23.2065,-2.8742,11.4723,-8.0372,-10.8139,9.047,8.8488,-2.8027,19.8911,7.3478,4.6342,11.0163,12.1395,1.1584,8.6961,-23.0209,-2.3198,-3.1958,-21.7518,1.1571,15.8819,-4.3404,-12.8592,-0.160300000000000,4.4719,7.5121,-4.1301,-1.4058,7.9106,4.4949,3.4803,-0.7911,12.3321
"114",-3.0929,-5.7772,-3.0057,3.7827,1.2882,8.8285,-7.2578,0.861600000000001,3.936,-8.9276,-5.7186,-2.3288,-9.3857,-5.4234,1.362,-4.5746,6.4087,-2.178,9.9807,1.7265,-3.7647,8.9782,-3.744,6.5646,3.7248,4.2258,12.5439,3.8365,-13.714,5.1144,-2.686,5.2182,-0.9322,-12.0678,5.9492,20.0321,-3.9286,-10.6672,-3.4698,5.2064,2.7234,1.2482,-14.8875,2.0998,-5.4563,-14.0289,4.5811,-1.1544,-12.262,10.82,-1.2344,5.1992,10.4251,-5.193,-5.2569,-4.0307,1.1007,-6.1405,3.3355,0.8855,-3.1567,0.8702,-1.04860000000000,10.5013,-2.861,-12.4756,-11.6718,1.52990000000000,8.1814,-6.6953,-10.0195,-3.9512,24.7061,4.1338,-22.6612,-3.0277,11.5917,-8.1061,-9.9612,6.7849,9.495,-2.5661,19.5705,7.5815,4.9646,10.9638,12.3759,0.1741,10.5179,-20.6459,-3.9793,-1.6853,-23.5112,0.9672,17.8577,-3.7396,-11.2549,0.4641,5.7016,7.3465,-0.7968,-1.2692,7.1697,3.3248,4.7805,-0.2528,11.8636
"115",-1.5441,-3.8489,-2.6861,3.8349,1.4937,8.779,-6.6207,2.0502,3.752,-8.2983,-5.2498,-3.0827,-9.7722,-3.9244,2.4229,-5.9046,5.3,-1.5443,10.5853,0.5548,-4.9335,10.1255,-3.0378,7.0091,2.5183,2.5234,10.0091,0.5544,-12.939,3.0153,-2.0721,4.5366,1.5927,-11.8504,4.9703,21.3843,-3.9705,-9.0893,-2.9426,4.5904,2.1845,0.6463,-12.4594,0.8011,-5.1576,-12.1544,5.642,-1.4021,-11.7685,10.0881,-1.5972,4.6065,9.5627,-3.2842,-6.0214,-4.4089,-0.4602,-7.6127,3.6521,1.174,-4.5395,-1.1695,0.3816,11.0543,-4.1099,-10.8733,-12.1179,1.52850000000000,10.2157,-6.7683,-7.5339,-2.9987,23.934,2.6743,-21.3671,-3.32,11.4036,-7.5738,-8.8293,4.6448,10.1742,-2.4031,18.9568,7.5605,4.8968,10.4909,11.84,-0.6621,12.3524,-17.513,-5.0504,0.2127,-24.9927,0.8536,19.1316,-3.3025,-9.4541,1.2505,6.7694,6.9655,2.7734,-1.2844,5.9458,1.964,6.4573,0.3627,10.9437
"116",-0.00839999999999819,-1.3979,-2.3463,3.5305,1.5199,8.3777,-5.4865,3.1475,3.0708,-7.7894,-4.7222,-3.9262,-9.6824,-2.1465,3.3004,-7.1108,4.1648,-0.8871,10.7988,-0.703399999999998,-6.0263,11.2027,-2.2191,6.9861,1.4229,0.736400000000001,7.5244,-2.9646,-11.8947,0.8742,-1.1114,3.9216,4.0186,-11.5422,4.2028,22.398,-4.1472,-7.4273,-2.3664,3.8797,1.7857,0.0270999999999999,-9.6278,-0.7584,-4.5089,-10.2236,6.4235,-1.2521,-10.6776,9.3336,-1.9044,4.028,8.8315,-1.3104,-6.9142,-4.3875,-1.9253,-8.9798,3.9737,1.375,-5.6832,-2.6069,2.0598,11.5267,-4.8585,-8.893,-12.5033,1.30840000000000,11.8435,-6.611,-5.0114,-1.7722,22.7212,1.2322,-19.3529,-3.7741,10.9288,-6.4492,-7.4451,2.7783,10.8118,-2.3001,18.0809,7.3115,4.4592,9.5421,10.4514,-1.2975,14.0282,-13.789,-5.5256,2.4215,-26.142,0.854799999999997,19.6284,-3.049,-7.6157,2.117,7.7017,6.3658,6.36,-1.538,4.3083,0.5696,8.3738,1.0495,9.6902
"117",1.39110000000000,1.3602,-1.977,2.9586,1.3343,7.6619,-3.9088,4.0202,1.9202,-7.3883,-4.165,-4.8415,-9.2243,-0.2542,3.9915,-8.1389,3.041,-0.217500000000001,10.5901,-1.9321,-7.017,12.1706,-1.3555,6.5626,0.4823,-0.9995,5.1876,-6.3856,-10.7301,-1.2134,0.0599999999999996,3.401,6.0091,-11.2415,3.6609,23.0056,-4.4403,-5.8398,-1.7656,3.0965,1.5352,-0.5069,-6.6191,-2.4976,-3.5168,-8.337,6.8741,-0.744,-9.0451,8.556,-2.152,3.5026,8.2822,0.528,-7.8393,-3.8833,-3.1109,-10.217,4.2773,1.4879,-6.5445,-3.3425,3.9061,11.7681,-5.0404,-6.6681,-12.786,0.903500000000001,13.0321,-6.2823,-2.5724,-0.3065,21.1235,0.0322999999999998,-16.7301,-4.3987,10.2415,-4.8106,-5.8575,1.2625,11.3084,-2.2199,16.9704,6.8577,3.6936,8.1082,8.1942,-1.7233,15.3928,-9.6643,-5.44,4.8645,-26.9364,1.00040000000000,19.3435,-2.9528,-5.8586,2.9641,8.5036,5.5558,9.7547,-2.0442,2.329,-0.7203,10.3793,1.7881,8.2301
"118",2.5226,4.1909,-1.5649,2.2238,0.9247,6.7055,-1.9886,4.5777,0.3662,-7.0471,-3.5846,-5.7885,-8.5089,1.5634,4.5351,-8.9453,1.9493,0.447900000000001,9.9911,-3.0108,-7.9157,13.0162,-0.5216,5.8595,-0.270700000000000,-2.5924,3.0637,-9.3984,-9.5621,-3.1664,1.2846,2.9842,7.2722,-11.0131,3.3329,23.146,-4.7913,-4.4752,-1.1267,2.2791,1.4091,-0.8302,-3.6673,-4.3279,-2.2346,-6.5615,6.9797,0.0452000000000012,-6.9596,7.7516,-2.3642,3.0443,7.9603,2.0535,-8.6673,-2.8527,-3.8722,-11.2721,4.5655,1.5419,-7.1224,-3.3542,5.8358,11.652,-4.6572,-4.3498,-12.9345,0.3751,13.8148,-5.8913,-0.269600000000000,1.3214,19.2095,-0.7083,-13.6831,-5.1952,9.4552,-2.7983,-4.1538,0.104100000000000,11.5743,-2.1083,15.6521,6.2182,2.6438,6.2412,5.13,-1.9702,16.3243,-5.3354,-4.8603,7.4425,-27.3695,1.31190000000000,18.3729,-2.9512,-4.2613,3.6826,9.1305,4.5515,12.7597,-2.7482,0.0796000000000001,-1.8025,12.3293,2.5391,6.6901
"119",3.276,6.8799,-1.1047,1.4448,0.3137,5.59,0.1303,4.7856,-1.4896,-6.695,-2.9741,-6.6877,-7.6179,3.1134,4.9884,-9.4937,0.9045,1.08440000000000,9.1041,-3.8392,-8.7392,13.7298,0.2029,5.005,-0.8133,-3.9962,1.2052,-11.7543,-8.4713,-4.915,2.4261,2.6472,7.6138,-10.8753,3.1842,22.7769,-5.1142,-3.4556,-0.4208,1.4987,1.3695,-0.8402,-0.973899999999999,-6.1617,-0.7772,-4.9364,6.7611,1.02530000000000,-4.5279,6.9143,-2.5831,2.6603,7.8942,3.1313,-9.2789,-1.3047,-4.1192,-12.0661,4.8298,1.5811,-7.4386,-2.6974,7.7633,11.1282,-3.7769,-2.1186,-12.924,-0.182400000000001,14.2668,-5.5631,1.8896,3.0064,17.0527,-0.829,-10.4408,-6.1574,8.6833,-0.5935,-2.4555,-0.7394,11.5604,-1.9044,14.1628,5.4142,1.3568,4.0517,1.4019,-2.0787,16.7333,-0.988500000000002,-3.8771,10.0297,-27.4328,1.7905,16.9068,-2.9708,-2.879,4.1631,9.5076,3.3758,15.1918,-3.5544,-2.356,-2.6159,14.0949,3.2508,5.1848
"120",3.6034,9.261,-0.598000000000001,0.7387,-0.4363,4.3814,2.2648,4.6695,-3.513,-6.2524,-2.3324,-7.4251,-6.5962,4.2091,5.3829,-9.7615,-0.0656999999999999,1.6481,8.0793,-4.3531,-9.4838,14.2759,0.7537,4.0988,-1.1252,-5.2014,-0.3221,-13.2969,-7.5022,-6.41,3.3873,2.3417,6.9587,-10.8088,3.1691,21.8874,-5.3186,-2.8654,0.378699999999998,0.8536,1.3737,-0.4921,1.3198,-7.9262,0.6974,-3.4779,6.2639,2.1192,-1.87790000000000,6.0277,-2.8436,2.3614,8.0819,3.6778,-9.6053,0.6992,-3.817,-12.509,5.0241,1.6443,-7.5178,-1.4919,9.6049,10.2456,-2.5119,-0.178000000000000,-12.7364,-0.658200000000001,14.4696,-5.3979,3.9076,4.6275,14.7355,-0.2638,-7.231,-7.2593,7.9972,1.6111,-0.8952,-1.3245,11.2662,-1.5536,12.5572,4.4804,-0.1033,1.6911,-2.7746,-2.0679,16.564,3.2112,-2.61,12.4823,-27.1114,2.3959,15.1821,-2.9562,-1.7633,4.305,9.5683,2.0617,16.899,-4.3606,-4.8557,-3.1439,15.5608,3.8765,3.8043
"121",3.5311,11.2249,-0.0454999999999988,0.1819,-1.2403,3.1332,4.2002,4.3034,-5.5457,-5.6495,-1.6791,-7.8847,-5.4686,4.6801,5.6863,-9.7519,-0.9059,2.0684,7.072,-4.5383,-10.1223,14.5927,1.0945,3.2044,-1.1805,-6.2349,-1.4286,-13.9783,-6.6741,-7.6299,4.101,2.0248,5.3487,-10.7803,3.2394,20.5041,-5.3337,-2.7388,1.2954,0.4469,1.3812,0.1922,3.1458,-9.5697,2.0314,-2.1927,5.5479,3.2818,0.8278,5.0539,-3.156,2.15810000000000,8.4864,3.6717,-9.6476,3.055,-2.985,-12.5239,5.0675,1.7511,-7.3777,0.101900000000000,11.2739,9.1388,-0.9944,1.2836,-12.3718,-0.949100000000001,14.4843,-5.446,5.7806,6.0599,12.3452,0.9458,-4.2449,-8.4385,7.411,3.6341,0.4086,-1.6973,10.7212,-1.0164,10.9025,3.4743,-1.6405,-0.6669,-7.1296,-1.9198,15.7971,7.1227,-1.21120000000000,14.6558,-26.3893,3.041,13.4266,-2.8894,-0.968100000000002,4.0337,9.2774,0.652100000000001,17.7782,-5.0842,-7.2405,-3.4105,16.6363,4.389,2.603
"122",3.1402,12.7029,0.551,-0.226700000000000,-2.017,1.8995,5.7189,3.7794,-7.4247,-4.8512,-1.0607,-7.986,-4.2582,4.4018,5.8047,-9.5033,-1.5417,2.2504,6.1951,-4.4484,-10.623,14.6244,1.2196,2.3559,-0.9506,-7.1559,-2.0184,-13.8421,-5.9977,-8.5638,4.5143,1.6893,2.9329,-10.7693,3.3613,18.6876,-5.1223,-3.0472,2.3545,0.3667,1.35960000000000,1.1254,4.5073,-11.054,3.0993,-1.0918,4.6782,4.4994,3.3976,3.9303,-3.5044,2.0552,9.0421,3.1588,-9.4641,5.6285,-1.7019,-12.0665,4.8634,1.8989,-7.0249,1.9056,12.6698,7.9851,0.6323,2.138,-11.8573,-0.973400000000002,14.3433,-5.7097,7.501,7.1949,9.961,2.6613,-1.6189,-9.5848,6.8975,5.3257,1.3681,-1.8908,9.9652,-0.2795,9.2608,2.4723,-3.1201,-2.8465,-11.3649,-1.5943,14.4659,10.6258,0.131700000000002,16.4285,-25.2634,3.6132,11.8228,-2.7938,-0.534700000000001,3.3188,8.6283,-0.7941,17.7866,-5.6783,-9.2827,-3.4703,17.2684,4.7881,1.6094
"123",2.5353,13.6446,1.1809,-0.56,-2.7022,0.742,6.6496,3.1714,-9.0067,-3.8758,-0.5425,-7.7086,-2.9943,3.3382,5.6222,-9.0839,-1.9084,2.0985,5.4944,-4.195,-10.9714,14.3496,1.1411,1.5645,-0.4234,-8.0352,-2.0125,-12.9835,-5.489,-9.1865,4.5805,1.3761,-0.0392999999999999,-10.773,3.5216,16.5292,-4.6776,-3.7012,3.5794,0.6712,1.2929,2.1662,5.4608,-12.3435,3.8206,-0.1929,3.728,5.7727,5.638,2.5808,-3.8544,2.0454,9.6643,2.2464,-9.1261,8.2618,-0.1035,-11.1355,4.334,2.0697,-6.4615,3.7377,13.6791,6.9586,2.2284,2.339,-11.2478,-0.676399999999999,14.0529,-6.1633,9.0645,7.9617,7.6425,4.6851,0.5593,-10.5442,6.4151,6.5815,1.9338,-1.9408,9.035,0.634,7.6707,1.5534,-4.3872,-4.6931,-15.1934,-1.06600000000000,12.6677,13.621,1.22170000000000,17.7208,-23.7585,4.0093,10.4985,-2.716,-0.469899999999999,2.185,7.6425,-2.1974,16.9527,-6.1326,-10.7421,-3.3943,17.4471,5.1026,0.8421
"124",1.8165,14.013,1.8084,-0.9165,-3.2497,-0.270400000000000,6.9141,2.5209,-10.188,-2.7888,-0.185400000000000,-7.0995,-1.7109,1.5719,5.0498,-8.5675,-1.9836,1.5479,4.9522,-3.9017,-11.1672,13.7975,0.8854,0.8273,0.3701,-8.9274,-1.3682,-11.5124,-5.1721,-9.4483,4.261,1.1641,-3.2443,-10.7847,3.7206,14.1472,-4.0096,-4.5688,4.9831,1.3801,1.1795,3.1349,6.0899,-13.3952,4.1564,0.4888,2.7812,7.0921,7.3853,0.9367,-4.1612,2.1022,10.2601,1.0831,-8.6753,10.7828,1.6431,-9.7752,3.4565,2.2435,-5.7065,5.4225,14.2029,6.1891,3.6725,1.9201,-10.6156,-0.0394000000000005,13.6003,-6.765,10.4699,8.3371,5.4224,6.8057,2.2417,-11.1456,5.9257,7.3459,2.0916,-1.8992,7.9578,1.6695,6.1485,0.7789,-5.2967,-6.1033,-18.3746,-0.355699999999999,10.5491,16.0327,1.89650000000000,18.4996,-21.9293,4.1602,9.5197,-2.6993,-0.7391,0.7104,6.3674,-3.4617,15.3894,-6.4575,-11.4112,-3.2594,17.1948,5.3883,0.3048
"125",1.0571,13.8047,2.3572,-1.3685,-3.6276,-1.0689,6.5423,1.84970000000000,-10.9097,-1.6736,-0.0212000000000003,-6.2609,-0.4343,-0.6925,4.0607,-8.0089,-1.7903,0.590599999999998,4.5143,-3.6539,-11.2116,13.0546,0.4992,0.138800000000000,1.3441,-9.8569,-0.0962999999999998,-9.5446,-5.0739,-9.2964,3.5344,1.1353,-6.3283,-10.7573,3.9514,11.6729,-3.1298,-5.5057,6.5662,2.4732,1.0271,3.8384,6.4752,-14.1591,4.1032,0.9582,1.9278,8.4241,8.5222,-1.042,-4.3765,2.1714,10.7395,-0.1622,-8.1145,13.0251,3.3724,-8.0681,2.2841,2.4081,-4.8202,6.8104,14.1952,5.7309,4.8751,0.9756,-10.0274,0.9112,12.9647,-7.4528,11.7161,8.3447,3.3124,8.8354,3.4136,-11.2419,5.3981,7.6079,1.8577,-1.8301,6.7575,2.7607,4.706,0.1791,-5.7349,-7.0489,-20.7358,0.4641,8.2689,17.8114,2.0619,18.7754,-19.8501,4.0311,8.8829,-2.7664,-1.2821,-0.9829,4.8707,-4.4908,13.2949,-6.6637,-11.1566,-3.143,16.551,5.7175,-0.0337999999999994
"126",0.2964,13.0708,2.7054,-1.9423,-3.8119,-1.5913,5.6435,1.1725,-11.1536,-0.5989,-0.0359000000000007,-5.3116,0.8197,-3.1543,2.6953,-7.4386,-1.3783,-0.725000000000001,4.1273,-3.4825,-11.1035,12.264,0.0488,-0.492900000000001,2.3693,-10.8281,1.7286,-7.2107,-5.2018,-8.709,2.4116,1.3353,-8.9609,-10.6017,4.1862,9.2321,-2.0494,-6.3819,8.3211,3.8894,0.848699999999999,4.1122,6.6739,-14.5889,3.6792,1.2545,1.2496,9.7062,8.9849,-3.3515,-4.4506,2.1772,11.02,-1.3217,-7.4392,14.8588,4.9425,-6.1164,0.9366,2.5653,-3.8988,7.7992,13.6842,5.5514,5.776,-0.363900000000001,-9.5197,2.1141,12.1319,-8.1421,12.804,8.0453,1.3097,10.6301,4.0983,-10.7493,4.7996,7.3898,1.2766,-1.8031,5.4635,3.8462,3.3637,-0.2565,-5.6364,-7.5809,-22.1726,1.2904,5.955,18.9371,1.7,18.5934,-17.6045,3.6124,8.5127,-2.9235,-2.0339,-2.743,3.2344,-5.208,10.9269,-6.7552,-9.9433,-3.112,15.566,6.158,-0.2553
"127",-0.4496,11.9205,2.7049,-2.6261,-3.7819,-1.7973,4.3605,0.503399999999999,-10.9287,0.3872,-0.171300000000000,-4.3482,2.0412,-5.4658,1.052,-6.8744,-0.8035,-2.3096,3.7677,-3.3776,-10.85,11.594,-0.4007,-1.0414,3.305,-11.8324,3.9668,-4.6625,-5.5184,-7.7177,0.949200000000001,1.7586,-10.8737,-10.2238,4.3736,6.9377,-0.7952,-7.0987,10.2283,5.5296,0.6647,3.8655,6.7078,-14.6604,2.9114,1.4493,0.8087,10.8477,8.7661,-5.9201,-4.3236,2.0444,11.0283,-2.2487,-6.6721,16.215,6.2419,-4.0138,-0.4391,2.7319,-3.0353,8.3433,12.7582,5.5376,6.3366,-1.9502,-9.0827,3.5008,11.1088,-8.7334,13.7443,7.5226,-0.583299999999998,12.1032,4.3557,-9.6608,4.0962,6.7459,0.4324,-1.8867,4.1148,4.8708,2.1537,-0.5734,-4.9985,-7.8079,-22.6422,2.0216,3.6935,19.4315,0.8615,18.0193,-15.2791,2.9135,8.2845,-3.1701,-2.9336,-4.409,1.5485,-5.5669,8.5534,-6.7347,-7.8484,-3.2044,14.3015,6.7428,-0.4703
"128",-1.1717,10.4996,2.2255,-3.3822,-3.5284,-1.6888,2.8369,-0.133700000000001,-10.2554,1.2433,-0.3404,-3.4306,3.2146,-7.3016,-0.7275,-6.3343,-0.129700000000000,-4.0497,3.453,-3.3116,-10.4736,11.1859,-0.8187,-1.4698,4.0307,-12.8444,6.4275,-2.0617,-5.9342,-6.4057,-0.746500000000001,2.3686,-11.8784,-9.573,4.4463,4.8942,0.5673,-7.5887,12.2345,7.2646,0.4983,3.096,6.5677,-14.3843,1.8316,1.6328,0.643,11.736,7.907,-8.5985,-3.9268,1.7195,10.7084,-2.8373,-5.8704,17.0932,7.1905,-1.8267,-1.7157,2.9371,-2.2804,8.4389,11.5364,5.5252,6.5363,-3.6233,-8.6592,5.0166,9.9327,-9.1356,14.5588,6.8735,-2.3418,13.2252,4.2717,-8.0388,3.2634,5.7711,-0.5501,-2.1414,2.7545,5.7694,1.1127,-0.8243,-3.8933,-7.8543,-22.166,2.5817,1.5423,19.3669,-0.352399999999999,17.1145,-12.9614,1.9582,8.0649,-3.5062,-3.9095,-5.8312,-0.100200000000001,-5.5585,6.4056,-6.6093,-5.0535,-3.4153,12.8291,7.447,-0.7767
"129",-1.8527,8.952,1.1934,-4.1594,-3.0763,-1.323,1.21020000000000,-0.695,-9.1531,1.921,-0.4537,-2.6014,4.3093,-8.4285,-2.475,-5.8373,0.5555,-5.8125,3.2315,-3.2518,-10.0072,11.1109,-1.2263,-1.745,4.4655,-13.8056,8.8934,0.4363,-6.3356,-4.8851,-2.53690000000000,3.13,-11.8747,-8.6658,4.3282,3.1919,1.9201,-7.8047,14.2428,8.954,0.363299999999999,1.8691,6.2288,-13.8053,0.4835,1.8885,0.7649,12.2549,6.4815,-11.1761,-3.2108,1.1781,10.0388,-3.0389,-5.1091,17.547,7.7437,0.4058,-2.8169,3.2102,-1.6347,8.107,10.135,5.3373,6.3774,-5.2041,-8.1576,6.619,8.6629,-9.2912,15.2718,6.1992,-3.9132,14.0081,3.9384,-5.9947,2.2979,4.6027,-1.5227,-2.6029,1.4231,6.4539,0.270700000000001,-1.0321,-2.4549,-7.8129,-20.8329,2.9313,-0.448799999999999,18.8573,-1.8039,15.9137,-10.7296,0.7734,7.7601,-3.9271,-4.8654,-6.879,-1.6411,-5.2142,4.6395,-6.3845,-1.8132,-3.7042,11.2244,8.1856,-1.2295
"130",-2.4607,7.3768,-0.398099999999999,-4.9128,-2.4948,-0.8024,-0.383700000000001,-1.1242,-7.65,2.3707,-0.4456,-1.9069,5.2796,-8.7509,-4.0157,-5.3996,1.1301,-7.4537,3.164,-3.1611,-9.4822,11.359,-1.6796,-1.8479,4.5691,-14.6178,11.1502,2.6886,-6.6348,-3.2741,-4.2796,4.0273,-10.8546,-7.5786,3.9422,1.8859,3.1024,-7.7129,16.1253,10.4572,0.245999999999999,0.2845,5.6725,-12.9852,-1.0655,2.267,1.1605,12.3131,4.5787,-13.4257,-2.1843,0.426600000000001,9.0506,-2.877,-4.4635,17.6601,7.8932,2.6541,-3.722,3.5601,-1.0634,7.382,8.6403,4.8265,5.89,-6.4975,-7.4805,8.2674,7.3588,-9.1939,15.8853,5.5944,-5.2341,14.4782,3.4395,-3.6706,1.2235,3.3924,-2.3487,-3.2658,0.155700000000000,6.8114,-0.359900,-1.1744,-0.8477,-7.7166,-18.8,3.0733,-2.2249,18.0345,-3.3332,14.419,-8.6385,-0.626,7.3458,-4.4148,-5.6805,-7.4442,-3.0216,-4.5997,3.3266,-6.0604,1.5877,-4.017,9.5556,8.833,-1.842
