"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107"
"131",-2.958,5.8124,-2.5003,-5.6138,-1.8779,-0.239200000000000,-1.812,-1.3704,-5.8044,2.5602,-0.2824,-1.3926,6.0747,-8.3053,-5.192,-5.0403,1.4554,-8.8464,3.305,-2.9979,-8.9174,11.8646,-2.2402,-1.7693,4.3342,-15.1504,13.0146,4.5561,-6.8061,-1.6802,-5.8482,5.064,-8.9014,-6.4241,3.2343,0.9824,3.937,-7.2946,17.7371,11.6428,0.0970000000000013,-1.5469,4.9063,-11.9828,-2.7258,2.7703,1.7904,11.8729,2.2921,-15.1502,-0.9419,-0.491399999999999,7.8303,-2.4497,-3.9975,17.5216,7.6623,4.8734,-4.4606,3.9623,-0.5206,6.3051,7.0972,3.9112,5.1368,-7.3205,-6.5548,9.9157,6.0583,-8.8873,16.3674,5.1269,-6.2535,14.6533,2.8494,-1.223,0.0844,2.2705,-2.9331,-4.0781,-1.026,6.7232,-0.7814,-1.2057,0.7692,-7.5431,-16.2772,3.0534,-3.7246,17.0221,-4.7736,12.6191,-6.7097,-2.2372,6.8674,-4.9264,-6.2293,-7.4426,-4.199,-3.7934,2.4579,-5.6338,4.8754,-4.3031,7.8799,9.2589,-2.6071
"132",-3.3118,4.259,-5.0165,-6.2371,-1.3079,0.282400000000001,-2.9585,-1.3924,-3.7156,2.4874,0.0448000000000002,-1.0801,6.6591,-7.2221,-5.8898,-4.7857,1.4179,-9.9139,3.6799,-2.7193,-8.3193,12.5401,-2.9428,-1.5078,3.7696,-15.2714,14.3523,5.9053,-6.8845,-0.194700000000000,-7.1356,6.2414,-6.1765,-5.3227,2.2105,0.448700000000001,4.2684,-6.5565,18.9294,12.4024,-0.154600000000000,-3.514,3.9736,-10.8461,-4.3999,3.3555,2.5985,10.9667,-0.277200000000001,-16.2087,0.344,-1.4943,6.5014,-1.9074,-3.7567,17.209,7.1012,6.9918,-5.0908,4.3622,0.0375999999999999,4.9162,5.5304,2.6014,4.2121,-7.5427,-5.353,11.5111,4.7715,-8.446,16.6633,4.8194,-6.9475,14.5343,2.2381,1.1846,-1.0736,1.325,-3.2388,-4.9521,-2.1133,6.0942,-1.0042,-1.1018,2.2646,-7.2439,-13.501,2.947,-4.8834,15.9244,-5.9663,10.5138,-4.9277,-4.0551,6.4049,-5.3925,-6.3971,-6.825,-5.1344,-2.8624,1.9555,-5.1091,7.8135,-4.5221,6.2518,9.3744,-3.5079
"133",-3.5026,2.7288,-7.7987,-6.7465,-0.8314,0.729300000000002,-3.7358,-1.1497,-1.5048,2.1792,0.5258,-0.94,7.0254,-5.6735,-6.0574,-4.6631,0.9678,-10.639,4.2633,-2.2972,-7.6946,13.2987,-3.7711,-1.0838,2.8853,-14.8786,15.0853,6.6298,-6.9392,1.1117,-8.0503,7.534,-2.9001,-4.3786,0.9563,0.234600000000000,4.0141,-5.5446,19.561,12.6648,-0.5715,-5.5054,2.9523,-9.6213,-6.0005,3.9522,3.5303,9.6928,-3.0093,-16.5165,1.4609,-2.4782,5.1962,-1.4038,-3.7652,16.7799,6.2784,8.9213,-5.6663,4.6808,0.6393,3.2526,3.9817,1.0015,3.2289,-7.1094,-3.9038,12.9956,3.4931,-7.9537,16.7217,4.6478,-7.3159,14.1161,1.6679,3.3968,-2.2173,0.602,-3.2871,-5.7815,-3.099,4.8837,-1.0428,-0.888,3.5356,-6.7694,-10.7067,2.836,-5.6436,14.829,-6.7771,8.132,-3.2535,-6.051,6.0306,-5.7259,-6.0885,-5.5873,-5.804,-1.8527,1.6828,-4.4996,10.2191,-4.639,4.7319,9.1612,-4.5167
"134",-3.5309,1.2871,-10.6512,-7.0982,-0.4552,1.1163,-4.0988,-0.5969,0.721599999999999,1.6789,1.1286,-0.8804,7.1948,-3.8341,-5.7142,-4.6946,0.130800000000000,-11.0515,4.9706,-1.7395,-7.06,14.0701,-4.6407,-0.564,1.6965,-13.9198,15.1894,6.679,-7.0455,2.1977,-8.5217,8.8785,0.6737,-3.6678,-0.376000000000001,0.287800000000001,3.2161,-4.3457,19.527,12.4037,-1.178,-7.3999,1.9382,-8.3591,-7.463,4.4831,4.5482,8.198,-5.7589,-16.0355,2.2089,-3.3457,4.0326,-1.0518,-4.0233,16.2728,5.27,10.5798,-6.198,4.8172,1.2913,1.354,2.5391,-0.710899999999999,2.2918,-6.0343,-2.2848,14.3049,2.2221,-7.4913,16.5125,4.5524,-7.3665,13.4043,1.1815,5.287,-3.3218,0.106500000000000,-3.1366,-6.4601,-3.9574,3.1248,-0.9151,-0.63,4.492,-6.0809,-8.0966,2.7848,-5.9657,13.8101,-7.1105,5.5377,-1.6442,-8.1552,5.7865,-5.8422,-5.2336,-3.7757,-6.2134,-0.7983,1.4731,-3.8205,11.9676,-4.6207,3.383,8.659,-5.5828
"135",-3.4213,0.0643000000000002,-13.3438,-7.2612,-0.1523,1.4861,-4.0507,0.3017,2.897,1.041,1.8055,-0.76,7.2062,-1.8667,-4.9401,-4.8944,-1.0105,-11.2179,5.6786,-1.1062,-6.4397,14.814,-5.4066,-0.0684999999999985,0.2409,-12.3924,14.6821,6.0714,-7.2614,3.0595,-8.5186,10.1888,4.289,-3.2321,-1.6036,0.5547,2.0495,-3.0699,18.7743,11.628,-1.9499,-9.0599,1.0275,-7.1019,-8.7488,4.878,5.6393,6.6504,-8.3628,-14.7689,2.4438,-4.0364,3.1051,-0.9104,-4.5101,15.7167,4.1481,11.9119,-6.6305,4.6639,1.9827,-0.7296,1.3306,-2.325,1.4634,-4.3723,-0.609100000000001,15.3645,0.9803,-7.1281,16.035,4.4492,-7.0987,12.421,0.7974,6.7805,-4.3513,-0.194200000000000,-2.8569,-6.9025,-4.6305,0.923,-0.6473,-0.3952,5.0539,-5.1489,-5.8113,2.834,-5.8404,12.9217,-6.9208,2.8316,-0.0703999999999994,-10.2522,5.6869,-5.6837,-3.8087,-1.4859,-6.3911,0.270700000000001,1.1728,-3.0762,13.0045,-4.4341,2.2509,7.9161,-6.6272
"136",-3.2106,-0.7772,-15.6376,-7.2278,0.1239,1.8821,-3.636,1.545,4.9897,0.3234,2.5036,-0.4382,7.0998,0.0708000000000002,-3.8597,-5.2636,-2.3471,-11.2344,6.2545,-0.4959,-5.8614,15.527,-5.9074,0.261100000000001,-1.4017,-10.3389,13.6046,4.8839,-7.6073,3.724,-8.0617,11.3798,7.7155,-3.0689,-2.5587,0.9817,0.7599,-1.8175,17.3027,10.3649,-2.8244,-10.3398,0.3012,-5.8675,-9.8357,5.0817,6.8108,5.2127,-10.6618,-12.7533,2.0915,-4.5369,2.479,-0.998,-5.1878,15.1385,2.9727,12.8986,-6.8612,4.1427,2.6985,-2.9349,0.4858,-3.6335,0.755,-2.2003,0.9965,16.085,-0.1867,-6.9168,15.3235,4.2408,-6.4997,11.197,0.5191,7.8588,-5.2422,-0.354800000000001,-2.5077,-7.0671,-5.0294,-1.5634,-0.2769,-0.212600000000000,5.169,-3.9527,-3.9044,3.0056,-5.2961,12.1902,-6.2183,0.144200000000001,1.48,-12.1977,5.7338,-5.239,-1.8465,1.1406,-6.378,1.3257,0.6923,-2.2576,13.3517,-4.0595,1.3488,6.9441,-7.5536
"137",-2.9295,-1.1013,-17.3211,-7.0083,0.41,2.3351,-2.92,3.0698,6.9708,-0.4243,3.1677,0.169800000000000,6.908,1.8228,-2.6243,-5.779,-3.769,-11.2002,6.5808,-0.006,-5.3575,16.2321,-6.0192,0.3149,-3.1125,-7.8456,12.009,3.2344,-8.0466,4.2312,-7.2135,12.3788,10.7668,-3.125,-3.129,1.5183,-0.4256,-0.652899999999999,15.1587,8.6578,-3.7292,-11.0997,-0.189500000000000,-4.6561,-10.7082,5.0629,8.0753,4.0158,-12.5253,-10.061,1.1368,-4.8691,2.1937,-1.3116,-6.0072,14.5633,1.7912,13.5641,-6.7943,3.2408,3.4283,-5.1858,0.0976,-4.4619,0.1395,0.381500000000001,2.4107,16.3702,-1.2231,-6.8929,14.446,3.836,-5.5602,9.7688,0.3481,8.5394,-5.9113,-0.441699999999999,-2.1315,-6.9695,-5.0553,-4.1604,0.147400000000000,-0.0606,4.8361,-2.4807,-2.3339,3.3175,-4.4023,11.6134,-5.0618,-2.3779,3.0012,-13.844,5.9245,-4.5441,0.5656,3.9192,-6.2248,2.332,0.0259999999999998,-1.3528,13.1006,-3.512,0.6566,5.7123,-8.2654
"138",-2.6004,-0.8428,-18.2466,-6.6185,0.7068,2.8671,-1.9678,4.7429,8.7814,-1.1667,3.7363,1.0637,6.6529,3.2513,-1.3871,-6.3922,-5.1701,-11.1673,6.5681,0.3084,-4.9668,16.9553,-5.6924,0.0530999999999997,-4.756,-5.048,9.9563,1.2702,-8.4864,4.6242,-6.0448,13.1256,13.2987,-3.314,-3.2732,2.1187,-1.3546,0.3997,12.44,6.5785,-4.6055,-11.2239,-0.430400000000001,-3.4759,-11.3428,4.8228,9.4303,3.1365,-13.8763,-6.8098,-0.3904,-5.0639,2.2685,-1.8401,-6.9061,14.0116,0.6347,13.9631,-6.401,2.0164,4.1658,-7.4015,0.201800000000000,-4.6928,-0.4229,3.2413,3.5298,16.1373,-2.0804,-7.0645,13.4981,3.1764,-4.2934,8.1809,0.2883,8.8474,-6.2833,-0.5301,-1.7503,-6.6785,-4.632,-6.7153,0.5717,0.1052,4.103,-0.737000000000002,-0.9811,3.7977,-3.2584,11.1774,-3.549,-4.5928,4.464,-15.0706,6.2492,-3.6597,3.3071,6.6312,-5.9977,3.2417,-0.7671,-0.3647,12.3836,-2.8487,0.1353,4.1784,-8.6841
"139",-2.2547,-0.0177000000000000,-18.3542,-6.066,0.98,3.4992,-0.8377,6.3764,10.3153,-1.8756,4.1543,2.1757,6.3562,4.262,-0.283800000000001,-7.0529,-6.4447,-11.104,6.1621,0.4475,-4.7351,17.6984,-4.9522,-0.4917,-6.2131,-2.12830000000000,7.5345,-0.840100000000001,-8.8085,4.9427,-4.6101,13.5682,15.1999,-3.5391,-3.0093,2.7338,-1.9602,1.3453,9.301,4.2484,-5.4191,-10.6459,-0.4444,-2.3615,-11.7032,4.3975,10.8408,2.5907,-14.7096,-3.1744,-2.4228,-5.1404,2.7052,-2.5655,-7.8118,13.4996,-0.4847,14.1525,-5.7437,0.5705,4.9133,-9.5036,0.7867,-4.2811,-0.9615,6.2148,4.2785,15.3445,-2.7292,-7.3945,12.5862,2.2618,-2.7491,6.4843,0.3424,8.7898,-6.3233,-0.6913,-1.3687,-6.2898,-3.7464,-9.1166,0.9497,0.309,3.0407,1.2458,0.300699999999999,4.483,-1.9727,10.881,-1.8071,-6.373,5.8268,-15.8135,6.6823,-2.6453,6.2488,9.049,-5.7745,3.9975,-1.6123,0.6666,11.3389,-2.1423,-0.2584,2.3277,-8.7655
"140",-1.9474,1.2929,-17.6746,-5.337,1.1763,4.2447,0.4124,7.7639,11.4229,-2.5079,4.3937,3.4059,6.05,4.8202,0.5832,-7.742,-7.4861,-10.9059,5.3431,0.44190,-4.709,18.4269,-3.8804,-1.2334,-7.407,0.704,4.8749,-2.9227,-8.9124,5.204,-2.9497,13.6753,16.3871,-3.7146,-2.3938,3.3078,-2.2387,2.1981,5.9462,1.8352,-6.1539,-9.3745,-0.2801,-1.3676,-11.7483,3.8468,12.2332,2.3506,-15.0855,0.6232,-4.8529,-5.0956,3.4764,-3.4523,-8.6512,13.0309,-1.5582,14.1517,-4.948,-0.9885,5.6862,-11.4152,1.8012,-3.2656,-1.4755,9.1221,4.6162,14.0079,-3.1571,-7.7993,11.8104,1.1551,-1.01150000000000,4.7256,0.5065,8.3491,-6.0573,-0.959,-0.9836,-5.8938,-2.4795,-11.2874,1.2548,0.5219,1.7142,3.4015,1.632,5.3922,-0.6444,10.7578,0.0123000000000002,-7.6122,7.068,-16.0767,7.1743,-1.5471,9.2622,10.965,-5.6285,4.5551,-2.4465,1.6533,10.0864,-1.4443,-0.5669,0.1969,-8.5098
"141",-1.7533,2.9594,-16.3129,-4.3953,1.2443,5.0871,1.7204,8.7277,11.9292,-2.9983,4.4554,4.6509,5.7788,4.9503,1.1535,-8.4856,-8.1893,-10.4412,4.1207,0.3159,-4.9218,19.0794,-2.5971,-2.0516,-8.3134,3.2335,2.1532,-4.8206,-8.7459,5.3778,-1.1116,13.4572,16.8106,-3.7727,-1.5055,3.7913,-2.221,2.9633,2.6092,-0.4685,-6.8108,-7.5065,-0.00340000000000007,-0.5485,-11.4498,3.2304,13.5096,2.3706,-15.1019,4.3515,-7.5248,-4.9104,4.5172,-4.4373,-9.364,12.5825,-2.5534,13.9257,-4.1455,-2.5638,6.5101,-13.057,3.1557,-1.76760,-1.9329,11.7949,4.5378,12.2019,-3.3623,-8.1746,11.2513,-0.0388000000000019,0.817,2.9374,0.7685,7.5,-5.5727,-1.294,-0.5974,-5.5521,-1.0045,-13.1691,1.4809,0.664000000000001,0.1696,5.6414,3.0768,6.4936,0.6423,10.8743,1.7424,-8.2315,8.2077,-15.9181,7.65,-0.4024,12.2178,12.2147,-5.6022,4.9091,-3.2281,2.4753,8.7203,-0.7655,-0.8275,-2.1218,-7.9599
"142",-1.7563,4.8239,-14.4219,-3.2062,1.1514,5.9687,3.0196,9.1513,11.6717,-3.2785,4.3386,5.819,5.592,4.7219,1.4166,-9.3322,-8.4603,-9.602,2.5357,0.0639000000000003,-5.3794,19.5809,-1.2428,-2.8112,-8.959,5.2544,-0.4356,-6.4132,-8.3105,5.3876,0.8374,12.9806,16.4595,-3.6715,-0.428899999999999,4.1616,-1.9476,3.623,-0.475300000000001,-2.4755,-7.3994,-5.22,0.308599999999999,0.0606,-10.7937,2.59,14.5735,2.6014,-14.8612,7.8168,-10.225,-4.5664,5.7262,-5.4307,-9.9098,12.0916,-3.3997,13.407,-3.4231,-4.0654,7.4055,-14.3446,4.7187,0.0263000000000027,-2.2931,14.1003,4.0645,10.0496,-3.3509,-8.434,10.966,-1.2134,2.6333,1.1396,1.1058,6.2382,-4.9966,-1.5878,-0.227399999999999,-5.2945,0.4554,-14.7124,1.6412,0.628,-1.5567,7.8779,4.6354,7.6914,1.8141,11.3069,3.2193,-8.1889,9.2961,-15.4209,8.0163,0.7612,14.971,12.6852,-5.6982,5.1035,-3.9305,3.0204,7.3071,-0.0906000000000002,-1.0677,-4.4951,-7.1863
"143",-2.0359,6.7198,-12.1744,-1.7689,0.8896,6.8047,4.2396,8.9896,10.5437,-3.3133,4.0249,6.8436,5.5256,4.2314,1.4046,-10.3137,-8.2364,-8.3358,0.6708,-0.3482,-6.0601,19.8483,0.0488999999999997,-3.3911,-9.4019,6.5908,-2.7079,-7.6251,-7.654,5.1411,2.8136,12.3528,15.3652,-3.3999,0.762600000000003,4.4282,-1.4594,4.1254,-3.0972,-4.03,-7.919,-2.7509,0.5732,0.4495,-9.7733,1.9477,15.3561,2.9851,-14.4433,10.8856,-12.6898,-4.068,6.9838,-6.3231,-10.2652,11.4586,-4.0007,12.5412,-2.8094,-5.4007,8.3735,-15.1938,6.3285,1.8979,-2.5418,15.9506,3.2344,7.7158,-3.1453,-8.5335,10.9858,-2.2945,4.3338,-0.6469,1.4777,4.604,-4.4648,-1.7084,0.0868000000000002,-5.1323,1.6861,-15.8755,1.7671,0.316900000000000,-3.4221,10.037,6.2499,8.8442,2.8058,12.1017,4.309,-7.4928,10.3751,-14.6589,8.1799,1.9343,17.3673,12.3175,-5.8915,5.2184,-4.5344,3.2351,5.8857,0.5949,-1.3058,-6.7658,-6.2668
"144",-2.6556,8.4951,-9.743,-0.141700000000000,0.4653,7.5038,5.3071,8.2539,8.5239,-3.1194,3.4913,7.6931,5.5904,3.5821,1.1776,-11.415,-7.5067,-6.6628,-1.3409,-0.9552,-6.9206,19.8042,1.1835,-3.7171,-9.6979,7.1265,-4.5172,-8.4213,-6.8541,4.5799,4.722,11.6779,13.6065,-2.9757,2.0241,4.6211,-0.7928,4.3904,-5.0922,-5.0218,-8.3221,-0.351900000000001,0.7068,0.6254,-8.3963,1.3193,15.83,3.4476,-13.8902,13.4734,-14.6399,-3.4575,8.178,-6.9936,-10.4082,10.5733,-4.2656,11.3251,-2.2944,-6.4747,9.3806,-15.5331,7.8085,3.6362,-2.7125,17.2984,2.1044,5.3956,-2.7955,-8.4707,11.3128,-3.2498,5.8063,-2.3866,1.8164,2.6967,-4.0943,-1.5632,0.2858,-5.0735,2.5302,-16.6256,1.9012,-0.3175,-5.3593,12.0567,7.8092,9.8018,3.5643,13.2415,4.927,-6.2115,11.4498,-13.6726,8.0679,3.1217,19.2661,11.1145,-6.1516,5.341,-5.021,3.1512,4.473,1.2844,-1.5608,-8.7674,-5.265
"145",-3.6485,10.0296,-7.2845,1.5551,-0.107600000000001,7.9814,6.1508,6.9969,5.6901,-2.7599,2.7449,8.3667,5.7693,2.8667,0.8007,-12.5637,-6.3183,-4.6695,-3.3194,-1.7575,-7.8985,19.4028,2.1269,-3.7759,-9.8659,6.8404,-5.7648,-8.7902,-5.9973,3.7031,6.4627,11.0144,11.3035,-2.4337,3.3462,4.7835,0.0167999999999999,4.3326,-6.3616,-5.3991,-8.5036,1.7599,0.6189,0.6004,-6.7055,0.7264,16.0017,3.9043,-13.2014,15.519,-15.8359,-2.8153,9.2296,-7.331,-10.3001,9.3498,-4.1454,9.8139,-1.8471,-7.2017,10.3463,-15.3157,8.9857,5.0729,-2.8842,18.1242,0.7538,3.2885,-2.3776,-8.2731,11.9198,-4.066,6.9275,-4.021,2.0221,0.672400000000003,-3.967,-1.1368,0.308999999999999,-5.1307,2.9031,-16.9341,2.0826,-1.2526,-7.2669,13.8768,9.1768,10.4347,4.051,14.6413,5.0458,-4.4736,12.4786,-12.4633,7.6484,4.3209,20.5667,9.1528,-6.451,5.5349,-5.3686,2.8759,3.0804,1.9503,-1.8632,-10.3364,-4.2231
"146",-4.9978,11.2494,-4.9291,3.1615,-0.8057,8.1619,6.7073,5.301,2.2178,-2.3248,1.8342,8.8778,6.0272,2.1534,0.33,-13.6416,-4.7605,-2.4831,-5.0607,-2.6949,-8.9052,18.6523,2.9073,-3.6093,-9.8714,5.8209,-6.4014,-8.719,-5.1582,2.5589,7.9397,10.3565,8.6056,-1.8263,4.7443,4.9641,0.9256,3.8989,-6.8949,-5.1799,-8.3307,3.4433,0.210600000000000,0.3846,-4.7908,0.1902,15.8933,4.2865,-12.3495,16.9738,-16.133,-2.24340000000000,10.109,-7.2735,-9.8839,7.7562,-3.6521,8.1011,-1.4112,-7.5231,11.1526,-14.5238,9.7079,6.1087,-3.1526,18.4255,-0.720600000000001,1.5718,-1.9806,-7.9906,12.7483,-4.7113,7.58,-5.4743,1.9805,-1.27860000000000,-4.1285,-0.4731,0.114800000000001,-5.3248,2.7932,-16.7789,2.3314,-2.3949,-9.0066,15.4308,10.24,10.6501,4.2447,16.1696,4.6932,-2.4537,13.389,-11.017,6.9442,5.4935,21.2158,6.5836,-6.7634,5.8214,-5.5646,2.5497,1.7405,2.5573,-2.2497,-11.3347,-3.1593
"147",-6.6303,12.1377,-2.774,4.5154,-1.5914,7.9833,6.9243,3.2743,-1.6449,-1.9139,0.83,9.2365,6.3171,1.4857,-0.186600000000000,-14.5213,-2.942,-0.237500000000001,-6.3808,-3.6491,-9.8286,17.6098,3.5984,-3.2966,-9.6352,4.2475,-6.4267,-8.1799,-4.3868,1.2191,9.0675,9.6522,5.6771,-1.2161,6.2287,5.2075,1.8773,3.0924,-6.7843,-4.4511,-7.6971,4.6416,-0.606400000000001,-0.00359999999999983,-2.7814,-0.2879,15.5342,4.5675,-11.3093,17.8152,-15.5196,-1.843,10.8305,-6.8392,-9.1054,5.8315,-2.8454,6.2903,-0.9009,-7.413,11.6883,-13.1628,9.8719,6.7183,-3.5917,18.2118,-2.2256,0.38,-1.6903,-7.6949,13.7055,-5.1122,7.6849,-6.6683,1.602,-2.9722,-4.5867,0.3784,-0.306800000000001,-5.6848,2.2559,-16.1579,2.6484,-3.5973,-10.4136,16.6558,10.962,10.4026,4.1355,17.674,3.943,-0.3459,14.1002,-9.3479,6.0294,6.5556,21.2001,3.6104,-7.0631,6.1781,-5.6168,2.2913,0.5323,3.0755,-2.7431,-11.6816,-2.0812
"148",-8.4172,12.724,-0.88370,5.4865,-2.4161,7.4077,6.7703,1.049,-5.6169,-1.6215,-0.199400000000000,9.4491,6.5906,0.9034,-0.701500,-15.1104,-0.9703,1.9458,-7.1627,-4.4789,-10.5457,16.3618,4.285,-2.9357,-9.0781,2.3577,-5.8862,-7.1297,-3.7123,-0.2371,9.7827,8.8476,2.6983,-0.6629,7.7648,5.5434,2.8089,1.966,-6.212,-3.3481,-6.5538,5.358,-1.8654,-0.5235,-0.8296,-0.7401,14.9627,4.767,-10.0761,18.0721,-14.111,-1.6952,11.4335,-6.1218,-7.9526,3.6856,-1.8043,4.4714,-0.220599999999999,-6.8805,11.9016,-11.264,9.45,6.9292,-4.2203,17.496,-3.6952,-0.2028,-1.5738,-7.4771,14.6677,-5.169,7.2288,-7.5454,0.8508,-4.2706,-5.3125,1.3983,-0.936300000000001,-6.2475,1.4024,-15.1185,3.0178,-4.689,-11.3243,17.5069,11.3997,9.6985,3.7133,19.0017,2.8925,1.6697,14.545,-7.5294,5.0145,7.3871,20.5435,0.447500000000002,-7.3325,6.5457,-5.5459,2.1612,-0.418299999999999,3.4866,-3.3349,-11.3765,-0.9979
"149",-10.1863,13.0621,0.6988,5.9967,-3.233,6.4273,6.243,-1.216,-9.4202,-1.5169,-1.1978,9.5366,6.8075,0.4611,-1.1631,-15.3693,1.0555,3.9568,-7.387,-5.0652,-10.9446,15.0004,5.0186,-2.6223,-8.1807,0.408200000000001,-4.8652,-5.5244,-3.1639,-1.7248,10.0624,7.9296,-0.119600000000000,-0.2074,9.2635,5.979,3.6644,0.6042,-5.3929,-2.0217,-4.9129,5.6254,-3.5094,-1.1094,0.9071,-1.2268,14.2341,4.9258,-8.6705,17.8374,-12.1036,-1.8501,11.9445,-5.2575,-6.4783,1.4835,-0.6013,2.706,0.6976,-5.9689,11.828,-8.9004,8.4981,6.7891,-4.9989,16.2937,-5.1058,-0.153700000000000,-1.6654,-7.433,15.4969,-4.7954,6.2684,-8.0777,-0.249300000000000,-5.1029,-6.2328,2.5866,-1.7367,-7.0516,0.38,-13.7722,3.4055,-5.5071,-11.6131,17.9704,11.6713,8.5861,2.9645,20.0205,1.6319,3.4471,14.6805,-5.6888,4.0268,7.8539,19.3176,-2.7164,-7.5685,6.84,-5.3657,2.1547,-0.9675,3.7837,-3.9945,-10.4888,0.0697000000000001
"150",-11.746,13.2067,1.9385,6.0175,-4.0088,5.0567,5.381,-3.3398,-12.7968,-1.626,-2.1169,9.5512,6.9407,0.2287,-1.5241,-15.2964,3.0447,5.6872,-7.1244,-5.3366,-10.9396,13.6034,5.7887,-2.432,-7.0209,-1.3598,-3.479,-3.342,-2.7895,-3.1603,9.9367,6.9381,-2.532,0.127100000000000,10.6085,6.5023,4.3974,-0.8863,-4.5027,-0.6128,-2.8419,5.4974,-5.3894,-1.6833,2.2867,-1.8106,13.4158,5.0814,-7.137,17.2585,-9.7225,-2.3203,12.3489,-4.3862,-4.7934,-0.5848,0.7071,1.0345,1.8648,-4.7562,11.5685,-6.2036,7.1433,6.338,-5.8523,14.6321,-6.471,0.4738,-1.9597,-7.6376,16.066,-3.962,4.9098,-8.2723,-1.627,-5.4619,-7.2337,3.919,-2.6653,-8.1165,-0.6654,-12.2748,3.7578,-5.9339,-11.2294,18.0672,11.9035,7.1334,1.8909,20.6296,0.216700000000000,4.8777,14.4878,-3.979,3.1919,7.8373,17.6446,-5.7383,-7.7736,6.9676,-5.0723,2.2159,-1.0011,3.9691,-4.695,-9.1267,1.0898
"151",-12.9203,13.1929,2.8002,5.5619,-4.7217,3.3261,4.2674,-5.1403,-15.5243,-1.9288,-2.9163,9.5736,6.97,0.269700000000000,-1.7553,-14.9115,4.9033,7.0332,-6.501,-5.2786,-10.4779,12.2139,6.5287,-2.4067,-5.7637,-2.7515,-1.8584,-0.604199999999999,-2.6542,-4.4806,9.4808,5.9414,-4.2944,0.3269,11.7046,7.0833,4.9708,-2.3757,-3.6371,0.752,-0.454599999999999,5.0593,-7.2962,-2.1749,3.2071,-2.5352,12.5763,5.2647,-5.5405,16.5022,-7.1912,-3.0805,12.5911,-3.628,-3.0302,-2.3354,2.0805,-0.5061,3.2307,-3.3565,11.2337,-3.3585,5.5557,5.6029,-6.7024,12.5722,-7.8232,1.552,-2.4156,-8.119,16.2745,-2.7144,3.2794,-8.1714,-3.1768,-5.3925,-8.175,5.3177,-3.6849,-9.4165,-1.6295,-10.7869,4.0107,-5.9231,-10.2068,17.849,12.1878,5.405,0.5381,20.7617,-1.3325,5.8776,13.9667,-2.5432,2.6198,7.2713,15.6754,-8.5183,-7.9425,6.8471,-4.6481,2.2512,-0.4708,4.0457,-5.4333,-7.4044,2.0247
"152",-13.5805,13.0332,3.2524,4.6854,-5.3447,1.2756,3.0198,-6.4671,-17.4384,-2.3811,-3.5687,9.6969,6.8771,0.610700000000001,-1.8485,-14.2542,6.5329,7.9039,-5.6512,-4.9375,-9.5365,10.8294,7.1506,-2.5495,-4.6053,-3.6362,-0.1313,2.611,-2.8181,-5.6611,8.7872,5.0061,-5.2246,0.387400000000000,12.5084,7.682,5.3594,-3.717,-2.8162,1.954,2.0983,4.433,-9.0072,-2.5276,3.6266,-3.4118,11.7759,5.5078,-3.9639,15.7149,-4.7224,-4.0732,12.6019,-3.0736,-1.3071,-3.6177,3.4894,-1.8654,4.6969,-1.9206,10.8868,-0.5757,3.9115,4.621,-7.4922,10.2122,-9.1865,2.9123,-2.9712,-8.8378,16.0472,-1.155,1.4977,-7.8472,-4.7803,-4.9711,-8.9263,6.6534,-4.7663,-10.8755,-2.4676,-9.4393,4.113,-5.5026,-8.6528,17.3827,12.5649,3.4531,-0.9929,20.3755,-3.0006,6.3786,13.1387,-1.4896,2.3828,6.1717,13.5612,-10.984,-8.0595,6.4284,-4.0728,2.1446,0.5946,4.011,-6.2305,-5.4242,2.8356
"153",-13.6621,12.7322,3.2805,3.4921,-5.8404,-1.03460000000000,1.7668,-7.2261,-18.4447,-2.9367,-4.0652,10.0099,6.6474,1.2278,-1.813,-13.3897,7.842,8.2287,-4.685,-4.4173,-8.1221,9.3989,7.5834,-2.8388,-3.7121,-3.9529,1.6036,6.1634,-3.313,-6.7156,7.9467,4.1919,-5.252,0.317300000000000,13.0182,8.2632,5.5589,-4.7696,-2.0187,2.8863,4.6415,3.7701,-10.3314,-2.7024,3.5642,-4.4236,11.0584,5.8363,-2.4941,14.9909,-2.5066,-5.2185,12.3269,-2.7717,0.2789,-4.338,4.911,-2.9746,6.1425,-0.6238,10.5203,1.9548,2.3614,3.4605,-8.1861,7.6618,-10.5504,4.3928,-3.5572,-9.6827,15.3238,0.5877,-0.335800000000001,-7.3845,-6.3341,-4.2843,-9.4003,7.7704,-5.8864,-12.3788,-3.1781,-8.3164,4.0449,-4.7534,-6.7273,16.7294,13.0272,1.3273,-2.5624,19.4502,-4.7403,6.3262,12.0491,-0.8736,2.493,4.6348,11.433,-13.0742,-8.1139,5.7105,-3.3307,1.7858,2.1078,3.8574,-7.1186,-3.2708,3.4798
